#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	http
#open	2014-04-03-10-45-56
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	trans_depth	method	host	uri	referrer	user_agent	request_body_len	response_body_len	status_code	status_msg	info_code	info_msg	filename	tags	username	password	proxied	orig_fuids	orig_mime_types	resp_fuids	resp_mime_types
#types	time	string	addr	port	addr	port	count	string	string	string	string	string	count	count	count	string	count	string	string	table[enum]	string	string	table[string]	vector[string]	vector[string]	vector[string]	vector[string]
1330758395.970186	CYUWOQ3GaDHGHz0FQb	192.168.51.10	1030	64.202.189.170	80	1	GET	jbellashop.com	/	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	301	Moved Permanently	-	-	-	(empty)	-	-	-	-	-	-	-
1330758410.78545	Cn08Zd37OL3wyXmCmg	192.168.51.10	1054	184.73.184.228	80	1	GET	seg.sharethis.com	/getSegment.php?purl=http://www.jbellashop.net/&jsref=&rnd=1330772691328	http://www.jbellashop.net/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1297	200	OK	-	-	-	(empty)	-	-	-	-	-	Fb9amw3fPkkA4I3Iq4	text/html
1330758410.837749	CnYFhJ3B20yfmrXTUg	192.168.51.10	1056	69.31.75.201	80	1	GET	edge.sharethis.com	/share4x/index.2a4caee59c2bd5d83aae6a2e76e58336.html	http://www.jbellashop.net/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	8501	200	OK	-	-	-	(empty)	-	-	-	-	-	FfQUOq1cXAgpAlGlv8	text/html
1330758410.882308	C5ELXP2agmmMZ7raIg	192.168.51.10	1057	69.31.75.187	80	1	GET	b.scorecardresearch.com	/b?c1=7&c2=8097938&rn=690639645&c7=http://seg.sharethis.com/getSegment.php?purl=http%3A%2F%2Fwww.jbellashop.net%2F&jsref=&rnd=1330772691328&c3=8097938&c8=ShareThis Segmenter&c9=http://www.jbellashop.net/&cv=2.2&cs=js	http://seg.sharethis.com/getSegment.php?purl=http%3A%2F%2Fwww.jbellashop.net%2F&jsref=&rnd=1330772691328	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	302	Moved Temporarily	-	-	-	(empty)	-	-	-	-	-	-	-
1330758410.888265	C5ELXP2agmmMZ7raIg	192.168.51.10	1057	69.31.75.187	80	2	GET	b.scorecardresearch.com	/b2?c1=7&c2=8097938&rn=690639645&c7=http://seg.sharethis.com/getSegment.php?purl=http%3A%2F%2Fwww.jbellashop.net%2F&jsref=&rnd=1330772691328&c3=8097938&c8=ShareThis Segmenter&c9=http://www.jbellashop.net/&cv=2.2&cs=js	http://seg.sharethis.com/getSegment.php?purl=http%3A%2F%2Fwww.jbellashop.net%2F&jsref=&rnd=1330772691328	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	204	No Content	-	-	-	(empty)	-	-	-	-	-	-	-
1330758410.89252	CnYFhJ3B20yfmrXTUg	192.168.51.10	1056	69.31.75.201	80	2	GET	edge.sharethis.com	/images/spinner.gif	http://edge.sharethis.com/share4x/index.2a4caee59c2bd5d83aae6a2e76e58336.html	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	792	200	OK	-	-	-	(empty)	-	-	-	-	-	FaqM5Z22FfAe8Epp8a	image/gif
1330758410.89282	CrmK3q3m8unxa999sj	192.168.51.10	1049	63.218.71.211	80	3	GET	w.sharethis.com	/share4x/js/st.3390f1a26f5a786be443e985563a6384.js	http://edge.sharethis.com/share4x/index.2a4caee59c2bd5d83aae6a2e76e58336.html	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	77618	200	OK	-	-	-	(empty)	-	-	-	-	-	F7Y8hT1c1ikazZbFFk	text/plain
1330758410.965957	CrmK3q3m8unxa999sj	192.168.51.10	1049	63.218.71.211	80	4	GET	w.sharethis.com	/images/scroll.png	http://edge.sharethis.com/share4x/index.2a4caee59c2bd5d83aae6a2e76e58336.html	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1037	200	OK	-	-	-	(empty)	-	-	-	-	-	FkVZet2midhqF6CWCc	image/png
1330758410.97927	C68uGS2P3VLqeYS9Hc	192.168.51.10	1058	63.218.71.211	80	1	GET	w.sharethis.com	/share4x/css/share.1532b269c12f9266531452000cea04a2.css	http://edge.sharethis.com/share4x/index.2a4caee59c2bd5d83aae6a2e76e58336.html	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	18903	200	OK	-	-	-	(empty)	-	-	-	-	-	FmwbPG56Dk8zOgPPb	text/plain
1330758413.194546	CrmK3q3m8unxa999sj	192.168.51.10	1049	63.218.71.211	80	5	GET	w.sharethis.com	/images/sprite_32_small.png	http://edge.sharethis.com/share4x/index.2a4caee59c2bd5d83aae6a2e76e58336.html	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	10714	200	OK	-	-	-	(empty)	-	-	-	-	-	FyDEtR3NTXU92Xirkg	image/png
1330758418.230876	CGbKIJ3SXNIXpGbXTf	192.168.51.10	1059	85.17.77.145	80	1	GET	cccorange.info	/?30293076d4ee7e1824cf0682f11a8a61	-	Mozilla/4.0 (Windows XP 5.1) Java/1.6.0_10	0	288768	200	OK	-	-	-	(empty)	-	-	-	-	-	F3zpMA16ltXepUgSzh	application/x-dosexec
1330758425.526463	CMHO3e4RHAgN8NbgXj	192.168.51.10	1060	85.17.77.145	80	1	GET	cccorange.info	/?1b0bda12d3bf5908d8ddf5f3ea77baf4	-	Mozilla/4.0 (Windows XP 5.1) Java/1.6.0_10	0	261	404	Not Found	-	-	-	(empty)	-	-	-	-	-	F7RnQ64EGLk0POqhw8	text/html
1330758434.962992	CkVS6L3RSkWAOj90Pg	192.168.51.10	1061	85.17.77.145	80	1	GET	cccorange.info	/?65dbe7fe1d92d277814594d7ee9053a0	-	Mozilla/4.0 (Windows XP 5.1) Java/1.6.0_10	0	288768	200	OK	-	-	-	(empty)	-	-	-	-	-	Fmhwz6z4XcEn5iSM4	application/x-dosexec
#close	2014-04-03-10-45-57
