#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	http
#open	2014-04-03-10-48-30
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	trans_depth	method	host	uri	referrer	user_agent	request_body_len	response_body_len	status_code	status_msg	info_code	info_msg	filename	tags	username	password	proxied	orig_fuids	orig_mime_types	resp_fuids	resp_mime_types
#types	time	string	addr	port	addr	port	count	string	string	string	string	string	count	count	count	string	count	string	string	table[enum]	string	string	table[string]	vector[string]	vector[string]	vector[string]	vector[string]
1337389947.270246	CHFgxwBJliSS0B9Wl	192.168.106.10	1031	199.85.212.87	80	1	GET	imdaveerickson.com	/	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	301	Moved Permanently	-	-	-	(empty)	-	-	-	-	-	-	-
1337389954.386541	ChpZToS0OCIIGepI2	192.168.106.10	1053	199.85.212.87	80	7	GET	www.imdaveerickson.com	/wp-content/uploads/2012/01/Screen-shot-2012-01-20-at-6.11.24-PM-e1327112521902.png	http://www.imdaveerickson.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	8435	200	OK	-	-	-	(empty)	-	-	-	-	-	FZw0cv4jGBfQ6FVXy2	image/png
1337389954.333081	CSX6qL3HYdYx7noOsl	192.168.106.10	1054	199.85.212.87	80	2	GET	www.imdaveerickson.com	/wp-content/uploads/2012/01/Screen-shot-2012-01-20-at-5.56.49-PM-e1327111061844.png	http://www.imdaveerickson.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	14394	200	OK	-	-	-	(empty)	-	-	-	-	-	F7xKBc4k8gD8WfkLz5	image/png
1337389954.547698	ChpZToS0OCIIGepI2	192.168.106.10	1053	199.85.212.87	80	8	GET	www.imdaveerickson.com	/wp-content/uploads/2012/01/Native1-e1327112902398.png	http://www.imdaveerickson.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	26512	200	OK	-	-	-	(empty)	-	-	-	-	-	Fp0HQsdEDzPMHOl9	image/png
1337389954.548019	CSX6qL3HYdYx7noOsl	192.168.106.10	1054	199.85.212.87	80	3	GET	www.imdaveerickson.com	/wp-content/uploads/2012/01/QR-e1327113152632.jpg	http://www.imdaveerickson.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	10160	200	OK	-	-	-	(empty)	-	-	-	-	-	F6amy93aFy1doOlCB9	image/jpeg
1337389954.865161	ChpZToS0OCIIGepI2	192.168.106.10	1053	199.85.212.87	80	9	GET	www.imdaveerickson.com	/wp-content/uploads/2012/01/Screen-shot-2012-01-20-at-6.33.24-PM-e1327113313567.png	http://www.imdaveerickson.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	11443	200	OK	-	-	-	(empty)	-	-	-	-	-	FJn3Eg2DR1J70vkYo7	image/png
1337389954.967952	ChpZToS0OCIIGepI2	192.168.106.10	1053	199.85.212.87	80	10	GET	www.imdaveerickson.com	/wp-content/uploads/2012/01/XterraPlanet-e1327113886610.png	http://www.imdaveerickson.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	12625	200	OK	-	-	-	(empty)	-	-	-	-	-	FyV57810skT7bNF338	image/png
1337389954.966829	CSX6qL3HYdYx7noOsl	192.168.106.10	1054	199.85.212.87	80	4	GET	www.imdaveerickson.com	/wp-content/uploads/2012/01/PowerBar-e1327113673163.png	http://www.imdaveerickson.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	20099	200	OK	-	-	-	(empty)	-	-	-	-	-	Fq1IQC2VHbP4hw9VSi	image/png
1337389954.862784	Ccqo3K2tNA9qlKsVca	192.168.106.10	1050	74.125.71.113	80	3	GET	s.ytimg.com	/yt/imgbin/www-refresh-vflk40U3E.png	http://www.youtube.com/embed/JAidUgwoygg	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	35331	200	OK	-	-	-	(empty)	-	-	-	-	-	FYjghZ2ni4h4fHEnWe	image/png
1337389955.152235	CSX6qL3HYdYx7noOsl	192.168.106.10	1054	199.85.212.87	80	5	GET	www.imdaveerickson.com	/wp-content/uploads/2012/03/Zorrel.jpg	http://www.imdaveerickson.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	10594	200	OK	-	-	-	(empty)	-	-	-	-	-	FANSI64PxxIw08QCDh	image/jpeg
1337389955.152551	ChpZToS0OCIIGepI2	192.168.106.10	1053	199.85.212.87	80	11	GET	www.imdaveerickson.com	/wp-content/uploads/2012/03/headsweats.jpg	http://www.imdaveerickson.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	14837	200	OK	-	-	-	(empty)	-	-	-	-	-	FERBj53h1wHfJY4UAb	image/jpeg
1337389955.231695	CSX6qL3HYdYx7noOsl	192.168.106.10	1054	199.85.212.87	80	6	GET	www.imdaveerickson.com	/wp-content/uploads/2012/03/ism-saddles.jpg	http://www.imdaveerickson.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	15502	200	OK	-	-	-	(empty)	-	-	-	-	-	FjMrcj3I0qAGzddpbl	image/jpeg
1337389955.313197	CSX6qL3HYdYx7noOsl	192.168.106.10	1054	199.85.212.87	80	7	GET	www.imdaveerickson.com	/wp-content/uploads/2012/03/Pro.jpg	http://www.imdaveerickson.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	13021	200	OK	-	-	-	(empty)	-	-	-	-	-	FEWGGo1qtAai0Fhi71	image/jpeg
1337389955.358908	CDWrEJwatZeuYpuX2	192.168.106.10	1055	199.85.212.87	80	1	GET	www.imdaveerickson.com	/wp-content/uploads/2012/03/beaker-concepts.jpg	http://www.imdaveerickson.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	13824	200	OK	-	-	-	(empty)	-	-	-	-	-	FvfvUn2fccNYypnc7a	image/jpeg
1337389955.904486	CSX6qL3HYdYx7noOsl	192.168.106.10	1054	199.85.212.87	80	8	GET	www.imdaveerickson.com	/wp-content/uploads/2012/03/Shimano.jpg	http://www.imdaveerickson.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	11105	200	OK	-	-	-	(empty)	-	-	-	-	-	F5vpLO3KuGC8G1aTt1	image/jpeg
1337389955.936138	CDWrEJwatZeuYpuX2	192.168.106.10	1055	199.85.212.87	80	2	GET	www.imdaveerickson.com	/wp-content/uploads/2012/03/Justins.jpg	http://www.imdaveerickson.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	14416	200	OK	-	-	-	(empty)	-	-	-	-	-	FJcuvx2mD7lhE4dKFk	image/jpeg
1337389956.126535	CSX6qL3HYdYx7noOsl	192.168.106.10	1054	199.85.212.87	80	9	GET	www.imdaveerickson.com	/wp-content/uploads/2012/03/triswim.jpg	http://www.imdaveerickson.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	12235	200	OK	-	-	-	(empty)	-	-	-	-	-	FgUuls442iU5joBIm5	image/jpeg
1337389956.31897	CSX6qL3HYdYx7noOsl	192.168.106.10	1054	199.85.212.87	80	10	GET	www.imdaveerickson.com	/wp-content/plugins/shutter-reloaded/shutter-reloaded.js?ver=2.4	http://www.imdaveerickson.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	8036	200	OK	-	-	-	(empty)	-	-	-	-	-	FzROn2316KDDCCoERi	text/plain
1337389955.217974	Ccqo3K2tNA9qlKsVca	192.168.106.10	1050	74.125.71.113	80	4	GET	s.ytimg.com	/yt/swfbin/watch_as3-vflLhAgwl.swf	http://www.imdaveerickson.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	263244	200	OK	-	-	-	(empty)	-	-	-	-	-	FL1E0l4sQHZpno8tj1	application/x-shockwave-flash
1337389956.318661	CDWrEJwatZeuYpuX2	192.168.106.10	1055	199.85.212.87	80	3	GET	www.imdaveerickson.com	/wp-content/uploads/2012/03/Training-Peaks.jpg	http://www.imdaveerickson.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	13706	200	OK	-	-	-	(empty)	-	-	-	-	-	FUqbHaI4niWURPa6i	image/jpeg
1337389957.213086	CY2BQo4Zc2jukCLts6	192.168.106.10	1056	72.247.218.24	80	1	GET	fpdownload2.macromedia.com	/get/flashplayer/update/current/xml/version_en_win_ax.xml	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1759	200	OK	-	-	-	(empty)	-	-	-	-	-	FLM6XI3SEwJ2HwJwq3	text/html
1337389957.338602	CxO1jc18vAj0PKBZVd	192.168.106.10	1058	74.125.71.139	80	1	GET	i3.ytimg.com	/crossdomain.xml	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	102	200	OK	-	-	-	(empty)	-	-	-	-	-	FctlSR4wr8AGsxv0j	application/xml
1337389957.442871	CDWrEJwatZeuYpuX2	192.168.106.10	1055	199.85.212.87	80	4	GET	www.imdaveerickson.com	/wp-content/plugins/shutter-reloaded/menu/prev.gif	http://www.imdaveerickson.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	551	200	OK	-	-	-	(empty)	-	-	-	-	-	FXIpSx3EQN9GT6FFKd	image/gif
1337389957.448916	CSX6qL3HYdYx7noOsl	192.168.106.10	1054	199.85.212.87	80	11	GET	www.imdaveerickson.com	/wp-content/plugins/shutter-reloaded/menu/close.gif	http://www.imdaveerickson.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1062	200	OK	-	-	-	(empty)	-	-	-	-	-	FFBfY320565TC92ID4	image/gif
1337389957.391439	Cz4nC32dWp2OZ45jua	192.168.106.10	1059	74.125.71.138	80	1	GET	i2.ytimg.com	/crossdomain.xml	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	102	200	OK	-	-	-	(empty)	-	-	-	-	-	FMrjlA3mNM2ExOH5ue	application/xml
1337389957.522775	CDWrEJwatZeuYpuX2	192.168.106.10	1055	199.85.212.87	80	5	GET	www.imdaveerickson.com	/wp-content/plugins/shutter-reloaded/menu/prev-d.gif	http://www.imdaveerickson.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	344	200	OK	-	-	-	(empty)	-	-	-	-	-	FHjROl3hKuYCATF3rl	image/gif
1337389957.607338	CDWrEJwatZeuYpuX2	192.168.106.10	1055	199.85.212.87	80	6	GET	www.imdaveerickson.com	/wp-content/plugins/shutter-reloaded/menu/next-d.gif	http://www.imdaveerickson.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	340	200	OK	-	-	-	(empty)	-	-	-	-	-	FBFbL2Wqwxf9Jo3jk	image/gif
1337389956.675983	Ccqo3K2tNA9qlKsVca	192.168.106.10	1050	74.125.71.113	80	5	GET	s.ytimg.com	/yt/swfbin/watch_as3-vflLhAgwl.swf	http://www.imdaveerickson.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	263244	200	OK	-	-	-	(empty)	-	-	-	-	-	Ffte6T3kt4BiQQPwN6	application/x-shockwave-flash
1337389957.666796	CksGS43EkKrEYP1sF1	192.168.106.10	1060	109.236.80.88	80	1	GET	koolsdategro.org.in	/in.cgi?6	http://www.imdaveerickson.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	256	302	Found	-	-	-	(empty)	-	-	-	-	-	FlhSks4YmOPKrUG2Cj	text/html
1337389957.732374	Cist1y2mINhyZD7G6b	192.168.106.10	1063	199.85.212.87	80	1	GET	www.imdaveerickson.com	/wp-content/themes/adventure-journal/images/colophon-ctx.png	http://www.imdaveerickson.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	17248	200	OK	-	-	-	(empty)	-	-	-	-	-	FDt9Bw4hfVboF9ivGg	image/png
1337389957.959183	Cist1y2mINhyZD7G6b	192.168.106.10	1063	199.85.212.87	80	2	GET	www.imdaveerickson.com	/wp-content/themes/adventure-journal/images/colophon-wp.png	http://www.imdaveerickson.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	9986	200	OK	-	-	-	(empty)	-	-	-	-	-	Fxgaeb2l3hUgNFc2Z9	image/png
1337389957.731798	CpSrxsFuqUmCh4jE7	192.168.106.10	1062	199.85.212.87	80	1	GET	www.imdaveerickson.com	/wp-content/themes/adventure-journal/images/mp-sprite-header-bg.png	http://www.imdaveerickson.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	101020	200	OK	-	-	-	(empty)	-	-	-	-	-	F7CvOR3GGF8oh3oqT8	image/png
1337389958.039927	Cist1y2mINhyZD7G6b	192.168.106.10	1063	199.85.212.87	80	3	GET	www.imdaveerickson.com	/wp-content/themes/adventure-journal/images/bh/ie.png	http://www.imdaveerickson.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	21228	200	OK	-	-	-	(empty)	-	-	-	-	-	FS6lhiyaSRlaUTf39	image/png
1337389957.989391	C5mDCw1niZCcSFlGVj	192.168.106.10	1064	37.59.188.164	80	1	GET	breakmy-window.in	/dasdasaseq.php?page=2d31534038977f75	http://www.imdaveerickson.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	65170	200	OK	-	-	-	(empty)	-	-	-	-	-	FRqc9g4tyLJJm0YUYb	text/html
1337389958.131238	Ccqo3K2tNA9qlKsVca	192.168.106.10	1050	74.125.71.113	80	6	GET	s.ytimg.com	/yt/swfbin/watch_as3-vflLhAgwl.swf	http://www.imdaveerickson.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	263244	200	OK	-	-	-	(empty)	-	-	-	-	-	FLy5LxyZDxkq29Ugd	application/x-shockwave-flash
1337389984.08126	CZTXV31WLl5bEPHu94	192.168.106.10	1065	37.59.188.164	80	1	GET	breakmy-window.in	/w.php?f=152ea&e=2	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	135168	200	OK	-	-	-	(empty)	-	-	-	-	-	F93zv14RUMsZnOutzk	application/x-dosexec
1337389983.907732	Ccqo3K2tNA9qlKsVca	192.168.106.10	1050	74.125.71.113	80	7	GET	s.ytimg.com	/yt/swfbin/watch_as3-vflLhAgwl.swf	http://www.imdaveerickson.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	263244	200	OK	-	-	-	(empty)	-	-	-	-	-	FD1hQs2qGsaHmNnRqd	application/x-shockwave-flash
1337389985.807128	C0Tb8S3jktQZvF3aEi	192.168.106.10	1067	37.59.188.164	80	1	GET	breakmy-window.in	/data/field.swf	http://www.imdaveerickson.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1547	200	OK	-	-	-	(empty)	-	-	-	-	-	FaXMlj4XTmUMfdg5ig	application/x-shockwave-flash
1337389985.771166	CG3r494Y2GqVSH0P6	192.168.106.10	1066	37.59.188.164	80	1	GET	breakmy-window.in	/data/ap2.php	http://breakmy-window.in/dasdasaseq.php?page=2d31534038977f75	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	33073	200	OK	-	-	-	(empty)	-	-	-	-	-	FtpMEZ2V0jlkdAoNN	application/pdf
1337389994.740344	C51KyN1tUUs4W7iRV8	192.168.106.10	1068	78.83.177.244	80	1	GET	exchangeservices.org	/j_secure_check/lma.bin	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	61613	200	OK	-	-	-	(empty)	-	-	-	-	-	FNjFzuyMKWoE0rSD1	binary
#close	2014-04-03-10-48-31
