#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	http
#open	2014-04-03-11-00-00
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	trans_depth	method	host	uri	referrer	user_agent	request_body_len	response_body_len	status_code	status_msg	info_code	info_msg	filename	tags	username	password	proxied	orig_fuids	orig_mime_types	resp_fuids	resp_mime_types
#types	time	string	addr	port	addr	port	count	string	string	string	string	string	count	count	count	string	count	string	string	table[enum]	string	string	table[string]	vector[string]	vector[string]	vector[string]	vector[string]
1390346823.992756	CHM2L12eAZhc2t0ZUk	192.168.14.10	1035	66.39.29.236	80	1	GET	besthealthmag.ca	/	-	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	236	301	Moved Permanently	-	-	-	(empty)	-	-	-	-	-	Fn8tPN2dAUji7klUhj	text/html
1390346825.26049	CuNw5e1QQMnwhF2yzc	192.168.14.10	1036	72.21.91.19	80	5	GET	www.besthealthmag.ca	/sites/all/modules/nice_menus/nav_right.gif	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	568	200	OK	-	-	-	(empty)	-	-	-	-	-	Fn5dJL3aOPb4YXyIY1	image/gif
1390346825.261301	CCrCiq25ZmK6phL2Q	192.168.14.10	1041	72.21.91.19	80	10	GET	www.besthealthmag.ca	/sites/all/modules/nice_menus/store-text.gif	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	896	200	OK	-	-	-	(empty)	-	-	-	-	-	FA49Rs1GHw36pKzsPf	image/gif
1390346825.293701	Cyi2zDF52r3HEb94f	192.168.14.10	1037	72.21.91.19	80	12	GET	www.besthealthmag.ca	/themes/besthealth_skin/jquery-ui.min.js	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	183557	200	OK	-	-	-	(empty)	-	-	-	-	-	FaYtsIDgfGjsrMGsb	text/plain
1390346825.193029	CyYMlr3ZByD91wxZi3	192.168.14.10	1051	74.125.239.25	80	1	GET	pubads.g.doubleclick.net	/gampad/ads?gdfp_req=1&correlator=318501022612747&output=json_html&callback=window.parent.googletag.impl.pubads.setAdContentsBySlotForAsync&impl=fifs&json_a=1&iu_parts=6178,RDA:BestHealth,homepage&enc_prev_ius=/0/1/2,/0/1/2,/0/1/2,/0/1/2,/0/1/2,/0/1/2,/0/1/2,/0/1/2,/0/1/2,/0/1/2&prev_iu_szs=2x2,233x104,2x2,2x2,300x140,2x2,1x1,1x1,300x140,2x2&ists=12&prev_scp=pos=top_right|pos=top_middle|pos=nav_text|pos=top_right_rota|pos=atf|pos=footer_text|pos=cm|pos=int|pos=estore|pos=incat&cust_params=keyword=%2Bkeyword1%2B%2C%2Bkeyword2%2B%2C%2Bkeyword3%2B&cookie_enabled=1&lmt=1390345191&dt=1390361090140&ea=0&biw=796&bih=427&oid=3&oe=utf-8&gut=v2&ifi=1&u_tz=-300&u_java=true&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&flash=10.0.32.18&url=http://www.besthealthmag.ca/&adks=1808474688,2472268662,1808474694,1808474693,3710246817,1808474715,1645851938,1655345571,3710246820,1808474712&vrg=32&vrp=32&ga_vid=1683870133.1390361090&ga_sid=1390361090&ga_hid=1817953083	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	12621	200	OK	-	-	-	(empty)	-	-	-	-	-	Fig5oo2fY3DEKuKiu3	text/plain
1390346825.366795	CwO29AJu62Wiw0YJh	192.168.14.10	1038	72.21.91.19	80	10	GET	www.besthealthmag.ca	/sites/default/files/images/winter_2.thumbnail.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	3766	200	OK	-	-	-	(empty)	-	-	-	-	-	FQNn4TWV70Rxd9pO5	image/jpeg
1390346825.367696	Cq06Qc4oCJzz4gG1x4	192.168.14.10	1040	72.21.91.19	80	11	GET	www.besthealthmag.ca	/sites/default/files/images/quit-smoking_0.thumbnail.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	3758	200	OK	-	-	-	(empty)	-	-	-	-	-	Fm7qzt1fQljVSciEc7	image/jpeg
1390346825.368593	CuNw5e1QQMnwhF2yzc	192.168.14.10	1036	72.21.91.19	80	6	GET	www.besthealthmag.ca	/sites/default/files/images/winter_2.preview.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	11325	200	OK	-	-	-	(empty)	-	-	-	-	-	FetJwF28uNwNZMXCX6	image/jpeg
1390346825.367361	C2eS7j2cZxzA7WXNi7	192.168.14.10	1039	72.21.91.19	80	11	GET	www.besthealthmag.ca	/sites/default/files/images/happy-fooods.thumbnail.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	3912	200	OK	-	-	-	(empty)	-	-	-	-	-	FoFAzvlYgmd8HHXHl	image/jpeg
1390346825.369	CCrCiq25ZmK6phL2Q	192.168.14.10	1041	72.21.91.19	80	11	GET	www.besthealthmag.ca	/sites/default/files/images/happy-fooods.preview.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	14739	200	OK	-	-	-	(empty)	-	-	-	-	-	F3A1lr2Hs5vs6EqK31	image/jpeg
1390346825.393681	Cyi2zDF52r3HEb94f	192.168.14.10	1037	72.21.91.19	80	13	GET	www.besthealthmag.ca	/sites/default/files/images/quit-smoking_0.preview.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	11879	200	OK	-	-	-	(empty)	-	-	-	-	-	F9i8JE2DfuDJ2akHod	image/jpeg
1390346825.394099	CwO29AJu62Wiw0YJh	192.168.14.10	1038	72.21.91.19	80	11	GET	www.besthealthmag.ca	/sites/default/files/images/winter_0.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	16830	200	OK	-	-	-	(empty)	-	-	-	-	-	FDxwcDo29nRWOBxN4	image/jpeg
1390346825.398287	Cq06Qc4oCJzz4gG1x4	192.168.14.10	1040	72.21.91.19	80	12	GET	www.besthealthmag.ca	/sites/default/files/images/fitness_3.teaser.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	5349	200	OK	-	-	-	(empty)	-	-	-	-	-	FLn5uXvtfA56a4AXa	image/jpeg
1390346825.412853	CuNw5e1QQMnwhF2yzc	192.168.14.10	1036	72.21.91.19	80	7	GET	www.besthealthmag.ca	/themes/besthealth_skin/images/selected-item.png	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	679	200	OK	-	-	-	(empty)	-	-	-	-	-	FeoDFjT654z2p2xPl	image/png
1390346825.413673	C2eS7j2cZxzA7WXNi7	192.168.14.10	1039	72.21.91.19	80	12	GET	www.besthealthmag.ca	/sites/default/files/images/iStock_000007655346XSmall.teaser.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	5371	200	OK	-	-	-	(empty)	-	-	-	-	-	FTAMji4HbZaH238oG1	image/jpeg
1390346825.433699	CCrCiq25ZmK6phL2Q	192.168.14.10	1041	72.21.91.19	80	12	GET	www.besthealthmag.ca	/themes/besthealth_skin/images/tab-bg.gif	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	175	200	OK	-	-	-	(empty)	-	-	-	-	-	FAeR2Z22L9xFQArxI6	image/gif
1390346825.439218	Cyi2zDF52r3HEb94f	192.168.14.10	1037	72.21.91.19	80	14	GET	www.besthealthmag.ca	/themes/besthealth_skin/images/blue-bullet.gif	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	100	200	OK	-	-	-	(empty)	-	-	-	-	-	FdTAcI1EAR3fzZgOG8	image/gif
1390346825.439606	CwO29AJu62Wiw0YJh	192.168.14.10	1038	72.21.91.19	80	12	GET	www.besthealthmag.ca	/sites/default/files/images/howmuchdrink1.teaser.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	5058	200	OK	-	-	-	(empty)	-	-	-	-	-	FzoA7utYnD0unarnf	image/jpeg
1390346825.448693	Cq06Qc4oCJzz4gG1x4	192.168.14.10	1040	72.21.91.19	80	13	GET	www.besthealthmag.ca	/themes/besthealth_skin/images/more-bh-h1.gif	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	1560	200	OK	-	-	-	(empty)	-	-	-	-	-	FAu9Ub1M02PVTulzG6	image/gif
1390346825.437132	CRMGuK27DNPFMbrN76	192.168.14.10	1053	93.184.216.139	80	1	GET	platform.twitter.com	/widgets.js	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	96813	200	OK	-	-	-	(empty)	-	-	-	-	-	FgdJtx2NjsHrNNcC7g	text/plain
1390346825.471481	CuNw5e1QQMnwhF2yzc	192.168.14.10	1036	72.21.91.19	80	8	GET	www.besthealthmag.ca	/sites/default/files/images/NYE.teaser.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	6064	200	OK	-	-	-	(empty)	-	-	-	-	-	FU5aMN23FhpHjZiY94	image/jpeg
1390346825.477522	C2eS7j2cZxzA7WXNi7	192.168.14.10	1039	72.21.91.19	80	13	GET	www.besthealthmag.ca	/sites/default/files/images/cotton-ball-diet.teaser.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	2773	200	OK	-	-	-	(empty)	-	-	-	-	-	FOouSXYf5eYXxumDh	image/jpeg
1390346825.477901	CCrCiq25ZmK6phL2Q	192.168.14.10	1041	72.21.91.19	80	13	GET	www.besthealthmag.ca	/sites/default/files/images/resolution.teaser.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	4656	200	OK	-	-	-	(empty)	-	-	-	-	-	FFek3T2WDIBRVhYSz2	image/jpeg
1390346825.479291	Cyi2zDF52r3HEb94f	192.168.14.10	1037	72.21.91.19	80	15	GET	www.besthealthmag.ca	/sites/default/files/images/nutmeg_0.teaser.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	6725	200	OK	-	-	-	(empty)	-	-	-	-	-	Fo49Gj4s8Mu1pzXeM9	image/jpeg
1390346825.480225	CwO29AJu62Wiw0YJh	192.168.14.10	1038	72.21.91.19	80	13	GET	www.besthealthmag.ca	/sites/default/files/images/crab-phyllo-dumplings-small.teaser.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	5569	200	OK	-	-	-	(empty)	-	-	-	-	-	FocWs81lhwXGwxnkR	image/jpeg
1390346825.488757	Cq06Qc4oCJzz4gG1x4	192.168.14.10	1040	72.21.91.19	80	14	GET	www.besthealthmag.ca	/sites/default/files/images/JoyMc_Col_bbread-FPO.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	15743	200	OK	-	-	-	(empty)	-	-	-	-	-	FE1EQIf0ObR0Bbhlk	image/jpeg
1390346825.489197	CuNw5e1QQMnwhF2yzc	192.168.14.10	1036	72.21.91.19	80	9	GET	www.besthealthmag.ca	/sites/default/files/images/machtagreenteatorte_18.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	46225	200	OK	-	-	-	(empty)	-	-	-	-	-	FuLCGG1OoCk7IbxY7f	image/jpeg
1390346825.437497	CFFgwx4SOJBwwEjava	192.168.14.10	1052	31.13.75.17	80	1	GET	www.facebook.com	/plugins/likebox.php?id=7974553010&width=228&connections=0&stream=true&header=false&height=260	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	20411	200	OK	-	-	-	(empty)	-	-	-	-	-	FdccrpjWbGu0iKTa5	text/html
1390346825.501601	C2eS7j2cZxzA7WXNi7	192.168.14.10	1039	72.21.91.19	80	14	GET	www.besthealthmag.ca	/sites/default/files/images/sleep-statistics.preview.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	14300	200	OK	-	-	-	(empty)	-	-	-	-	-	FmDWXR15oByBGTMJDd	image/jpeg
1390346825.505266	CCrCiq25ZmK6phL2Q	192.168.14.10	1041	72.21.91.19	80	14	GET	www.besthealthmag.ca	/sites/default/files/images/outdoors.preview.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	26980	200	OK	-	-	-	(empty)	-	-	-	-	-	Fkejgz24VTfGlZ4M83	image/jpeg
1390346825.51188	Cyi2zDF52r3HEb94f	192.168.14.10	1037	72.21.91.19	80	16	GET	www.besthealthmag.ca	/sites/default/files/images/music_1.preview.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	9718	200	OK	-	-	-	(empty)	-	-	-	-	-	FeiCie4LFj8o8201L6	image/jpeg
1390346825.51672	CwO29AJu62Wiw0YJh	192.168.14.10	1038	72.21.91.19	80	14	GET	www.besthealthmag.ca	/sites/default/files/images/kale-salad-angelaliddon.preview.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	25120	200	OK	-	-	-	(empty)	-	-	-	-	-	FNSY8V3Tljyy6w1yA5	image/jpeg
1390346825.544609	Cq06Qc4oCJzz4gG1x4	192.168.14.10	1040	72.21.91.19	80	15	GET	www.besthealthmag.ca	/themes/besthealth_skin/images/healthy-recipes-h1.gif	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	2229	200	OK	-	-	-	(empty)	-	-	-	-	-	FudTzG2jzHjSc1DWmb	image/gif
1390346825.543707	CuNw5e1QQMnwhF2yzc	192.168.14.10	1036	72.21.91.19	80	10	GET	www.besthealthmag.ca	/themes/besthealth_skin/images/sign-up-butt.gif	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	1629	200	OK	-	-	-	(empty)	-	-	-	-	-	FVYTJ22syjAU3xfDEb	image/gif
1390346825.557279	CCrCiq25ZmK6phL2Q	192.168.14.10	1041	72.21.91.19	80	15	GET	www.besthealthmag.ca	/themes/besthealth_skin/images/hot-blog-h2.gif	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	2386	200	OK	-	-	-	(empty)	-	-	-	-	-	FYeiyd82EdcyJ0Fz8	image/gif
1390346825.544269	C2eS7j2cZxzA7WXNi7	192.168.14.10	1039	72.21.91.19	80	15	GET	www.besthealthmag.ca	/themes/besthealth_skin/images/signup-newsletter-h1.gif	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	1817	200	OK	-	-	-	(empty)	-	-	-	-	-	F0WhRa4x7l2WkbEf66	image/gif
1390346825.557954	CwO29AJu62Wiw0YJh	192.168.14.10	1038	72.21.91.19	80	15	GET	www.besthealthmag.ca	/themes/besthealth_skin/images/editor-picks.gif	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	2121	200	OK	-	-	-	(empty)	-	-	-	-	-	FrAFY51UvNnppegIDl	image/gif
1390346825.565302	Cyi2zDF52r3HEb94f	192.168.14.10	1037	72.21.91.19	80	17	GET	www.besthealthmag.ca	/themes/besthealth_skin/images/must-read.gif	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	1999	200	OK	-	-	-	(empty)	-	-	-	-	-	FpVbpMaUWjGIedKl8	image/gif
1390346825.571417	Cq06Qc4oCJzz4gG1x4	192.168.14.10	1040	72.21.91.19	80	16	GET	www.besthealthmag.ca	/themes/besthealth_skin/images/slide-show-h2.gif	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	2255	200	OK	-	-	-	(empty)	-	-	-	-	-	FjZo8g4EZW7IOhlzDj	image/gif
1390346825.572286	C2eS7j2cZxzA7WXNi7	192.168.14.10	1039	72.21.91.19	80	16	GET	www.besthealthmag.ca	/themes/besthealth_skin/images/image-bg-ss.gif	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	1079	200	OK	-	-	-	(empty)	-	-	-	-	-	FlYcwh3Wj2y8AUsxGd	image/gif
1390346825.517439	CtxdB63tda1ZZM57na	192.168.14.10	1046	74.125.239.28	80	2	GET	ad.doubleclick.net	/N5479/adj/theloop.en.besthealth/hub;tile=2;sz=300x250;ord=4261654942431?	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	1628	200	OK	-	-	-	(empty)	-	-	-	-	-	FGgWQx2gWwCDUu4MF8	text/plain
1390346825.591614	CCrCiq25ZmK6phL2Q	192.168.14.10	1041	72.21.91.19	80	16	GET	www.besthealthmag.ca	/themes/besthealth_skin/images/en/ad_warning_bigbox.gif	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	198	200	OK	-	-	-	(empty)	-	-	-	-	-	Fi9kox129L6S1K9RNf	image/gif
1390346825.649018	Caj3at2dpIxpe79dw7	192.168.14.10	1048	74.125.224.122	80	2	GET	pagead2.googlesyndication.com	/pagead/imgad?id=CICAgMCuhNHFqAEQARgBMgiscM9WcOKu-g	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	30131	200	OK	-	-	-	(empty)	-	-	-	-	-	FPcKNA2UJXwxNubwqk	image/jpeg
1390346825.663783	CTX5uI3a5K08HNWHm2	192.168.14.10	1054	74.125.224.122	80	1	GET	pagead2.googlesyndication.com	/pagead/osd.js	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	40252	200	OK	-	-	-	(empty)	-	-	-	-	-	F0zpy51cJ79SMkbMHl	text/plain
1390346825.676412	Caj3at2dpIxpe79dw7	192.168.14.10	1048	74.125.224.122	80	3	GET	pagead2.googlesyndication.com	/pagead/js/lidar.js	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	0	304	Not Modified	-	-	-	(empty)	-	-	-	-	-	-	-
1390346825.682282	Cpfzj83zQz9YDbty0b	192.168.14.10	1055	38.71.5.31	80	1	GET	cdn.acuityplatform.com	/bell/acuityJTag.js	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	1220	200	OK	-	-	-	(empty)	-	-	-	-	-	FJ95LQ1I6Kdt5pQNJb	text/html
1390346825.732267	CuNw5e1QQMnwhF2yzc	192.168.14.10	1036	72.21.91.19	80	11	GET	www.besthealthmag.ca	/themes/besthealth_skin/images/banner-right-light-blue-cut.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	565	200	OK	-	-	-	(empty)	-	-	-	-	-	FhC5pw1N9cm7hEA179	image/jpeg
1390346825.733112	CwO29AJu62Wiw0YJh	192.168.14.10	1038	72.21.91.19	80	16	GET	www.besthealthmag.ca	/sites/default/files/images/en_116x83_ej_BHrrspWOP_01.gif	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	2482	200	OK	-	-	-	(empty)	-	-	-	-	-	FXtqX52dedOUvgWSbf	image/gif
1390346825.911658	Cyi2zDF52r3HEb94f	192.168.14.10	1037	72.21.91.19	80	18	GET	www.besthealthmag.ca	/themes/besthealth_skin/images/banner-right-left-light-blue-cut.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	515	200	OK	-	-	-	(empty)	-	-	-	-	-	FgjP6XhOhWPKJdVY	image/jpeg
1390346825.91198	Cq06Qc4oCJzz4gG1x4	192.168.14.10	1040	72.21.91.19	80	17	GET	www.besthealthmag.ca	/sites/default/files/images/big-p-button copy.png	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	6929	200	OK	-	-	-	(empty)	-	-	-	-	-	FyG4gF16pw53HXTKBi	image/png
1390346825.916085	C2eS7j2cZxzA7WXNi7	192.168.14.10	1039	72.21.91.19	80	17	GET	www.besthealthmag.ca	/themes/besthealth_skin/images/go-newsletter.gif	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	734	200	OK	-	-	-	(empty)	-	-	-	-	-	FwL7GFJsgfzGuyJg8	image/gif
1390346825.919417	CCrCiq25ZmK6phL2Q	192.168.14.10	1041	72.21.91.19	80	17	GET	www.besthealthmag.ca	/sites/default/files/images/iPodTouch_116x83.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	6065	200	OK	-	-	-	(empty)	-	-	-	-	-	FTwNmv4vwSzCpVl1Od	image/jpeg
1390346825.932681	CuNw5e1QQMnwhF2yzc	192.168.14.10	1036	72.21.91.19	80	12	GET	www.besthealthmag.ca	/sites/default/files/images/BH_Web_Thumb_116x83.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	8660	200	OK	-	-	-	(empty)	-	-	-	-	-	FJkIZR3KCMyJz7BDui	image/jpeg
1390346825.93402	CwO29AJu62Wiw0YJh	192.168.14.10	1038	72.21.91.19	80	17	GET	www.besthealthmag.ca	/sites/default/files/images/SignUpandWin_ContestThumb_Facebook tab.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	31374	200	OK	-	-	-	(empty)	-	-	-	-	-	FkegaG4VG2fW3UluGe	image/jpeg
1390346825.987431	CTX5uI3a5K08HNWHm2	192.168.14.10	1054	74.125.224.122	80	2	GET	pagead2.googlesyndication.com	/simgad/5759132506449005070	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	19097	200	OK	-	-	-	(empty)	-	-	-	-	-	FNkCxc3c5eyKwaHPy9	image/jpeg
1390346826.034168	Cyi2zDF52r3HEb94f	192.168.14.10	1037	72.21.91.19	80	19	GET	www.besthealthmag.ca	/sites/default/files/images/BestTipsContest_ContestThumb_Facebook tab.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	29711	200	OK	-	-	-	(empty)	-	-	-	-	-	FpvFbI3NamKiBiqXCj	image/jpeg
1390346826.034985	CCrCiq25ZmK6phL2Q	192.168.14.10	1041	72.21.91.19	80	18	GET	www.besthealthmag.ca	/sites/default/files/images/logo-readers-digest-small.gif	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	804	200	OK	-	-	-	(empty)	-	-	-	-	-	FR49pW1MdKcYDedJqa	image/gif
1390346826.034596	Cq06Qc4oCJzz4gG1x4	192.168.14.10	1040	72.21.91.19	80	18	GET	www.besthealthmag.ca	/sites/default/files/images/WinTheBest_ContestThumb_Facebook tab.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	31401	200	OK	-	-	-	(empty)	-	-	-	-	-	FTXaFbf1wLwPzsUrh	image/jpeg
1390346826.057015	CuNw5e1QQMnwhF2yzc	192.168.14.10	1036	72.21.91.19	80	13	GET	www.besthealthmag.ca	/themes/besthealth_skin/images/bg-footer-sprtr.gif	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	187	200	OK	-	-	-	(empty)	-	-	-	-	-	FJ4LFdzx05XEHMSIj	image/gif
1390346826.056749	C2eS7j2cZxzA7WXNi7	192.168.14.10	1039	72.21.91.19	80	18	GET	www.besthealthmag.ca	/themes/besthealth_skin/images/footer.gif	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	353	200	OK	-	-	-	(empty)	-	-	-	-	-	F1hFlU3zIj2p6btus7	image/gif
1390346826.057256	CwO29AJu62Wiw0YJh	192.168.14.10	1038	72.21.91.19	80	18	GET	www.besthealthmag.ca	/sites/default/files/images/logo-selection.gif	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	2184	200	OK	-	-	-	(empty)	-	-	-	-	-	Fx15224mt5MK4RlrOg	image/gif
1390346825.957968	C5f79T9OZsgBiIloj	192.168.14.10	1056	38.65.9.39	80	1	GET	bell-ex.acuityplatform.com	/AdEx/Banner?lg=EN&sz=300x250&st=THELOOP:EN:BESTHEALTH&sc=HUB&cb=1190419961&cu=http://adclick.g.doubleclick.net/aclk%3Fsa%3DL%26ai%3DB3lIn1AHfUv2lIaiekwLjm4CAAce2rMIDAAAAEAEgADgAWN_AztNoYMne1IbIo6AZggEXY2EtcHViLTU4Nzk0MjQwMzAxMTM5MTKyARR3d3cuYmVzdGhlYWx0aG1hZy5jYboBCWdmcF9pbWFnZcgBCdoBHGh0dHA6Ly93d3cuYmVzdGhlYWx0aG1hZy5jYS_AAgLgAgDqAh41NDc5L3RoZWxvb3AuZW4uYmVzdGhlYWx0aC9odWL4AoLSHpAD8AGYA6QDqAMB0ASQTuAEAaAGFg%26num%3D0%26sig%3DAOD64_1V9BygDDMyHTT6C80MR-4LXYaAtQ%26client%3Dca-pub-5879424030113912%26adurl%3D&lc=http://www.besthealthmag.ca/&rf=&ty=if	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	1461	200	OK	-	-	-	(empty)	-	-	-	-	-	FDMbLz4BoPvNcnUWz6	text/html
1390346826.00655	C7Hwiu1q23KODPaYXi	192.168.14.10	1057	209.197.105.39	80	1	GET	www.rd.ca	/bh/images/BH_newsletter_box_twitter.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	4131	200	OK	-	-	-	(empty)	-	-	-	-	-	FeJSk2xRdFYhmrpY7	image/jpeg
