#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	http
#open	2014-04-03-10-30-44
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	trans_depth	method	host	uri	referrer	user_agent	request_body_len	response_body_len	status_code	status_msg	info_code	info_msg	filename	tags	username	password	proxied	orig_fuids	orig_mime_types	resp_fuids	resp_mime_types
#types	time	string	addr	port	addr	port	count	string	string	string	string	string	count	count	count	string	count	string	string	table[enum]	string	string	table[string]	vector[string]	vector[string]	vector[string]	vector[string]
1349790327.340181	CxBCyu40ahO8KO57zb	192.168.79.10	1030	205.178.189.131	80	1	GET	avworld.ca	/	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	122	301	Moved Permanently	-	-	-	(empty)	-	-	-	-	-	F5Z3oU9eFdAmXkut9	text/html
1349790328.553603	C97idm1NLdsJHd1hU1	192.168.79.10	1039	149.47.144.199	80	1	GET	149.47.144.199	/Web/links/replacement-based_destroy-varies.php	http://www.aviationworld.net/index.php	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	30011	200	OK	-	-	-	(empty)	-	-	-	-	-	FF4cRJ1t7agn8qzWEe	text/html
1349790331.919359	C97idm1NLdsJHd1hU1	192.168.79.10	1039	149.47.144.199	80	2	GET	149.47.144.199	/Web/links/replacement-based_destroy-varies.php?sgfr=02360a0837&hfike=34&fahixq=030a37380a0a0a33360b&ophxeyw=0b000300020002	http://149.47.144.199/Web/links/replacement-based_destroy-varies.php	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	13364	200	OK	-	-	-	(empty)	-	-	-	-	-	F025663dWuAb551o0l	application/pdf
1349790332.00125	CM9JbZ1d05zZZkd2I2	192.168.79.10	1049	149.47.144.199	80	1	GET	149.47.144.199	/Web/links/replacement-based_destroy-varies.php?boysnn=02360a0837&iphopqoe=030a37380a0a0a33360b&evrd=04&twu=vwhh&qkgrin=chcn	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	397414	200	OK	-	-	-	(empty)	-	-	-	-	-	FKeNZB2RY5CKVbQZNg	application/x-dosexec
1349790340.199179	CDUuEe1Vl7pxjetRUa	192.168.79.10	1050	149.47.144.199	80	1	GET	149.47.144.199	/Web/links/replacement-based_destroy-varies.php?jlut=02360a0837&kbfvt=4036&zok=lcjuc&ihasqq=pzchaib	-	Mozilla/4.0 (Windows XP 5.1) Java/1.6.0_10	0	20972	200	OK	-	-	-	(empty)	-	-	-	-	-	F1Ek424HD4KLCWoaG1	application/zip
1349790340.886876	CDUuEe1Vl7pxjetRUa	192.168.79.10	1050	149.47.144.199	80	2	GET	149.47.144.199	/Web/links/replacement-based_destroy-varies.php?jlut=02360a0837&kbfvt=4036&zok=lcjuc&ihasqq=pzchaib	-	Mozilla/4.0 (Windows XP 5.1) Java/1.6.0_10	0	20972	200	OK	-	-	-	(empty)	-	-	-	-	-	FOdzMT3X1Lzg7yAht2	application/zip
1349790343.184459	CDUuEe1Vl7pxjetRUa	192.168.79.10	1050	149.47.144.199	80	3	GET	149.47.144.199	/Web/links/replacement-based_destroy-varies.php?jlut=02360a0837&kbfvt=4036&zok=lcjuc&ihasqq=pzchaib	-	Mozilla/4.0 (Windows XP 5.1) Java/1.6.0_10	0	20972	200	OK	-	-	-	(empty)	-	-	-	-	-	F2WhuNRhwmhu9n6m4	application/zip
1349790343.87061	CDUuEe1Vl7pxjetRUa	192.168.79.10	1050	149.47.144.199	80	4	GET	149.47.144.199	/Web/links/replacement-based_destroy-varies.php?jlut=02360a0837&kbfvt=4036&zok=lcjuc&ihasqq=pzchaib	-	Mozilla/4.0 (Windows XP 5.1) Java/1.6.0_10	0	20972	200	OK	-	-	-	(empty)	-	-	-	-	-	FnMHio4RfJxjYyHTpg	application/zip
1349790344.52179	CDUuEe1Vl7pxjetRUa	192.168.79.10	1050	149.47.144.199	80	5	GET	149.47.144.199	/Web/links/replacement-based_destroy-varies.php?jlut=02360a0837&kbfvt=4036&zok=lcjuc&ihasqq=pzchaib	-	Mozilla/4.0 (Windows XP 5.1) Java/1.6.0_10	0	20972	200	OK	-	-	-	(empty)	-	-	-	-	-	FT1L4TuPFl6ZpH1R2	application/zip
1349790345.598576	CUZbqD4074FPxDi9Qd	192.168.79.10	1051	149.47.144.199	80	1	GET	149.47.144.199	/Web/links/replacement-based_destroy-varies.php?af=02360a0837&ee=030a37380a0a0a33360b&e=02&zy=m&uq=h	-	Java/1.6.0_10	0	397414	200	OK	-	-	-	(empty)	-	-	-	-	-	FSIkCA2IVIRs8kzAjf	application/x-dosexec
1349790346.676861	Cpb60ERyy0s0tZeB2	192.168.79.10	1052	149.47.144.199	80	1	GET	149.47.144.199	/Web/links/replacement-based_destroy-varies.php?yiktbkb=02360a0837&vme=030a37380a0a0a33360b&qhl=03&mtrx=iajoo&qnvq=zcrxucy	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	397414	200	OK	-	-	-	(empty)	-	-	-	-	-	F2QwVR1uWpTv4u4HCi	application/x-dosexec
1349790350.446938	C9pcrR2ellrWzuQMvg	192.168.79.10	1053	72.21.81.253	80	1	GET	lcdn.aviationworld.net	/801AC2/aviationworld/skin/frontend/GProxy_Design/AW/images/footer_info_separator.gif	http://www.aviationworld.net/index.php	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	44	200	OK	-	-	-	(empty)	-	-	-	-	-	FFiXAj4Jy27taCutFj	image/gif
1349790350.779845	CYrCkd1NF9YP4MPKTa	192.168.79.10	1054	64.22.67.151	80	1	GET	www.aviationworld.net	/js/blank.html	http://www.aviationworld.net/index.php	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	200	OK	-	-	-	(empty)	-	-	-	-	-	-	-
1349790350.883947	CJhOfD4IVMsVFJWAOd	192.168.79.10	1055	64.22.67.151	80	1	GET	www.aviationworld.net	/js/blank.html	http://www.aviationworld.net/index.php	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	200	OK	-	-	-	(empty)	-	-	-	-	-	-	-
1349790350.542269	Cs7qFt4DEC9h3TIgW6	192.168.79.10	1041	211.0.153.46	80	2	GET	seal.alphassl.com	/SiteSeal/siteSeal/siteSeal/siteSeal.do?p1=www.aviationworld.net&p2=SZ115-55&p3=image&p4=en&p5=V0000&p6=S001&p7=http	http://www.aviationworld.net/index.php	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	6474	200	OK	-	-	-	(empty)	-	-	-	-	-	FaA8WqLx7ZeS8arFd	text/plain
1349790351.756467	C0phBDD0gSUzgbtX6	192.168.79.10	1056	64.22.67.151	80	1	GET	www.aviationworld.net	/js/blank.html	http://www.aviationworld.net/index.php	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	200	OK	-	-	-	(empty)	-	-	-	-	-	-	-
1349790351.761067	CWOaAR3MX7LjsGCxhc	192.168.79.10	1057	64.22.67.151	80	1	GET	www.aviationworld.net	/js/blank.html	http://www.aviationworld.net/index.php	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	200	OK	-	-	-	(empty)	-	-	-	-	-	-	-
1349790351.779278	CdBdTehAzPgCHeDg4	192.168.79.10	1058	64.22.67.151	80	1	GET	www.aviationworld.net	/js/blank.html	http://www.aviationworld.net/index.php	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	200	OK	-	-	-	(empty)	-	-	-	-	-	-	-
1349790351.905021	CyEi4i3UwpTWTDvHzk	192.168.79.10	1059	64.22.67.151	80	1	GET	www.aviationworld.net	/js/blank.html	http://www.aviationworld.net/index.php	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	200	OK	-	-	-	(empty)	-	-	-	-	-	-	-
1349790351.907953	ChDmu02HFsUzQIOGQg	192.168.79.10	1060	64.22.67.151	80	1	GET	www.aviationworld.net	/js/blank.html	http://www.aviationworld.net/index.php	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	200	OK	-	-	-	(empty)	-	-	-	-	-	-	-
1349790351.912293	CBfoPh1QiIUkdR6lg2	192.168.79.10	1061	64.22.67.151	80	1	GET	www.aviationworld.net	/js/blank.html	http://www.aviationworld.net/index.php	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	200	OK	-	-	-	(empty)	-	-	-	-	-	-	-
1349790351.913811	CkxrWM2nGI8QXAWbae	192.168.79.10	1062	64.22.67.151	80	1	GET	www.aviationworld.net	/js/blank.html	http://www.aviationworld.net/index.php	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	200	OK	-	-	-	(empty)	-	-	-	-	-	-	-
1349790351.91776	Cx9XeIIfRnKiyB9ya	192.168.79.10	1063	64.22.67.151	80	1	GET	www.aviationworld.net	/js/blank.html	http://www.aviationworld.net/index.php	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	200	OK	-	-	-	(empty)	-	-	-	-	-	-	-
1349790351.746216	Cs7qFt4DEC9h3TIgW6	192.168.79.10	1041	211.0.153.46	80	3	GET	seal.alphassl.com	/SiteSeal/siteSeal/siteSeal/siteSealImage.do?p1=www.aviationworld.net&p2=SZ115-55&p3=image&p4=en&p5=V0000&p6=S001&p7=http	http://www.aviationworld.net/index.php	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	3010	200	OK	-	-	-	(empty)	-	-	-	-	-	F4YdrC4ZmtcqtCeUv9	image/gif
1349790351.920815	CKc5Cy4lpJ2Hrxq2Wb	192.168.79.10	1064	64.22.67.151	80	1	GET	www.aviationworld.net	/js/blank.html	http://www.aviationworld.net/index.php	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	200	OK	-	-	-	(empty)	-	-	-	-	-	-	-
1349790351.932614	CMvvgaeEuLp4MBYi7	192.168.79.10	1065	64.22.67.151	80	1	GET	www.aviationworld.net	/js/blank.html	http://www.aviationworld.net/index.php	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	200	OK	-	-	-	(empty)	-	-	-	-	-	-	-
1349790351.932805	CPeWcW3f1waky73Sek	192.168.79.10	1066	64.22.67.151	80	1	GET	www.aviationworld.net	/js/blank.html	http://www.aviationworld.net/index.php	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	200	OK	-	-	-	(empty)	-	-	-	-	-	-	-
1349790351.941776	COyP0W1KBIUFuBBsB4	192.168.79.10	1067	64.22.67.151	80	1	GET	www.aviationworld.net	/js/blank.html	http://www.aviationworld.net/index.php	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	200	OK	-	-	-	(empty)	-	-	-	-	-	-	-
1349790351.942618	CdNOxm3JxPcqh0BaVb	192.168.79.10	1068	64.22.67.151	80	1	GET	www.aviationworld.net	/js/blank.html	http://www.aviationworld.net/index.php	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	200	OK	-	-	-	(empty)	-	-	-	-	-	-	-
1349790351.948819	CZBL0aENIHzcspbh7	192.168.79.10	1069	64.22.67.151	80	1	GET	www.aviationworld.net	/js/blank.html	http://www.aviationworld.net/index.php	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	200	OK	-	-	-	(empty)	-	-	-	-	-	-	-
1349790351.949389	C4buTV3L9wYirpFF7k	192.168.79.10	1070	64.22.67.151	80	1	GET	www.aviationworld.net	/js/blank.html	http://www.aviationworld.net/index.php	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	200	OK	-	-	-	(empty)	-	-	-	-	-	-	-
1349790351.953878	CDKSxU1CP1ChA6Ulv4	192.168.79.10	1071	64.22.67.151	80	1	GET	www.aviationworld.net	/js/blank.html	http://www.aviationworld.net/index.php	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	200	OK	-	-	-	(empty)	-	-	-	-	-	-	-
1349790351.957138	CcxMal3jhobccrFOXg	192.168.79.10	1072	64.22.67.151	80	1	GET	www.aviationworld.net	/js/blank.html	http://www.aviationworld.net/index.php	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	200	OK	-	-	-	(empty)	-	-	-	-	-	-	-
1349790351.961004	CEB6hj1aDDV52Riwm2	192.168.79.10	1073	64.22.67.151	80	1	GET	www.aviationworld.net	/js/blank.html	http://www.aviationworld.net/index.php	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	200	OK	-	-	-	(empty)	-	-	-	-	-	-	-
1349790351.962182	CvMIkO270bQsQcXXae	192.168.79.10	1074	64.22.67.151	80	1	GET	www.aviationworld.net	/js/blank.html	http://www.aviationworld.net/index.php	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	200	OK	-	-	-	(empty)	-	-	-	-	-	-	-
1349790351.966606	CeEJtICoNGMBiA2Aa	192.168.79.10	1075	64.22.67.151	80	1	GET	www.aviationworld.net	/js/blank.html	http://www.aviationworld.net/index.php	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	200	OK	-	-	-	(empty)	-	-	-	-	-	-	-
1349790351.968175	CDcvWy4iNkk04w4h18	192.168.79.10	1076	64.22.67.151	80	1	GET	www.aviationworld.net	/js/blank.html	http://www.aviationworld.net/index.php	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	200	OK	-	-	-	(empty)	-	-	-	-	-	-	-
1349790351.972684	Cu2ME54HzzjApWiJhb	192.168.79.10	1077	64.22.67.151	80	1	GET	www.aviationworld.net	/js/blank.html	http://www.aviationworld.net/index.php	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	200	OK	-	-	-	(empty)	-	-	-	-	-	-	-
1349790351.974036	CJjrF1ioyOv6rG4j5	192.168.79.10	1078	64.22.67.151	80	1	GET	www.aviationworld.net	/js/blank.html	http://www.aviationworld.net/index.php	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	200	OK	-	-	-	(empty)	-	-	-	-	-	-	-
1349790351.978422	Cq2CQv3D4rb8raCAyj	192.168.79.10	1079	64.22.67.151	80	1	GET	www.aviationworld.net	/js/blank.html	http://www.aviationworld.net/index.php	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	200	OK	-	-	-	(empty)	-	-	-	-	-	-	-
1349790351.979805	ChLFZM1yAzx1HwaOy1	192.168.79.10	1080	64.22.67.151	80	1	GET	www.aviationworld.net	/js/blank.html	http://www.aviationworld.net/index.php	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	200	OK	-	-	-	(empty)	-	-	-	-	-	-	-
1349790352.001419	CfKKED2xPf00HP4Twh	192.168.79.10	1081	64.22.67.151	80	1	GET	www.aviationworld.net	/js/blank.html	http://www.aviationworld.net/index.php	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	200	OK	-	-	-	(empty)	-	-	-	-	-	-	-
1349790352.001773	CY5sPq14AsLDyehWP9	192.168.79.10	1082	64.22.67.151	80	1	GET	www.aviationworld.net	/js/blank.html	http://www.aviationworld.net/index.php	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	200	OK	-	-	-	(empty)	-	-	-	-	-	-	-
1349790352.010282	CfSlbp4jn0f3d7TpOe	192.168.79.10	1083	64.22.67.151	80	1	GET	www.aviationworld.net	/js/blank.html	http://www.aviationworld.net/index.php	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	200	OK	-	-	-	(empty)	-	-	-	-	-	-	-
1349790352.011775	CwrVOQqCu1r7hcdI1	192.168.79.10	1084	64.22.67.151	80	1	GET	www.aviationworld.net	/js/blank.html	http://www.aviationworld.net/index.php	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	200	OK	-	-	-	(empty)	-	-	-	-	-	-	-
1349790352.017915	CKeEJF2DC5Vr0c97Gh	192.168.79.10	1085	64.22.67.151	80	1	GET	www.aviationworld.net	/js/blank.html	http://www.aviationworld.net/index.php	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	200	OK	-	-	-	(empty)	-	-	-	-	-	-	-
1349790352.020487	CF3WIs1uPBjBzPaLT9	192.168.79.10	1086	64.22.67.151	80	1	GET	www.aviationworld.net	/js/blank.html	http://www.aviationworld.net/index.php	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	200	OK	-	-	-	(empty)	-	-	-	-	-	-	-
1349790351.745219	CvgQkMJ4MpAdXdOaa	192.168.79.10	1042	211.0.153.46	80	2	GET	seal.alphassl.com	/SiteSeal/siteSeal/siteSeal/siteSealImage.do?p1=www.aviationworld.net&p2=SZ115-55&p3=image&p4=en&p5=V0000&p6=S001&p7=http	http://www.aviationworld.net/index.php	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
#close	2014-04-03-10-30-44
