#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	http
#open	2014-04-03-10-07-02
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	trans_depth	method	host	uri	referrer	user_agent	request_body_len	response_body_len	status_code	status_msg	info_code	info_msg	filename	tags	username	password	proxied	orig_fuids	orig_mime_types	resp_fuids	resp_mime_types
#types	time	string	addr	port	addr	port	count	string	string	string	string	string	count	count	count	string	count	string	string	table[enum]	string	string	table[string]	vector[string]	vector[string]	vector[string]	vector[string]
1373127296.358597	CCX5sM1EVryDZUioT7	192.168.64.10	1030	67.221.183.64	80	1	GET	billboard.com	/	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	301	Moved Permanently	-	-	-	(empty)	-	-	-	-	-	-	-
1373127299.794849	CtWbq214N7sH4bXQa	192.168.64.10	1065	50.23.124.152	80	2	GET	tags.bluekai.com	/site/450?dt=0&r=971785974&sig=2166136261&bkca=KJye999999W=	http://www.billboard.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	62	200	OK	-	-	-	(empty)	-	-	-	-	-	FWXJHy17HZi5tnGPLh	image/gif
1373127299.764638	CgDoxz3fI8qifkaNcg	192.168.64.10	1061	64.94.107.58	80	1	GET	edge.quantserve.com	/quant.js	http://www.billboard.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	7874	200	OK	-	-	-	(empty)	-	-	-	-	-	Ffe0JRi768uFA51s1	text/x-c
1373127299.767909	CCaaV92Rs3KyndnGRc	192.168.64.10	1064	64.94.107.49	80	1	GET	pixel.quantserve.com	/seg/r;a=p-54JT4Ioyi-32M;rand=1373127182;redirecturl2=http://ads.undertone.com/fc.php?dp=8&pid=!qcsegs	http://www.billboard.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	302	Found	-	-	-	(empty)	-	-	-	-	-	-	-
1373127299.787518	CfErXsn0Aau4oO1zd	192.168.64.10	1055	23.11.93.95	80	5	GET	ads.undertone.com	/fc.php?pid=3.000,3.,3.&cb=1373127182	http://www.billboard.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	43	200	OK	-	-	-	(empty)	-	-	-	-	-	FbIkmy1a1PvqLE8rc	image/gif
1373127300.126182	CJQMcd4veDm1tz0Jw	192.168.64.10	1041	205.160.30.17	80	4	GET	b.scorecardresearch.com	/p?ns__t=1373141581140&ns_c=windows-1252&c1=3&c3=43594&c4=C:131779-Z:55865&c5=L:106963-C:131779&c6=&c11=&c13=&c14=32&c16=undertone&c2=2113&ax_iframe=0&ns_ce_sv=3.1304.18&ns_ce_mod=vce_st&ns_ad_event=load&c8=Billboard - Music Charts, Music News, Artist Photo Gallery & Free Video&c7=http://www.billboard.com/&c9=	http://www.billboard.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	43	200	OK	-	-	-	(empty)	-	-	-	-	-	F5lSS51xaQ75suNVc6	image/gif
1373127300.135002	CqIGYv4UAmIJmO84X1	192.168.64.10	1031	93.184.216.229	80	14	GET	www.billboard.com	/files/media/magna-carta-jay-z-cover-650-430.jpg	http://www.billboard.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	75899	200	OK	-	-	-	(empty)	-	-	-	-	-	FCWfjn41v2MzC0eP58	image/jpeg
1373127300.135455	C14vhr3aMHOEhKKNs5	192.168.64.10	1032	93.184.216.229	80	12	GET	www.billboard.com	/files/media/20awesome-650.jpg	http://www.billboard.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	107918	200	OK	-	-	-	(empty)	-	-	-	-	-	FuiBOd3crJJFeOb1Yk	image/jpeg
1373127300.113703	CfErXsn0Aau4oO1zd	192.168.64.10	1055	23.11.93.95	80	6	GET	ads.undertone.com	/fc.php?dp=8&pid=D	http://www.billboard.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	43	200	OK	-	-	-	(empty)	-	-	-	-	-	FsRFuy1SQIwxNM7ZY4	image/gif
1373127300.285408	CqIGYv4UAmIJmO84X1	192.168.64.10	1031	93.184.216.229	80	15	GET	www.billboard.com	/files/media/50-stars-50-states-flash-650.jpg	http://www.billboard.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	69333	200	OK	-	-	-	(empty)	-	-	-	-	-	FUCYNy4rRyO9xiavv	image/jpeg
1373127300.284779	CV94Fs2WHOxAsSbTah	192.168.64.10	1069	205.160.30.17	80	1	GET	b.scorecardresearch.com	/rs/vce_st.js	http://www.billboard.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	34316	200	OK	-	-	-	(empty)	-	-	-	-	-	F4e9Hz1MScBACBjfd7	text/plain
1373127300.285134	CuBpKI3a5oyOnS6hH3	192.168.64.10	1068	64.94.107.49	80	1	GET	pixel.quantserve.com	/pixel;r=952338765;a=p-54JT4Ioyi-32M;labels=Music,Network.55865,Network2.42.55865,Insights.6875.131779.532922,Insights2.43594.106963;fpan=1;fpa=P0-1011530951-1373141581062;ns=0;ce=1;cm=;je=1;sr=800x600x24;enc=n;dst=1;et=1373141581062;tzo=240;ref=;url=http://www.billboard.com/;ogl=url.http://www%2Ebillboard%2Ecom/,type.website,site_name.Billboard,title.Billboard - Music Charts%2C Music News%2C Artist Photo Gallery & Free Video,video:type.application/x-shockwave-flash,video.http://c%2Ebrightcove%2Ecom/services/viewer/federated_f9?isVid=1&isUI=1&playerID=212,video:width.990,video:height.557	http://www.billboard.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	35	200	OK	-	-	-	(empty)	-	-	-	-	-	FuOnqa2WBToNKwLMlj	image/gif
1373127300.286221	CLhA8R1IdD0jFmYhrb	192.168.64.10	1070	209.247.230.173	80	1	GET	a.scorecardresearch.com	/rpc.flow?uid=uid1373141581140&ns_mod_ns=mvce&ns__p=1373141581140&ns__t=1373141581140&ns_c=windows-1252&c1=3&c3=43594&c4=C:131779-Z:55865&c5=L:106963-C:131779&c6=&c11=&c13=&c14=32&c16=undertone&c2=2113&ax_iframe=0&ns_ce_sv=3.1304.18&ns_ce_mod=vce_st&ns_ad_event=load&c8=Billboard - Music Charts, Music News, Artist Photo Gallery & Free Video&c7=http://www.billboard.com/&c9=	http://www.billboard.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	72	200	OK	-	-	-	(empty)	-	-	-	-	-	FU5Zcw2bEIIjo8XOvi	text/plain
1373127300.327642	CqIGYv4UAmIJmO84X1	192.168.64.10	1031	93.184.216.229	80	16	GET	www.billboard.com	/files/media/taylor-by-taylor-swift-flashbox-650.jpg	http://www.billboard.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	71724	200	OK	-	-	-	(empty)	-	-	-	-	-	FDK7Qd1YVfPv6567Y7	image/jpeg
1373127300.285677	C48KK848pnxgNXYRM8	192.168.64.10	1067	184.73.124.237	80	1	GET	vu.moatads.com	/pixel.gif?e=17&i=UNDERTONE3&bq=0&f=0&o=3&t=1373141581000&m=0&ar=93793c0-clean&q=0&cb=0&cu=1373141581000&d=6875:43594:106963:532922&bo=131779&bd=55865&ac=1&cs=0	http://www.billboard.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	43	200	OK	-	-	-	(empty)	-	-	-	-	-	F8Fti810w3WVq8EOll	image/gif
1373127300.28651	C14vhr3aMHOEhKKNs5	192.168.64.10	1032	93.184.216.229	80	13	GET	www.billboard.com	/files/media/2013-mid-year-music-650-430.jpg	http://www.billboard.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	181673	200	OK	-	-	-	(empty)	-	-	-	-	-	Fijni310JHJe37iSVl	image/jpeg
1373127300.452955	CYRiAJWVMJoc1koNe	192.168.64.10	1071	64.34.33.202	80	1	GET	ab163600.adbutler-saxino.com	/adserve/;ID=163600;size=300x250;setID=158996;type=js;kw=;pid=1558127;place=0;rnd=1558127	http://www.billboard.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	281	200	OK	-	-	-	(empty)	-	-	-	-	-	FTy4763OIdI25lA3e2	text/html
1373127300.45437	C14vhr3aMHOEhKKNs5	192.168.64.10	1032	93.184.216.229	80	14	GET	www.billboard.com	/files/media/wale-2-106kmel-summer-jam-650-430.jpg	http://www.billboard.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	105325	200	OK	-	-	-	(empty)	-	-	-	-	-	FMBoa01XcT8lwZO115	image/jpeg
1373127300.454692	CqIGYv4UAmIJmO84X1	192.168.64.10	1031	93.184.216.229	80	17	GET	www.billboard.com	/files/media/justin-bieber-selena-gomez-heartbreaker-650-430.jpg	http://www.billboard.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	86824	200	OK	-	-	-	(empty)	-	-	-	-	-	FGLcnL3yr7zbW1Rtah	image/jpeg
1373127300.63264	CJQMcd4veDm1tz0Jw	192.168.64.10	1041	205.160.30.17	80	5	GET	b.scorecardresearch.com	/p?ns__t=1373141581703&ns_c=windows-1252&ns__p=1373141581140&c1=3&c3=_e0_43594&c4=C:131779-Z:55865&c5=L:106963-C:131779&c6=&c11=&c13=&c14=32&c16=undertone&c2=2113&ax_iframe=0&ns_ce_sv=3.1304.18&ns_ce_mod=vce_st&ns_ad_event=boot&ns_ad_boot=563&c8=Billboard - Music Charts, Music News, Artist Photo Gallery & Free Video&c7=http://www.billboard.com/&c9=	http://www.billboard.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	43	200	OK	-	-	-	(empty)	-	-	-	-	-	FVkqE84HjFRv9Uhxjc	image/gif
1373127300.632976	CV94Fs2WHOxAsSbTah	192.168.64.10	1069	205.160.30.17	80	2	GET	b.scorecardresearch.com	/p?ns__t=1373141581750&ns_c=windows-1252&uid=utbanner&c1=3&c3=_e0_43594&c4=C:131779-Z:55865&c5=L:106963-C:131779&c6=&c11=&c13=&c14=32&c16=undertone&c2=2113&ax_iframe=0&ns_ce_mod=vce_st&ns__p=1373141581140&ax_cid=2113&ns_ad_event=found&ns_ad_id=utbanner&ns_ad_sz=970x250&ns_ad_po=0x973&ns_ad_vsd=800x600&ns_ad_sd=800x600&ns_ad_vvd=784x463&ns_ad_vvp=0x101&ns_ad_vad=970x250&ns_ad_vap=0x1074&ns_ad_vi=0&ns_type=hidden&ns_ad_pid=1373141581687&ax_mid=2147512641581687&ns_ad_vw=784x463&ns_ad_sc=0x0&ns_ad_sv=3.1304.18&ns_ad_tn=IFRAME&ns_ad_ec=1&c8=Billboard - Music Charts, Music News, Artist Photo Gallery & Free Video&c7=http://www.billboard.com/&c9=	http://www.billboard.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	43	200	OK	-	-	-	(empty)	-	-	-	-	-	FHFgMWRsPzzijGh8g	image/gif
1373127300.594983	C48KK848pnxgNXYRM8	192.168.64.10	1067	184.73.124.237	80	2	GET	vu.moatads.com	/pixel.gif?e=0&q=0&ak=http://c1.undertonevideo.com/ads/uploads/43594/857766571_MBA_jellies_970x250_rev2.swf&i=UNDERTONE3&bq=0&g=0&h=250&f=0&o=3&t=1373141581000&cu=1373141581000&m=31&ar=93793c0-clean&w=970&cb=0&aj=1&ag=0&bw=0&r=10&ch=0&ah=0&am=0&bu=0&cd=0&cl=0&as=0&ck=&cc=0&ci=&au=-1&av=-1&by=-1&at=0&bo=131779&bd=55865&d=6875:43594:106963:532922&ab=0&ac=1&cs=0	http://www.billboard.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	43	200	OK	-	-	-	(empty)	-	-	-	-	-	F41smSn7OeTdjUmfj	image/gif
1373127299.627002	CMmPSi24DT3aZprW76	192.168.64.10	1057	63.238.2.224	80	2	GET	c1.undertonevideo.com	/ads/uploads/43594/857766571_MBA_jellies_970x250_rev2.swf	http://www.billboard.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	660135	200	OK	-	-	-	(empty)	-	-	-	-	-	FxjtOm2RYy4SOr9Bn8	application/x-shockwave-flash
1373127300.736883	CTr0No1tqbFoLMsgca	192.168.64.10	1073	184.28.16.49	80	1	GET	fpdownload2.macromedia.com	/get/flashplayer/update/current/xml/version_en_win_ax.xml	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1206	200	OK	-	-	-	(empty)	-	-	-	-	-	FPVvjk35ZTwSrg94ul	text/plain
1373127300.681171	CIPAp1ucX1Vwiy8kj	192.168.64.10	1072	68.178.128.70	80	1	GET	68.178.128.70	/adserver?id=10364&sid=12747&ord=279238163114&size=300x250	http://www.billboard.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	363	200	OK	-	-	-	(empty)	-	-	-	-	-	FP7e464EywALLo6SHl	text/html
1373127300.774526	CtN5n14LIk2yC16V65	192.168.64.10	1074	68.178.128.70	80	1	GET	68.178.128.70	/client.php?q=rPCFjFvjyNYkOT4tCbw5uSk36ehxOyaTyot9UULZwA==	http://www.billboard.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1270	200	OK	-	-	-	(empty)	-	-	-	-	-	FsH8py1oE8W01Bo8ga	text/plain
1373127300.836279	CqIGYv4UAmIJmO84X1	192.168.64.10	1031	93.184.216.229	80	18	GET	www.billboard.com	/files/styles/promo_310/public/media/macklemore-press-jason-koenig-650-430.jpg	http://www.billboard.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	19878	200	OK	-	-	-	(empty)	-	-	-	-	-	FOYg1Z3uJ7hCF9nG1d	image/jpeg
1373127300.835726	C14vhr3aMHOEhKKNs5	192.168.64.10	1032	93.184.216.229	80	15	GET	www.billboard.com	/files/styles/promo_310/public/stylus/108984-celebrities_wearing_flags_617_409.jpg	http://www.billboard.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	17475	200	OK	-	-	-	(empty)	-	-	-	-	-	FSXAJr1hGklpguOJwb	image/jpeg
1373127300.882376	C14vhr3aMHOEhKKNs5	192.168.64.10	1032	93.184.216.229	80	16	GET	www.billboard.com	/files/styles/promo_310/public/media/ciara-album-650-430.jpg	http://www.billboard.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	40983	200	OK	-	-	-	(empty)	-	-	-	-	-	Fsh9ix0G44yZa7cQ9	image/jpeg
1373127300.884072	CqIGYv4UAmIJmO84X1	192.168.64.10	1031	93.184.216.229	80	19	GET	www.billboard.com	/files/styles/promo_310/public/media/top-30-summer-650-430.jpg	http://www.billboard.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	54905	200	OK	-	-	-	(empty)	-	-	-	-	-	F37iHd1z0F4DZxuSl4	image/jpeg
1373127300.774773	CeNfnL2nFvnw19TPA1	192.168.64.10	1075	68.178.128.70	80	1	GET	68.178.128.70	/banners/300x250/10364/12747/279238163114.jpg	http://www.billboard.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	31098	200	OK	-	-	-	(empty)	-	-	-	-	-	FyBBkw3Tb5uwh90al9	image/jpeg
1373127300.855466	CkOzXv3LyK4bK3jke8	192.168.64.10	1076	68.178.128.70	80	1	GET	68.178.128.70	/server.php?fs=1&w=800&h=600&q=rPCFjFvjyNYkOT4tCbw5uSk36ehxOyaTyot9UULZwA==	http://www.billboard.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	206	200	OK	-	-	-	(empty)	-	-	-	-	-	F248c31BA4PcoATLU4	text/plain
1373127300.926025	C14vhr3aMHOEhKKNs5	192.168.64.10	1032	93.184.216.229	80	17	GET	www.billboard.com	/files/styles/promo_310/public/media/worst-national-anthems-650.jpg	http://www.billboard.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	56555	200	OK	-	-	-	(empty)	-	-	-	-	-	Fa4oUN1CJWNOVkXOM5	image/jpeg
1373127300.981369	CqIGYv4UAmIJmO84X1	192.168.64.10	1031	93.184.216.229	80	20	GET	www.billboard.com	/files/styles/thumbnail_85/public/video/1125911414_2522767312001_video-still-for-video-2492167719001.jpg	http://www.billboard.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	5927	200	OK	-	-	-	(empty)	-	-	-	-	-	FCjlkM2sTA5nWJ60qc	image/jpeg
1373127300.999463	CQxhP54GTZv7TYXUwc	192.168.64.10	1034	74.125.224.217	80	3	GET	pagead2.googlesyndication.com	/pagead/imgad/879366/flashwrite_1_2.js	http://www.billboard.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	801	200	OK	-	-	-	(empty)	-	-	-	-	-	FeLvU8iXceXu2Qrx7	text/plain
1373127301.109066	C14vhr3aMHOEhKKNs5	192.168.64.10	1032	93.184.216.229	80	18	GET	www.billboard.com	/files/styles/thumbnail_85/public/video/1125911414_2495893981001_vs-51c391ede4b09b6613057cbf-1206954757001.jpg	http://www.billboard.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	5412	200	OK	-	-	-	(empty)	-	-	-	-	-	F4WNg03rf9O38SKAOd	image/jpeg
1373127301.250237	CJVGAr4iHSlX9HYKfi	192.168.64.10	1077	74.125.224.217	80	1	GET	pagead2.googlesyndication.com	/pagead/imgad/dot.gif	http://www.billboard.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	42	200	OK	-	-	-	(empty)	-	-	-	-	-	F6C93d2ywjugjdH3bi	image/gif
1373127301.292022	CqIGYv4UAmIJmO84X1	192.168.64.10	1031	93.184.216.229	80	21	GET	www.billboard.com	/files/styles/thumbnail_85/public/video/1125911414_2488171988001_vs-51c0e4b4e4b07dc2349984ab-767904722001.jpg	http://www.billboard.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	4882	200	OK	-	-	-	(empty)	-	-	-	-	-	FzUWpy26vnmfEQqZHh	image/jpeg
1373127301.293124	C14vhr3aMHOEhKKNs5	192.168.64.10	1032	93.184.216.229	80	19	GET	www.billboard.com	/files/styles/promo_225/public/stylus/108984-celebrities_wearing_flags_617_409.jpg	http://www.billboard.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	42355	200	OK	-	-	-	(empty)	-	-	-	-	-	FklM9xK1W2vPa8UTj	image/jpeg
1373127301.291698	CQxhP54GTZv7TYXUwc	192.168.64.10	1034	74.125.224.217	80	4	GET	pagead2.googlesyndication.com	/pagead/imgad/3098356/_3098367_Billboard_728x90_save55dd.swf	http://www.billboard.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	29398	200	OK	-	-	-	(empty)	-	-	-	-	-	FTHC9tZdhAzTNHC7l	application/x-shockwave-flash
1373127301.34716	C14vhr3aMHOEhKKNs5	192.168.64.10	1032	93.184.216.229	80	20	GET	www.billboard.com	/files/styles/promo_225/public/media/top-30-summer-650-430.jpg	http://www.billboard.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	31614	200	OK	-	-	-	(empty)	-	-	-	-	-	FuX4Sf1QsQSbeTYNSg	image/jpeg
1373127301.346844	CqIGYv4UAmIJmO84X1	192.168.64.10	1031	93.184.216.229	80	22	GET	www.billboard.com	/files/styles/promo_225/public/media/rihanna-karl-lagerfeld-paris-650-430.jpg	http://www.billboard.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	32614	200	OK	-	-	-	(empty)	-	-	-	-	-	FmDseA1uTu4BriFej8	image/jpeg
1373127301.289795	C48KK848pnxgNXYRM8	192.168.64.10	1067	184.73.124.237	80	3	GET	vu.moatads.com	/pixel.gif?e=9&q=0&ak=http://c1.undertonevideo.com/ads/uploads/43594/857766571_MBA_jellies_970x250_rev2.swf&i=UNDERTONE3&bq=0&g=1&h=250&f=0&o=3&t=1373141581000&cu=1373141581000&m=1218&ar=93793c0-clean&w=970&cb=0&aj=1&ag=0&an=0&bw=0&bx=0&r=10&ch=0&ah=1172&am=0&bu=1172&cd=0&cl=0&as=0&ck=&cc=0&ci=&au=-1&av=-1&by=-1&at=0&bo=131779&bd=55865&d=6875:43594:106963:532922&ab=0&ac=1&cs=0	http://www.billboard.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	43	200	OK	-	-	-	(empty)	-	-	-	-	-	F10muF4MXPtui6vQa	image/gif
1373127301.370411	CqIGYv4UAmIJmO84X1	192.168.64.10	1031	93.184.216.229	80	23	GET	www.billboard.com	/files/styles/promo_225/public/media/beach-bodies-2013-650-430.jpg	http://www.billboard.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	40569	200	OK	-	-	-	(empty)	-	-	-	-	-	Fs7cQhDkuZizPtDkf	image/jpeg
1373127301.379045	C14vhr3aMHOEhKKNs5	192.168.64.10	1032	93.184.216.229	80	21	GET	www.billboard.com	/sites/all/themes/bb/images/loader.gif	http://www.billboard.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1849	200	OK	-	-	-	(empty)	-	-	-	-	-	FsFsAl4AkiCpT0Cynh	image/gif
1373127301.38985	CqIGYv4UAmIJmO84X1	192.168.64.10	1031	93.184.216.229	80	24	GET	www.billboard.com	/files/imageblock/logo_footer.png	http://www.billboard.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	3357	200	OK	-	-	-	(empty)	-	-	-	-	-	FZ1kWZ3hvQQl5cf93a	image/png
1373127301.39639	C14vhr3aMHOEhKKNs5	192.168.64.10	1032	93.184.216.229	80	22	GET	www.billboard.com	/sites/all/themes/bb/images/sprite-2013-01-25.png	http://www.billboard.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	97729	200	OK	-	-	-	(empty)	-	-	-	-	-	FAHlh3pBpqmeX2Bv	image/png
1373127301.484109	CMBvHx4L3wbuZTvLl	192.168.64.10	1080	8.27.255.254	80	1	GET	i.po.st	/share/script/post-widget.js	http://www.billboard.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	144911	200	OK	-	-	-	(empty)	-	-	-	-	-	FvFoVn1hBscHDyhHhl	text/html
1373127301.702009	CzJ4ue2IJ1sXU51Kcd	192.168.64.10	1078	37.1.220.180	80	1	GET	ancaeus.edidomus.us	/in.php?q=rPCFjFvjyNYkOT4tCbw5uSk36ehxOyaTyot9UULZwA==	http://68.178.128.70/server.php?fs=1&w=800&h=600&q=rPCFjFvjyNYkOT4tCbw5uSk36ehxOyaTyot9UULZwA==	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	110	200	OK	-	-	-	(empty)	-	-	-	-	-	FLhOqj3C519S3MA6eh	text/html
1373127302.816957	CIjriU2v6Wdtx0kqTa	192.168.64.10	1048	66.226.78.248	80	4	GET	w1.luckyorange.com	/save_flash.swf?nc=1	http://www.billboard.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1560	200	OK	-	-	-	(empty)	-	-	-	-	-	Fp1Mpv2kZNtbrtdzFj	application/x-shockwave-flash
1373127302.816187	C48KK848pnxgNXYRM8	192.168.64.10	1067	184.73.124.237	80	4	GET	vu.moatads.com	/pixel.gif?e=21&q=0&ak=http://c1.undertonevideo.com/ads/uploads/43594/857766571_MBA_jellies_970x250_rev2.swf&i=UNDERTONE3&bq=0&g=2&h=250&f=0&o=3&t=1373141581000&cu=1373141581000&m=2796&ar=93793c0-clean&w=970&cb=0&aj=1&ag=0&an=0&bw=0&bx=0&r=10&ch=0&ah=2765&am=1172&bu=2765&cd=1172&cl=0&as=0&ck=&cc=0&ci=&au=-1&av=-1&by=-1&at=0&bo=131779&bd=55865&d=6875:43594:106963:532922&ab=0&ac=1&cs=0	http://www.billboard.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	43	200	OK	-	-	-	(empty)	-	-	-	-	-	FxWEsg4vjR4LxmLlrd	image/gif
1373127301.490583	CoXDQXi5sWhOr61bf	192.168.64.10	1079	67.221.183.66	80	1	GET	edit.billboard.com	/files/media/7.6.13_cover_v.png	http://www.billboard.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	432535	200	OK	-	-	-	(empty)	-	-	-	-	-	F8iq9u2Zhg9nQfHgy2	image/png
1373127302.279204	CntqPt1tQUoULpZ389	192.168.64.10	1081	54.225.191.223	80	1	GET	assets.pinterest.com	/js/pinit.js	http://www.billboard.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1976	200	OK	-	-	-	(empty)	-	-	-	-	-	FZe6Fi3c6bM7cyPYP6	text/plain
1373127303.179953	CGJLfx279xp4WL4yc1	192.168.64.10	1083	37.1.220.180	80	1	GET	ancaeus.edidomus.us	/	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	384	200	OK	-	-	-	(empty)	-	-	-	-	-	Fc5bto2Qn1pkv73dW3	text/html
1373127304.057238	CqIGYv4UAmIJmO84X1	192.168.64.10	1031	93.184.216.229	80	25	GET	www.billboard.com	/sites/all/modules/colorbox/styles/default/images/loading_animation.gif	http://www.billboard.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2767	200	OK	-	-	-	(empty)	-	-	-	-	-	Fjcg8FjZfWktDr9X4	image/gif
1373127304.058431	C14vhr3aMHOEhKKNs5	192.168.64.10	1032	93.184.216.229	80	23	GET	www.billboard.com	/sites/all/modules/colorbox/styles/default/images/controls.png	http://www.billboard.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2104	200	OK	-	-	-	(empty)	-	-	-	-	-	F2Z0D037NtrfyfB9zh	image/png
1373127304.58062	CqIGYv4UAmIJmO84X1	192.168.64.10	1031	93.184.216.229	80	26	GET	www.billboard.com	/sites/all/modules/jcarousel/skins/default/arrows.png	http://www.billboard.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	3506	200	OK	-	-	-	(empty)	-	-	-	-	-	FIvXg633K6kFLhVDy1	image/png
1373127305.550515	C14vhr3aMHOEhKKNs5	192.168.64.10	1032	93.184.216.229	80	24	GET	www.billboard.com	/sites/all/modules/jcarousel/skins/default/arrows.png	http://www.billboard.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	304	Not Modified	-	-	-	(empty)	-	-	-	-	-	-	-
1373127307.01218	CVFupm4xtugk071qLd	192.168.64.10	1085	173.193.130.124	80	1	GET	billboardredesign.disqus.com	/count.js?_=1373141587859	http://www.billboard.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	302	FOUND	-	-	-	(empty)	-	-	-	-	-	-	-
1373127307.095988	CtkWZePt1NBwZjamk	192.168.64.10	1086	63.238.2.235	80	1	GET	mediacdn.disqus.com	/1373058949/build/system/count.js	http://www.billboard.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1790	200	OK	-	-	-	(empty)	-	-	-	-	-	FDgy2f24YqXJG9OTgj	text/plain
