#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	http
#open	2014-04-03-10-59-59
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	trans_depth	method	host	uri	referrer	user_agent	request_body_len	response_body_len	status_code	status_msg	info_code	info_msg	filename	tags	username	password	proxied	orig_fuids	orig_mime_types	resp_fuids	resp_mime_types
#types	time	string	addr	port	addr	port	count	string	string	string	string	string	count	count	count	string	count	string	string	table[enum]	string	string	table[string]	vector[string]	vector[string]	vector[string]	vector[string]
1389760993.68382	CQo9P49tLXXdrz95c	192.168.87.10	1036	66.39.29.236	80	1	GET	besthealthmag.ca	/	-	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	236	301	Moved Permanently	-	-	-	(empty)	-	-	-	-	-	FYj0XS38ryRu8OJi2l	text/html
1389760995.57665	CZ6AYr2m7PopgvquUf	192.168.87.10	1051	38.65.9.39	80	1	GET	bell-ex.acuityplatform.com	/AdEx/Banner?lg=EN&sz=728x90&st=THELOOP:EN:BESTHEALTH&sc=HUB&cb=684161174&cu=http://adclick.g.doubleclick.net/aclk%3Fsa%3DL%26ai%3DBPPMebRHWUviCKY68lgSO9oDAAoe-rMIDAAAAEAEgADgAWK_GztNoYMne1IbIo6AZggEXY2EtcHViLTU4Nzk0MjQwMzAxMTM5MTKyARR3d3cuYmVzdGhlYWx0aG1hZy5jYboBCWdmcF9pbWFnZcgBCdoBHGh0dHA6Ly93d3cuYmVzdGhlYWx0aG1hZy5jYS_AAgLgAgDqAh41NDc5L3RoZWxvb3AuZW4uYmVzdGhlYWx0aC9odWL4AoLSHpAD8AGYA6QDqAMB0ASQTuAEAaAGFg%26num%3D0%26sig%3DAOD64_0rpJcytoOW_duaugZ4TjrOLRWydg%26client%3Dca-pub-5879424030113912%26adurl%3D&lc=http://www.besthealthmag.ca/&rf=&ty=if	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	4364	200	OK	-	-	-	(empty)	-	-	-	-	-	F0uVGq4rOi4tZvhPmb	text/html
1389760995.685103	CjKZl74ORnEqQwyFX8	192.168.87.10	1052	74.125.224.173	80	1	GET	pubads.g.doubleclick.net	/gampad/ads?gdfp_req=1&correlator=4359424465053973&output=json_html&callback=window.parent.googletag.impl.pubads.setAdContentsBySlotForAsync&impl=fifs&json_a=1&iu_parts=6178,RDA:BestHealth,homepage&enc_prev_ius=/0/1/2,/0/1/2,/0/1/2,/0/1/2,/0/1/2,/0/1/2,/0/1/2,/0/1/2,/0/1/2,/0/1/2&prev_iu_szs=2x2,233x104,2x2,2x2,300x140,2x2,1x1,1x1,300x140,2x2&ists=12&prev_scp=pos=top_right|pos=top_middle|pos=nav_text|pos=top_right_rota|pos=atf|pos=footer_text|pos=cm|pos=int|pos=estore|pos=incat&cust_params=keyword=%2Bkeyword1%2B%2C%2Bkeyword2%2B%2C%2Bkeyword3%2B&cookie_enabled=1&lmt=1389760469&dt=1389775260406&ea=0&biw=796&bih=427&oid=3&oe=utf-8&gut=v2&ifi=1&u_tz=-300&u_java=true&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&flash=10.0.32.18&url=http://www.besthealthmag.ca/&adks=1808474688,2472268662,1808474694,1808474693,3710246817,1808474715,1645851938,1655345571,3710246820,1808474712&vrg=32&vrp=32&ga_vid=528490065.1389775260&ga_sid=1389775260&ga_hid=1938645891	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	12489	200	OK	-	-	-	(empty)	-	-	-	-	-	Fmu59f3q4UNm1boNNj	text/plain
1389760996.892941	CknGHb3gjoI82fwmVi	192.168.87.10	1050	74.125.224.186	80	2	GET	pagead2.googlesyndication.com	/pagead/imgad?id=CICAgMCuhNHFqAEQARgBMgiscM9WcOKu-g	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	30131	200	OK	-	-	-	(empty)	-	-	-	-	-	FrB2vL1jphu5PfvBgc	image/jpeg
1389760996.869173	C9r2tF47osGhMLKcK5	192.168.87.10	1040	72.21.91.19	80	11	GET	www.besthealthmag.ca	/themes/besthealth_skin/jquery-ui.min.js	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	195347	200	OK	-	-	-	(empty)	-	-	-	-	-	FRRMGa1lVLg7TdwKd	text/plain
1389760996.920833	C5fUyUGGXJzm0B291	192.168.87.10	1053	74.125.224.186	80	1	GET	pagead2.googlesyndication.com	/pagead/osd.js	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	40360	200	OK	-	-	-	(empty)	-	-	-	-	-	FeJSP5nLZOWRdiXc5	text/plain
1389760997.03959	CuPvST3XnOjZ2D5X2k	192.168.87.10	1037	72.21.91.19	80	6	GET	www.besthealthmag.ca	/sites/default/files/images/sleeping-woman.thumbnail.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	3476	200	OK	-	-	-	(empty)	-	-	-	-	-	FNq0mfijuWTXZ1KDe	image/jpeg
1389760997.041464	CYsYuj2lHfWVUhwP21	192.168.87.10	1042	72.21.91.19	80	11	GET	www.besthealthmag.ca	/sites/default/files/images/sleeping-woman.preview.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	12768	200	OK	-	-	-	(empty)	-	-	-	-	-	FYZDKb3onnuf6SEmbk	image/jpeg
1389760997.040273	Caea4e313dIDATeeHg	192.168.87.10	1038	72.21.91.19	80	10	GET	www.besthealthmag.ca	/sites/default/files/images/trampoline.preview.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	15081	200	OK	-	-	-	(empty)	-	-	-	-	-	FYhz0V1PgsqwoPKbD9	image/jpeg
1389760997.075262	C9r2tF47osGhMLKcK5	192.168.87.10	1040	72.21.91.19	80	12	GET	www.besthealthmag.ca	/sites/default/files/images/Swimming.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	14035	200	OK	-	-	-	(empty)	-	-	-	-	-	FRtDN148OgoXiQ0Mi9	image/jpeg
1389760997.038557	CwJw4v39qA9QXQ4q3	192.168.87.10	1041	72.21.91.19	80	11	GET	www.besthealthmag.ca	/sites/default/files/images/optimist.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	124348	200	OK	-	-	-	(empty)	-	-	-	-	-	FHtMJf2O7bRxSrhVLk	image/jpeg
1389760997.121909	CuPvST3XnOjZ2D5X2k	192.168.87.10	1037	72.21.91.19	80	7	GET	www.besthealthmag.ca	/themes/besthealth_skin/images/selected-item.png	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	679	200	OK	-	-	-	(empty)	-	-	-	-	-	FimNG51JxPrjC9ZoQ2	image/png
1389760997.122747	Caea4e313dIDATeeHg	192.168.87.10	1038	72.21.91.19	80	11	GET	www.besthealthmag.ca	/themes/besthealth_skin/images/tab-bg.gif	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	175	200	OK	-	-	-	(empty)	-	-	-	-	-	Fbxp1g4Ps1NkOXtUsh	image/gif
1389760997.133214	CYsYuj2lHfWVUhwP21	192.168.87.10	1042	72.21.91.19	80	12	GET	www.besthealthmag.ca	/themes/besthealth_skin/images/blue-bullet.gif	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	100	200	OK	-	-	-	(empty)	-	-	-	-	-	FyBLv24sLo3WA6anwh	image/gif
1389760997.159233	C9r2tF47osGhMLKcK5	192.168.87.10	1040	72.21.91.19	80	13	GET	www.besthealthmag.ca	/sites/default/files/images/colour_burst.teaser.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	5177	200	OK	-	-	-	(empty)	-	-	-	-	-	FObyzD1mmZ5EbKcUX9	image/jpeg
1389760997.160323	CwJw4v39qA9QXQ4q3	192.168.87.10	1041	72.21.91.19	80	12	GET	www.besthealthmag.ca	/sites/default/files/images/bulldog_0.teaser.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	4963	200	OK	-	-	-	(empty)	-	-	-	-	-	FzFQjC4S61LyVuL7Pf	image/jpeg
1389760997.16101	CuPvST3XnOjZ2D5X2k	192.168.87.10	1037	72.21.91.19	80	8	GET	www.besthealthmag.ca	/sites/default/files/images/Joelle-Choueiry.teaser.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	4723	200	OK	-	-	-	(empty)	-	-	-	-	-	Fyjun62qJA41Z8wjhh	image/jpeg
1389760997.169665	Caea4e313dIDATeeHg	192.168.87.10	1038	72.21.91.19	80	12	GET	www.besthealthmag.ca	/sites/default/files/images/eco_beauty.teaser.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	3395	200	OK	-	-	-	(empty)	-	-	-	-	-	Fx7zyEqYr9cFPBFCb	image/jpeg
1389760997.170161	CYsYuj2lHfWVUhwP21	192.168.87.10	1042	72.21.91.19	80	13	GET	www.besthealthmag.ca	/sites/default/files/images/kick.teaser.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	2556	200	OK	-	-	-	(empty)	-	-	-	-	-	FBRIbt1gjc8cLmMADl	image/jpeg
1389760997.174128	C9r2tF47osGhMLKcK5	192.168.87.10	1040	72.21.91.19	80	14	GET	www.besthealthmag.ca	/sites/default/files/images/music_1.teaser.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	3251	200	OK	-	-	-	(empty)	-	-	-	-	-	FB6D6b72tLNcTYzpf	image/jpeg
1389760997.174543	CwJw4v39qA9QXQ4q3	192.168.87.10	1041	72.21.91.19	80	13	GET	www.besthealthmag.ca	/sites/default/files/imagecache/w60_h42/images/sitting_0.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	1584	200	OK	-	-	-	(empty)	-	-	-	-	-	FpzQ3a10GJeLR7qFB	image/jpeg
1389760997.177218	CuPvST3XnOjZ2D5X2k	192.168.87.10	1037	72.21.91.19	80	9	GET	www.besthealthmag.ca	/sites/default/files/images/base_layers.teaser.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	6569	200	OK	-	-	-	(empty)	-	-	-	-	-	FQakYF3oHhDrSjDQq8	image/jpeg
1389760997.181261	Caea4e313dIDATeeHg	192.168.87.10	1038	72.21.91.19	80	13	GET	www.besthealthmag.ca	/sites/default/files/images/green-smoothie-with-mint-garnish.preview.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	16919	200	OK	-	-	-	(empty)	-	-	-	-	-	FbbUEU2BVKUiEfbpC5	image/jpeg
1389760997.190106	CYsYuj2lHfWVUhwP21	192.168.87.10	1042	72.21.91.19	80	14	GET	www.besthealthmag.ca	/themes/besthealth_skin/images/sign-up-butt.gif	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	1629	200	OK	-	-	-	(empty)	-	-	-	-	-	FV5HmB4gJrc7bFnSt	image/gif
1389760997.038078	CNk6UQ2jV6f1nyDpme	192.168.87.10	1039	72.21.91.19	80	12	GET	www.besthealthmag.ca	/sites/default/files/images/trampoline.thumbnail.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	4763	200	OK	-	-	-	(empty)	-	-	-	-	-	FDu4qr3mQhn7F5vLyb	image/jpeg
1389760997.237759	CuPvST3XnOjZ2D5X2k	192.168.87.10	1037	72.21.91.19	80	10	GET	www.besthealthmag.ca	/sites/default/files/images/colour_burst.preview.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	16190	200	OK	-	-	-	(empty)	-	-	-	-	-	F29LYe4JBAiDUQMRwc	image/jpeg
1389760997.238718	CYsYuj2lHfWVUhwP21	192.168.87.10	1042	72.21.91.19	80	15	GET	www.besthealthmag.ca	/themes/besthealth_skin/images/more-bh-h1.gif	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	1560	200	OK	-	-	-	(empty)	-	-	-	-	-	FLiIo12kZNdPZviHvk	image/gif
1389760997.236896	CwJw4v39qA9QXQ4q3	192.168.87.10	1041	72.21.91.19	80	14	GET	www.besthealthmag.ca	/sites/default/files/images/Peanut-Power-Balls.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	18414	200	OK	-	-	-	(empty)	-	-	-	-	-	FcPNZ74W1J4WJQz4kd	image/jpeg
1389760997.239452	Caea4e313dIDATeeHg	192.168.87.10	1038	72.21.91.19	80	14	GET	www.besthealthmag.ca	/sites/default/files/images/Joelle-Choueiry.preview.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	15444	200	OK	-	-	-	(empty)	-	-	-	-	-	FnMn2z4ZTS98Bzsaci	image/jpeg
1389760997.238321	CGeNik2sVddYuyTVN5	192.168.87.10	1055	23.74.145.224	80	1	GET	platform.twitter.com	/widgets.js	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	96273	200	OK	-	-	-	(empty)	-	-	-	-	-	Fd0Lwq2uFiQOpmfbxc	text/plain
1389760997.192466	C9r2tF47osGhMLKcK5	192.168.87.10	1040	72.21.91.19	80	15	GET	www.besthealthmag.ca	/sites/default/files/images/iStock_000014020232XSmall.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	111503	200	OK	-	-	-	(empty)	-	-	-	-	-	FZehXW3UgOoxDuYgof	image/jpeg
1389760997.238055	CizB4d3JXsyjryT3Hc	192.168.87.10	1047	74.125.224.252	80	2	GET	ad.doubleclick.net	/N5479/adj/theloop.en.besthealth/hub;tile=2;sz=300x250;ord=36156226347?	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	1628	200	OK	-	-	-	(empty)	-	-	-	-	-	FUUE6D3YtT3uRnklg	text/plain
1389760997.346692	CuPvST3XnOjZ2D5X2k	192.168.87.10	1037	72.21.91.19	80	11	GET	www.besthealthmag.ca	/themes/besthealth_skin/images/healthy-recipes-h1.gif	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	2229	200	OK	-	-	-	(empty)	-	-	-	-	-	FxVYer4HGYjuKjk442	image/gif
1389760997.346235	CNk6UQ2jV6f1nyDpme	192.168.87.10	1039	72.21.91.19	80	13	GET	www.besthealthmag.ca	/themes/besthealth_skin/images/signup-newsletter-h1.gif	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	1817	200	OK	-	-	-	(empty)	-	-	-	-	-	FSd5le2mL77Awi1Ff6	image/gif
1389760997.353073	CwJw4v39qA9QXQ4q3	192.168.87.10	1041	72.21.91.19	80	15	GET	www.besthealthmag.ca	/themes/besthealth_skin/images/hot-blog-h2.gif	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	2386	200	OK	-	-	-	(empty)	-	-	-	-	-	FfHNFt2ktZdjWBXsTe	image/gif
1389760997.357785	CYsYuj2lHfWVUhwP21	192.168.87.10	1042	72.21.91.19	80	16	GET	www.besthealthmag.ca	/themes/besthealth_skin/images/editor-picks.gif	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	2121	200	OK	-	-	-	(empty)	-	-	-	-	-	FpsG9b317eq0Z65bPh	image/gif
1389760997.363087	Caea4e313dIDATeeHg	192.168.87.10	1038	72.21.91.19	80	15	GET	www.besthealthmag.ca	/themes/besthealth_skin/images/must-read.gif	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	1999	200	OK	-	-	-	(empty)	-	-	-	-	-	Fygst99Ea96nvkOZe	image/gif
1389760997.365357	C9r2tF47osGhMLKcK5	192.168.87.10	1040	72.21.91.19	80	16	GET	www.besthealthmag.ca	/themes/besthealth_skin/images/slide-show-h2.gif	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	2255	200	OK	-	-	-	(empty)	-	-	-	-	-	FAa7yY3TLLvnYNq0v9	image/gif
1389760997.366093	CuPvST3XnOjZ2D5X2k	192.168.87.10	1037	72.21.91.19	80	12	GET	www.besthealthmag.ca	/themes/besthealth_skin/images/image-bg-ss.gif	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	1079	200	OK	-	-	-	(empty)	-	-	-	-	-	F77InEv2XKTfBfSif	image/gif
1389760997.380343	CNk6UQ2jV6f1nyDpme	192.168.87.10	1039	72.21.91.19	80	14	GET	www.besthealthmag.ca	/themes/besthealth_skin/images/en/ad_warning_bigbox.gif	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	198	200	OK	-	-	-	(empty)	-	-	-	-	-	Fuqpg22PiS9ROyksz9	image/gif
1389760997.239881	CdQwqy1etvJhoyLEj3	192.168.87.10	1054	173.252.112.23	80	1	GET	www.facebook.com	/plugins/likebox.php?id=7974553010&width=228&connections=0&stream=true&header=false&height=260	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	20408	200	OK	-	-	-	(empty)	-	-	-	-	-	FO6S5I2ZzHoQ4Afdad	text/html
1389760997.444613	CknGHb3gjoI82fwmVi	192.168.87.10	1050	74.125.224.186	80	3	GET	pagead2.googlesyndication.com	/pagead/js/lidar.js	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	0	304	Not Modified	-	-	-	(empty)	-	-	-	-	-	-	-
1389760997.458825	CCjcItk0fymPIXEge	192.168.87.10	1056	38.71.5.31	80	1	GET	cdn.acuityplatform.com	/bell/acuityJTag.js	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	0	304	Not Modified	-	-	-	(empty)	-	-	-	-	-	-	-
1389760997.549012	CtlxGP2WLgq7wDT00k	192.168.87.10	1058	204.2.168.34	80	1	GET	profile.ak.fbcdn.net	/hprofile-ak-prn2/592215_7974553010_190076926_q.jpg	http://www.facebook.com/plugins/likebox.php?id=7974553010&width=228&connections=0&stream=true&header=false&height=260	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	3395	200	OK	-	-	-	(empty)	-	-	-	-	-	FjaMXkLhlI7DkdPBh	image/jpeg
1389760997.553612	Caj3gf3IV64KZoyHac	192.168.87.10	1059	77.67.127.25	80	1	GET	static.ak.fbcdn.net	/rsrc.php/v2/yK/r/uGFy9lAuh_c.png	http://www.facebook.com/plugins/likebox.php?id=7974553010&width=228&connections=0&stream=true&header=false&height=260	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	1867	200	OK	-	-	-	(empty)	-	-	-	-	-	FmsLBp33vOv4548bFi	image/png
1389760997.553837	CwzegT36wZ9mijK1Z7	192.168.87.10	1060	77.67.127.25	80	1	GET	static.ak.fbcdn.net	/rsrc.php/v2/yq/r/0lYKYR-Fb7g.js	http://www.facebook.com/plugins/likebox.php?id=7974553010&width=228&connections=0&stream=true&header=false&height=260	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	187920	200	OK	-	-	-	(empty)	-	-	-	-	-	FwH7zx4MDuRxoEEBL2	text/plain
1389760997.575748	CwJw4v39qA9QXQ4q3	192.168.87.10	1041	72.21.91.19	80	16	GET	www.besthealthmag.ca	/themes/besthealth_skin/images/banner-right-light-blue-cut.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	565	200	OK	-	-	-	(empty)	-	-	-	-	-	FNt6oi1QXGZgffod27	image/jpeg
1389760997.576403	CYsYuj2lHfWVUhwP21	192.168.87.10	1042	72.21.91.19	80	17	GET	www.besthealthmag.ca	/sites/default/files/images/en_116x83_ej_BHrrspWOP_01.gif	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	2482	200	OK	-	-	-	(empty)	-	-	-	-	-	F2FlOy4SM05m5FNbK8	image/gif
1389760997.5904	Caea4e313dIDATeeHg	192.168.87.10	1038	72.21.91.19	80	16	GET	www.besthealthmag.ca	/themes/besthealth_skin/images/go-newsletter.gif	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	734	200	OK	-	-	-	(empty)	-	-	-	-	-	FOlQm13dsU4jnczQO4	image/gif
1389760997.572841	CzN58G4CEADGM2YhKg	192.168.87.10	1057	38.65.9.39	80	1	GET	bell-ex.acuityplatform.com	/AdEx/Banner?lg=EN&sz=300x250&st=THELOOP:EN:BESTHEALTH&sc=HUB&cb=1702645742&cu=http://adclick.g.doubleclick.net/aclk%3Fsa%3DL%26ai%3DBu-jXcBHWUpL5D4HakwS_hICAD8e2rMIDAAAAEAEgADgAWN_AztNoYMne1IbIo6AZggEXY2EtcHViLTU4Nzk0MjQwMzAxMTM5MTKyARR3d3cuYmVzdGhlYWx0aG1hZy5jYboBCWdmcF9pbWFnZcgBCdoBHGh0dHA6Ly93d3cuYmVzdGhlYWx0aG1hZy5jYS_AAgLgAgDqAh41NDc5L3RoZWxvb3AuZW4uYmVzdGhlYWx0aC9odWL4AoLSHpAD8AGYA6QDqAMB0ASQTuAEAaAGFg%26num%3D0%26sig%3DAOD64_186CdxBMwO1XWPur4p7MsMwsz_jA%26client%3Dca-pub-5879424030113912%26adurl%3D&lc=http://www.besthealthmag.ca/&rf=&ty=if	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	4359	200	OK	-	-	-	(empty)	-	-	-	-	-	FFbTyLxlhi7MmGiF1	text/html
1389760997.813448	C9r2tF47osGhMLKcK5	192.168.87.10	1040	72.21.91.19	80	17	GET	www.besthealthmag.ca	/sites/default/files/images/big-p-button copy.png	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	6929	200	OK	-	-	-	(empty)	-	-	-	-	-	FNRqJE3mKXICjHkbkh	image/png
1389760997.813814	CuPvST3XnOjZ2D5X2k	192.168.87.10	1037	72.21.91.19	80	13	GET	www.besthealthmag.ca	/themes/besthealth_skin/images/banner-right-left-light-blue-cut.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	515	200	OK	-	-	-	(empty)	-	-	-	-	-	FNTSN73GCuPB9Dw2b1	image/jpeg
1389760997.814159	CNk6UQ2jV6f1nyDpme	192.168.87.10	1039	72.21.91.19	80	15	GET	www.besthealthmag.ca	/sites/default/files/images/BH-Challenge-Logo.teaser.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	4391	200	OK	-	-	-	(empty)	-	-	-	-	-	FaXiDG2LLE88wo513	image/jpeg
1389760997.814867	CYsYuj2lHfWVUhwP21	192.168.87.10	1042	72.21.91.19	80	18	GET	www.besthealthmag.ca	/sites/default/files/images/BestTipsContest_ContestThumb_Facebook tab.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	29711	200	OK	-	-	-	(empty)	-	-	-	-	-	FOksoB4BqH1kAaHaf1	image/jpeg
1389760997.814515	CwJw4v39qA9QXQ4q3	192.168.87.10	1041	72.21.91.19	80	17	GET	www.besthealthmag.ca	/sites/default/files/images/SignUpandWin_ContestThumb_Facebook tab.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	31374	200	OK	-	-	-	(empty)	-	-	-	-	-	FYqAnQ2l9wIEiNbe61	image/jpeg
1389760997.815578	Caea4e313dIDATeeHg	192.168.87.10	1038	72.21.91.19	80	17	GET	www.besthealthmag.ca	/sites/default/files/images/WinTheBest_ContestThumb_Facebook tab.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	31401	200	OK	-	-	-	(empty)	-	-	-	-	-	FE5Ssi3r9tq4KaBjH3	image/jpeg
1389760997.830422	C5fUyUGGXJzm0B291	192.168.87.10	1053	74.125.224.186	80	2	GET	pagead2.googlesyndication.com	/simgad/5759132506449005070	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	19097	200	OK	-	-	-	(empty)	-	-	-	-	-	F6tmKl1TWQPI0Q61jl	image/jpeg
