#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	http
#open	2014-04-03-10-22-47
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	trans_depth	method	host	uri	referrer	user_agent	request_body_len	response_body_len	status_code	status_msg	info_code	info_msg	filename	tags	username	password	proxied	orig_fuids	orig_mime_types	resp_fuids	resp_mime_types
#types	time	string	addr	port	addr	port	count	string	string	string	string	string	count	count	count	string	count	string	string	table[enum]	string	string	table[string]	vector[string]	vector[string]	vector[string]	vector[string]
1343243859.254824	CHnwp82fDmomOyESqb	192.168.19.10	1029	195.60.76.250	80	1	GET	movie2k.to	/	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	160	302	Moved Temporarily	-	-	-	(empty)	-	-	-	-	-	FhPLlZ6JIvZ2UJWtb	text/html
1343243870.380577	Cd0U3H3QatIudC6kzk	192.168.19.10	1040	195.60.76.246	80	24	GET	img.movie2k.to	/thumbs/cover-1402506-Prometheus-movie2k-film.jpg	http://www.movie2k.to/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	13999	200	OK	-	-	-	(empty)	-	-	-	-	-	FIw4bj3z3vZb7rIxae	image/jpeg
1343243870.103445	CO1kv12D9wysvJzGek	192.168.19.10	1039	195.60.76.246	80	36	GET	img.movie2k.to	/thumbs/cover-1487846-The-Gospel-of-Us-movie2k-film.jpg	http://www.movie2k.to/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	15078	200	OK	-	-	-	(empty)	-	-	-	-	-	F9XSdxVqXIBQtaQ2g	image/jpeg
1343243870.881977	Cd0U3H3QatIudC6kzk	192.168.19.10	1040	195.60.76.246	80	25	GET	img.movie2k.to	/thumbs/cover-1397561-What-to-Expect-When-You-re-Expecting-movie2k-film.jpg	http://www.movie2k.to/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	22922	200	OK	-	-	-	(empty)	-	-	-	-	-	FMeooU3Usldf7oAc	image/jpeg
1343243871.15874	CO1kv12D9wysvJzGek	192.168.19.10	1039	195.60.76.246	80	37	GET	img.movie2k.to	/thumbs/cover-1484122-On-the-Ice-movie2k-film.jpg	http://www.movie2k.to/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	12490	200	OK	-	-	-	(empty)	-	-	-	-	-	FHu5Ld12G90x7AtAs6	image/jpeg
1343243871.44285	Cd0U3H3QatIudC6kzk	192.168.19.10	1040	195.60.76.246	80	26	GET	img.movie2k.to	/thumbs/cover-1396547-Snow-White-and-the-Huntsman-movie2k-film.jpg	http://www.movie2k.to/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	18113	200	OK	-	-	-	(empty)	-	-	-	-	-	F9j7Va4FMfIgYEQIl6	image/jpeg
1343243871.739269	CO1kv12D9wysvJzGek	192.168.19.10	1039	195.60.76.246	80	38	GET	img.movie2k.to	/thumbs/cover-1486089-Rites-of-Spring-movie2k-film.jpg	http://www.movie2k.to/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	17631	200	OK	-	-	-	(empty)	-	-	-	-	-	F6LEAmF8omgldEB93	image/jpeg
1343243872.05348	Cd0U3H3QatIudC6kzk	192.168.19.10	1040	195.60.76.246	80	27	GET	img.movie2k.to	/thumbs/cover-1396450-Piranha-3DD-movie2k-film.jpg	http://www.movie2k.to/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	20475	200	OK	-	-	-	(empty)	-	-	-	-	-	FoTHL61UxwnQ8bfP8b	image/jpeg
1343243872.252078	CO1kv12D9wysvJzGek	192.168.19.10	1039	195.60.76.246	80	39	GET	img.movie2k.to	/thumbs/cover-1484583-Urban-Fighter-movie2k-film.jpg	http://www.movie2k.to/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	23622	200	OK	-	-	-	(empty)	-	-	-	-	-	FKCu8P3wN50g0SiSeh	image/jpeg
1343243872.507219	Cd0U3H3QatIudC6kzk	192.168.19.10	1040	195.60.76.246	80	28	GET	img.movie2k.to	/thumbs/cover-1380979-Chernobyl-Diaries-movie2k-film.jpg	http://www.movie2k.to/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	19535	200	OK	-	-	-	(empty)	-	-	-	-	-	Fqehjx2bpRcsX0500d	image/jpeg
1343243872.877969	Cd0U3H3QatIudC6kzk	192.168.19.10	1040	195.60.76.246	80	29	GET	img.movie2k.to	/thumbs/cover-1380498-Men-in-Black-III-movie2k-film.jpg	http://www.movie2k.to/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	15500	200	OK	-	-	-	(empty)	-	-	-	-	-	FgfdNt2lVHlW4rxZuh	image/jpeg
1343243872.876047	CO1kv12D9wysvJzGek	192.168.19.10	1039	195.60.76.246	80	40	GET	img.movie2k.to	/thumbs/cover-1479598-The-Pregnancy-Project-movie2k-film.jpg	http://www.movie2k.to/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	20450	200	OK	-	-	-	(empty)	-	-	-	-	-	FMNvaZ1CtTMIH00oAk	image/jpeg
1343243873.209213	Cd0U3H3QatIudC6kzk	192.168.19.10	1040	195.60.76.246	80	30	GET	img.movie2k.to	/thumbs/cover-1481388-Trishna-movie2k-film.jpg	http://www.movie2k.to/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	16926	200	OK	-	-	-	(empty)	-	-	-	-	-	Ff88er2TgbBZc6siR9	image/jpeg
1343243873.437299	CO1kv12D9wysvJzGek	192.168.19.10	1039	195.60.76.246	80	41	GET	img.movie2k.to	/thumbs/cover-1369360-The-Dictator-movie2k-film.jpg	http://www.movie2k.to/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	20362	200	OK	-	-	-	(empty)	-	-	-	-	-	FUZ7XR1cjZcsvxpeL1	image/jpeg
1343243873.441217	Cd0U3H3QatIudC6kzk	192.168.19.10	1040	195.60.76.246	80	31	GET	img.movie2k.to	/thumbs/cover-1479652-You-re-Nobody-til-Somebody-Kills-You-movie2k-film.jpg	http://www.movie2k.to/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	17442	200	OK	-	-	-	(empty)	-	-	-	-	-	F6SVxe1XfwKxc59lWi	image/jpeg
1343243873.722843	CO1kv12D9wysvJzGek	192.168.19.10	1039	195.60.76.246	80	42	GET	img.movie2k.to	/thumbs/cover-1347274-Dark-Shadows-movie2k-film.jpg	http://www.movie2k.to/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	18426	200	OK	-	-	-	(empty)	-	-	-	-	-	FkTiGm2TiHrT54ewBc	image/jpeg
1343243905.2519	CJmUCv3lKu5dOJ1kd7	192.168.19.10	1052	65.55.13.243	80	1	POST	activex.microsoft.com	/objects/ocget.dll	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	44	13	404	Not Found	-	-	-	(empty)	-	-	-	F3qbUZ25BX7kbCFQXk	text/plain	Fe6Kdt1KAu7YbzRTze	text/plain
1343243905.410298	CxbiA52kV49oQQMpdl	192.168.19.10	1054	65.55.13.243	80	1	POST	codecs.microsoft.com	/isapi/ocget.dll	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	44	13	404	Not Found	-	-	-	(empty)	-	-	-	FEfolLI17kpviWu9f	text/plain	Fb9dFe2gBhVLeyzUA4	text/plain
1343243905.349993	CqHcZ92q1kOnILMHS6	192.168.19.10	1053	91.218.37.248	80	1	GET	septimus-manus.com	/w.php?f=97d19&e=2	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	92672	200	OK	-	-	-	(empty)	-	-	-	-	-	FZMyT84OuiQPgG0tSd	application/x-dosexec
1343243906.152315	CqHcZ92q1kOnILMHS6	192.168.19.10	1053	91.218.37.248	80	2	GET	septimus-manus.com	/data/ap2.php	http://septimus-manus.com/main.php?page=0215ee231dd085d9	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	19863	200	OK	-	-	-	(empty)	-	-	-	-	-	F2PcIV1k5IrDAYc848	application/pdf
1343243917.445184	CqHcZ92q1kOnILMHS6	192.168.19.10	1053	91.218.37.248	80	3	GET	septimus-manus.com	/w.php?f=97d19&e=4	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	92672	200	OK	-	-	-	(empty)	-	-	-	-	-	FpIhoz3LJRXQA78YOl	application/x-dosexec
1343243918.517676	CHBKxP39aEuOGc6O15	192.168.19.10	1056	91.218.37.248	80	1	GET	septimus-manus.com	/Gert.jar	-	Mozilla/4.0 (Windows XP 5.1) Java/1.6.0_10	0	23910	200	OK	-	-	-	(empty)	-	-	-	-	-	FJrttj4EuAgd2gmGLf	application/zip
1343243920.020968	C2HcWryD42yXtLKn5	192.168.19.10	1057	91.218.37.248	80	1	GET	septimus-manus.com	/w.php?f=97d19&e=0	-	Java/1.6.0_10	0	92672	200	OK	-	-	-	(empty)	-	-	-	-	-	FIlDWP2laPJd7Gvj4b	application/x-dosexec
#close	2014-04-03-10-22-47
