#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	http
#open	2014-04-03-10-49-56
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	trans_depth	method	host	uri	referrer	user_agent	request_body_len	response_body_len	status_code	status_msg	info_code	info_msg	filename	tags	username	password	proxied	orig_fuids	orig_mime_types	resp_fuids	resp_mime_types
#types	time	string	addr	port	addr	port	count	string	string	string	string	string	count	count	count	string	count	string	string	table[enum]	string	string	table[string]	vector[string]	vector[string]	vector[string]	vector[string]
1360192756.793337	CugMOHHZHuJauWEh	192.168.42.10	1030	64.210.194.86	80	1	GET	televisionwithoutpity.com	/	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	245	301	Moved Permanently	-	-	-	(empty)	-	-	-	-	-	FMEF0WxwAcYpPwMKi	text/html
1360192760.200305	CnR6mJ3z2cXiBuDjej	192.168.42.10	1052	74.125.229.188	80	1	GET	s0.2mdn.net	/879366/flashwrite_1_2.js	http://ad.doubleclick.net/adi/N5823.8396.COMCASTDE/B7285117.14;sz=728x90;click0=http://iv.doubleclick.net/click%3Bh%3Dv8/3d81/3/0/%2a/r%3B267292731%3B0-0%3B0%3B74370853%3B3454-728/90%3B52614668/52568801/1%3Bu%3Dsite%2Atwop%5Esect%2Ahome%5Etandemad%2Anone%5Epageid%2Ahp%5E%21category%2Ahome%5E%21c%2Atwop%2Chome%5Epos%2A1%5Etile%2A1%5Esz%2A728x90%2C970x66%2C900x250%2C960x50%2C728x250%3B%7Eokv%3D%3Bsite%3Dtwop%3Bsect%3Dhome%3Btandemad%3Dnone%3Bpageid%3Dhp%3B%21category%3Dhome%3B%21c%3Dtwop%3B%21c%3Dhome%3Bdcopt%3Dist%3Bpos%3D1%3Btile%3D1%3Bsz%3D728x90%2C970x66%2C900x250%2C960x50%2C728x250%3Bpm%3D1%3Bu%3Dsite%2Atwop%5Esect%2Ahome%5Etandemad%2Anone%5Epageid%2Ahp%5E%21category%2Ahome%5E%21c%2Atwop%2Chome%5Epos%2A1%5Etile%2A1%5Esz%2A728x90%2C970x66%2C900x250%2C960x50%2C728x250%3B%7Esscs%3D%3f;ord=5189363?	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	801	200	OK	-	-	-	(empty)	-	-	-	-	-	FS1FEe3ZExz87aCZO5	text/plain
1360192760.226954	CWErbu25mNS4JKUBHc	192.168.42.10	1031	72.246.45.35	80	14	GET	www.televisionwithoutpity.com	/photos/8/5/4/6_013aceca5faf26f/8546thB.jpg	http://www.televisionwithoutpity.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	6541	200	OK	-	-	-	(empty)	-	-	-	-	-	FWUnMm4j6ZWTiKG4H4	image/jpeg
1360192760.245497	CTbUAqQ1AP7U7CQMi	192.168.42.10	1032	72.246.45.35	80	24	GET	www.televisionwithoutpity.com	/photos/3/1/0/2/2_6c30444d735b7d3/americans-295thB.jpg	http://www.televisionwithoutpity.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	5303	200	OK	-	-	-	(empty)	-	-	-	-	-	FvcE2O23UXRjs7Xema	image/jpeg
1360192760.245794	CWErbu25mNS4JKUBHc	192.168.42.10	1031	72.246.45.35	80	15	GET	www.televisionwithoutpity.com	/img/caps_list_headline.gif	http://www.televisionwithoutpity.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1893	200	OK	-	-	-	(empty)	-	-	-	-	-	F94cUI1xgpbexSBPza	image/gif
1360192760.283557	CTbUAqQ1AP7U7CQMi	192.168.42.10	1032	72.246.45.35	80	25	GET	www.televisionwithoutpity.com	/img/facebook-login-button.png	http://www.televisionwithoutpity.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1970	200	OK	-	-	-	(empty)	-	-	-	-	-	FaaYxB3ygIFc1ADYac	image/png
1360192760.154493	C4tKKkAGGjzojQty	192.168.42.10	1051	23.64.31.139	80	1	GET	connect.facebook.net	/en_US/all.js	http://www.televisionwithoutpity.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	178827	200	OK	-	-	-	(empty)	-	-	-	-	-	FUE5Q77fO4UZV8nCa	text/plain
1360192760.638704	CnR6mJ3z2cXiBuDjej	192.168.42.10	1052	74.125.229.188	80	2	GET	s0.2mdn.net	/2309965/MS_Envyx2_100percent_849_728x90_Flash.swf	http://ad.doubleclick.net/adi/N5823.8396.COMCASTDE/B7285117.14;sz=728x90;click0=http://iv.doubleclick.net/click%3Bh%3Dv8/3d81/3/0/%2a/r%3B26	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	27043	200	OK	-	-	-	(empty)	-	-	-	-	-	FjwS9v2RZK14MIRNOf	application/x-shockwave-flash
1360192760.8992	C4fvLF1Od8GjCWtG7i	192.168.42.10	1053	24.143.197.8	80	1	GET	fpdownload2.macromedia.com	/get/flashplayer/update/current/xml/version_en_win_ax.xml	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	598	200	OK	-	-	-	(empty)	-	-	-	-	-	FApjdX1UbpCUEWw8Sj	text/plain
1360192761.030803	CirybMwJ0YcpmIDl5	192.168.42.10	1039	74.125.229.219	80	2	GET	iv.doubleclick.net	/N2620/adj/twop.dart/twop_home_hp;site=twop;sect=home;tandemad=none;pageid=hp;!category=home;!c=twop;!c=home;pos=2;tile=2;sz=300x250,300x600;pm=1;u=site*twop^sect*home^tandemad*none^pageid*hp^!category*home^!c*twop,home^pos*2^tile*2^sz*300x250,300x600;ord=965279437787?	http://www.televisionwithoutpity.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	7640	200	OK	-	-	-	(empty)	-	-	-	-	-	FBXmpG16MCYydhdvfd	text/html
1360192761.111694	CRWP3X1izUNPVkxJle	192.168.42.10	1044	54.243.81.21	80	2	GET	choices.truste.com	/ca?aid=hp02&pid=hp01&cid=92777171&w=728&h=90&plc=tl&c=cachebuster&js=20	http://www.televisionwithoutpity.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	27720	200	OK	-	-	-	(empty)	-	-	-	-	-	FXUaBH2BKDktFZuBdl	text/plain
1360192762.232798	CB5K8q3HPFFV3DNJfa	192.168.42.10	1040	184.82.106.30	80	2	GET	last-ghostbuster.com	/cGeQc0wz1KPI/larktion.php	http://last-ghostbuster.com/cGeQc0wz1KPI/aflybing.php?esusvity=352116	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	5768	200	OK	-	-	-	(empty)	-	-	-	-	-	Fhr4aW1HkVaAvc9i9b	application/pdf
1360192766.824597	CB5K8q3HPFFV3DNJfa	192.168.42.10	1040	184.82.106.30	80	3	GET	last-ghostbuster.com	/cGeQc0wz1KPI/lacklapp.php?	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	160256	200	OK	-	-	-	(empty)	-	-	-	-	-	FaWE1B1iRX6RtLsDJ8	application/x-dosexec
1360192767.020144	CB5K8q3HPFFV3DNJfa	192.168.42.10	1040	184.82.106.30	80	4	GET	last-ghostbuster.com	/cGeQc0wz1KPI/lacklapp.php?;1	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	160256	200	OK	-	-	-	(empty)	-	-	-	-	-	FcrzG4GYmce8L6Nu	application/x-dosexec
1360192784.91929	CtDKLRgSo3iQesHtj	192.168.42.10	1057	72.246.45.74	80	1	GET	static.ak.facebook.com	/connect/xd_arbiter.php?version=18	http://www.televisionwithoutpity.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	25477	200	OK	-	-	-	(empty)	-	-	-	-	-	Fx3vJy33lJAHVJ5dHg	text/html
#close	2014-04-03-10-49-56
