#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	http
#open	2014-04-03-10-59-57
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	trans_depth	method	host	uri	referrer	user_agent	request_body_len	response_body_len	status_code	status_msg	info_code	info_msg	filename	tags	username	password	proxied	orig_fuids	orig_mime_types	resp_fuids	resp_mime_types
#types	time	string	addr	port	addr	port	count	string	string	string	string	string	count	count	count	string	count	string	string	table[enum]	string	string	table[string]	vector[string]	vector[string]	vector[string]	vector[string]
1389583671.842811	CCfLV41YJnGfa8t876	192.168.17.10	1036	66.39.29.236	80	1	GET	besthealthmag.ca	/	-	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	236	301	Moved Permanently	-	-	-	(empty)	-	-	-	-	-	FBniDe4YkE9OVgLUjl	text/html
1389583673.616237	C7Wweogs0cNbxxQw6	192.168.17.10	1051	38.65.9.39	80	1	GET	bell-ex.acuityplatform.com	/AdEx/Banner?lg=EN&sz=728x90&st=THELOOP:EN:BESTHEALTH&sc=HUB&cb=1993166279&cu=http://adclick.g.doubleclick.net/aclk%3Fsa%3DL%26ai%3DBS6mhxFzTUqaZD4eTlAKC14G4Boe-rMIDAAAAEAEgADgAWK_GztNoYMne1IbIo6AZggEXY2EtcHViLTU4Nzk0MjQwMzAxMTM5MTKyARR3d3cuYmVzdGhlYWx0aG1hZy5jYboBCWdmcF9pbWFnZcgBCdoBHGh0dHA6Ly93d3cuYmVzdGhlYWx0aG1hZy5jYS_AAgLgAgDqAh41NDc5L3RoZWxvb3AuZW4uYmVzdGhlYWx0aC9odWL4AoLSHpAD8AGYA6QDqAMB0ASQTuAEAaAGFg%26num%3D0%26sig%3DAOD64_3kP3SHa92fRCcjnBZAC9U1iMje8w%26client%3Dca-pub-5879424030113912%26adurl%3D&lc=http://www.besthealthmag.ca/&rf=&ty=if	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	4364	200	OK	-	-	-	(empty)	-	-	-	-	-	F6ZLHA3ov7r2AOZM2c	text/html
1389583673.897303	Cx32oH1Bvjwu2c2kR6	192.168.17.10	1042	72.21.91.19	80	8	GET	www.besthealthmag.ca	/themes/besthealth_skin/jquery-ui.min.js	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	195347	200	OK	-	-	-	(empty)	-	-	-	-	-	FN1wtTBkrJcp0Lp83	text/plain
1389583673.752702	C0ZwX04xXqJwFZpzie	192.168.17.10	1052	74.125.224.109	80	1	GET	pubads.g.doubleclick.net	/gampad/ads?gdfp_req=1&correlator=640295743492798&output=json_html&callback=window.parent.googletag.impl.pubads.setAdContentsBySlotForAsync&impl=fifs&json_a=1&iu_parts=6178,RDA:BestHealth,homepage&enc_prev_ius=/0/1/2,/0/1/2,/0/1/2,/0/1/2,/0/1/2,/0/1/2,/0/1/2,/0/1/2,/0/1/2,/0/1/2&prev_iu_szs=2x2,233x104,2x2,2x2,300x140,2x2,1x1,1x1,300x140,2x2&ists=12&prev_scp=pos=top_right|pos=top_middle|pos=nav_text|pos=top_right_rota|pos=atf|pos=footer_text|pos=cm|pos=int|pos=estore|pos=incat&cust_params=keyword=%2Bkeyword1%2B%2C%2Bkeyword2%2B%2C%2Bkeyword3%2B&cookie_enabled=1&lmt=1389581275&dt=1389597945843&ea=0&biw=796&bih=427&oid=3&oe=utf-8&gut=v2&ifi=1&u_tz=-300&u_java=true&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&flash=10.0.32.18&url=http://www.besthealthmag.ca/&adks=1808474688,2472268662,1808474694,1808474693,3710246817,1808474715,1645851938,1655345571,3710246820,1808474712&vrg=32&vrp=32&ga_vid=29135034.1389597946&ga_sid=1389597946&ga_hid=1838176730	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	12337	200	OK	-	-	-	(empty)	-	-	-	-	-	FRdmog27ROVd6rpPt3	text/plain
1389583674.010771	CLjd7K1tjvZCveDey	192.168.17.10	1049	74.125.224.109	80	2	GET	pagead2.googlesyndication.com	/pagead/imgad?id=CICAgMCuhNHFqAEQARgBMgiscM9WcOKu-g	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	30131	200	OK	-	-	-	(empty)	-	-	-	-	-	FUD3EoPRVJD4TPOK9	image/jpeg
1389583674.061171	CQveGG20Ip5pgyUMth	192.168.17.10	1041	72.21.91.19	80	9	GET	www.besthealthmag.ca	/sites/default/files/images/bulldog_0.thumbnail.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	4109	200	OK	-	-	-	(empty)	-	-	-	-	-	FXYrSW36vi3tBBKLTe	image/jpeg
1389583674.064561	CMnsrx1Cd3L7zj8rt	192.168.17.10	1040	72.21.91.19	80	12	GET	www.besthealthmag.ca	/sites/default/files/images/Joelle-Choueiry.thumbnail.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	4291	200	OK	-	-	-	(empty)	-	-	-	-	-	FADigt2xLDqJme0Jd6	image/jpeg
1389583674.053012	CXcqvUzecdgguXDY8	192.168.17.10	1053	74.125.224.109	80	1	GET	pagead2.googlesyndication.com	/pagead/osd.js	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	40360	200	OK	-	-	-	(empty)	-	-	-	-	-	FZRGLz4ZiLWtfKmZUh	text/plain
1389583674.077617	CJzkWO2b7fIczzPqLg	192.168.17.10	1039	72.21.91.19	80	12	GET	www.besthealthmag.ca	/sites/default/files/images/eco_beauty.thumbnail.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	3595	200	OK	-	-	-	(empty)	-	-	-	-	-	FAAnYk3I0WsEhItJj7	image/jpeg
1389583674.085199	Cx32oH1Bvjwu2c2kR6	192.168.17.10	1042	72.21.91.19	80	9	GET	www.besthealthmag.ca	/sites/default/files/images/yoga_challenge.preview.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	13054	200	OK	-	-	-	(empty)	-	-	-	-	-	FZlMVh15w3IgcKqMsl	image/jpeg
1389583674.085487	CQveGG20Ip5pgyUMth	192.168.17.10	1041	72.21.91.19	80	10	GET	www.besthealthmag.ca	/sites/default/files/images/eco_beauty.preview.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	10761	200	OK	-	-	-	(empty)	-	-	-	-	-	FVdUYXSos88Eb9jj5	image/jpeg
1389583674.084374	CXvXFO3GEW5Y0Le1Mb	192.168.17.10	1037	72.21.91.19	80	6	GET	www.besthealthmag.ca	/sites/default/files/images/bulldog_0.preview.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	16341	200	OK	-	-	-	(empty)	-	-	-	-	-	FLWT8o2nZADXsFREYh	image/jpeg
1389583674.084915	CUMxyyJuTMJLx7391	192.168.17.10	1038	72.21.91.19	80	14	GET	www.besthealthmag.ca	/sites/default/files/images/Joelle-Choueiry.preview.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	15444	200	OK	-	-	-	(empty)	-	-	-	-	-	FTUnUKdqfPToLonH1	image/jpeg
1389583674.16667	CMnsrx1Cd3L7zj8rt	192.168.17.10	1040	72.21.91.19	80	13	GET	www.besthealthmag.ca	/themes/besthealth_skin/images/selected-item.png	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	679	200	OK	-	-	-	(empty)	-	-	-	-	-	FnMOfR1mQaby4o6nx8	image/png
1389583674.174136	CJzkWO2b7fIczzPqLg	192.168.17.10	1039	72.21.91.19	80	13	GET	www.besthealthmag.ca	/themes/besthealth_skin/images/tab-bg.gif	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	175	200	OK	-	-	-	(empty)	-	-	-	-	-	FwuGHy2DtpG0eOEsW4	image/gif
1389583674.183072	CXvXFO3GEW5Y0Le1Mb	192.168.17.10	1037	72.21.91.19	80	7	GET	www.besthealthmag.ca	/sites/default/files/images/kick.teaser.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	2556	200	OK	-	-	-	(empty)	-	-	-	-	-	FHUbSX95uS0nUOZv6	image/jpeg
1389583674.183551	Cx32oH1Bvjwu2c2kR6	192.168.17.10	1042	72.21.91.19	80	10	GET	www.besthealthmag.ca	/sites/default/files/images/music_1.teaser.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	3251	200	OK	-	-	-	(empty)	-	-	-	-	-	FGICGc4S0JLKkHL3c6	image/jpeg
1389583674.184229	CUMxyyJuTMJLx7391	192.168.17.10	1038	72.21.91.19	80	15	GET	www.besthealthmag.ca	/sites/default/files/imagecache/w60_h42/images/sitting_0.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	1584	200	OK	-	-	-	(empty)	-	-	-	-	-	Fqorfw2HGvIC6NVctj	image/jpeg
1389583674.185166	CQveGG20Ip5pgyUMth	192.168.17.10	1041	72.21.91.19	80	11	GET	www.besthealthmag.ca	/sites/default/files/images/base_layers.teaser.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	6569	200	OK	-	-	-	(empty)	-	-	-	-	-	FvVvTD3BnXhXFzlWkf	image/jpeg
1389583674.196104	CMnsrx1Cd3L7zj8rt	192.168.17.10	1040	72.21.91.19	80	14	GET	www.besthealthmag.ca	/sites/default/files/images/Indoyogaboard.teaser.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	5095	200	OK	-	-	-	(empty)	-	-	-	-	-	FyyCMhEEPh00EDIKg	image/jpeg
1389583674.201882	CJzkWO2b7fIczzPqLg	192.168.17.10	1039	72.21.91.19	80	14	GET	www.besthealthmag.ca	/sites/default/files/images/apps.teaser.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	5766	200	OK	-	-	-	(empty)	-	-	-	-	-	FaY1Hm2ViVvsIhSp82	image/jpeg
1389583674.202772	CXvXFO3GEW5Y0Le1Mb	192.168.17.10	1037	72.21.91.19	80	8	GET	www.besthealthmag.ca	/sites/default/files/images/joy.teaser.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	5555	200	OK	-	-	-	(empty)	-	-	-	-	-	Fk1MlAfMZgCOQZdMb	image/jpeg
1389583674.100545	CKAu0l3JbdLGLQylwk	192.168.17.10	1047	74.125.224.188	80	2	GET	ad.doubleclick.net	/adi/N7916.126715.SYMPATICOMSN/B7983850.2;sz=728x90;ord=983057;click=http://adclick.g.doubleclick.net/aclk%3Fsa%3DL%26ai%3DBS6mhxFzTUqaZD4eTlAKC14G4Boe-rMIDAAAAEAEgADgAWK_GztNoYMne1IbIo6AZggEXY2EtcHViLTU4Nzk0MjQwMzAxMTM5MTKyARR3d3cuYmVzdGhlYWx0aG1hZy5jYboBCWdmcF9pbWFnZcgBCdoBHGh0dHA6Ly93d3cuYmVzdGhlYWx0aG1hZy5jYS_AAgLgAgDqAh41NDc5L3RoZWxvb3AuZW4uYmVzdGhlYWx0aC9odWL4AoLSHpAD8AGYA6QDqAMB0ASQTuAEAaAGFg%26num%3D0%26sig%3DAOD64_3kP3SHa92fRCcjnBZAC9U1iMje8w%26client%3Dca-pub-5879424030113912%26adurl%3Dhttp://bell-serve.acuityplatform.com:8080/Adserver/landing?bc=983057&position=3&bannerid=112905&campaignid=20065&mastercampaignid=7021&sizeid=2&exid=7&adid=7&xuid=4a164d5a-f358-453b-9547-af5d652423b9&agentcode=20&geocode=6&geostrcode=USCA&siteid=20787&pubid=1&reqid=c7d8ceb4-e544-4f5f-8afa-60046f5e617d&ip=40eb9b51&ts=14389a2602f&test=0&cnt=US&rg=CA&cty=Campbell&ag=7&gnd=2&uq=0&sg=0&sgs=[]&tt=c7d8ceb4-e544-4f5f-8afa-60046f5e617d&uaos=3&uab=4&ist=14389a2602f&pl=20788&vrt=0&vrl=&bid=0.000000&mhr=0.000000&landingUrl=;?	http://bell-ex.acuityplatform.com/AdEx/Banner?lg=EN&sz=728x90&st=THELOOP:EN:BESTHEALTH&sc=HUB&cb=1993166279&cu=http://adclick.g.doubleclick.net/aclk%253Fsa%253DL%2526ai%253DBS6mhxFzTUqaZD4eTlAKC14G4Boe-rMIDAAAAEAEgADgAWK_GztNoYMne1IbIo6AZggEXY2EtcHViLTU4Nzk0MjQwMzAxMTM5MTKyARR3d3cuYmVzdGhlYWx0aG1hZy5jYboBCWdmcF9pbWFnZcgBCdoBHGh0dHA6Ly93d3cuYmVzdGhlYWx0aG1hZy5jYS_AAgLgAgDqAh41NDc5L3RoZWxvb3AuZW4uYmVzdGhlYWx0aC9odWL4AoLSHpAD8AGYA6QDqAMB0ASQTuAEAaAGFg%2526num%253D0%2526sig%253DAOD64_3kP3SHa92fRCcjnBZAC9U1iMje8w%2526client%253Dca-pub-5879424030113912%2526adurl%253D&lc=http%3A//www.besthealthmag.ca/&rf=&ty=if	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	10167	200	OK	-	-	-	(empty)	-	-	-	-	-	Fg8k5H3JVI5dSOcYc7	text/html
1389583674.211782	Cx32oH1Bvjwu2c2kR6	192.168.17.10	1042	72.21.91.19	80	11	GET	www.besthealthmag.ca	/sites/default/files/images/tea_11.teaser.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	4054	200	OK	-	-	-	(empty)	-	-	-	-	-	FgcKdNiQGqfatylf2	image/jpeg
1389583674.21689	CUMxyyJuTMJLx7391	192.168.17.10	1038	72.21.91.19	80	16	GET	www.besthealthmag.ca	/sites/default/files/images/carrotsoup_18.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	45492	200	OK	-	-	-	(empty)	-	-	-	-	-	FTnz5k3BIZzGYmGyfk	image/jpeg
1389583674.213354	CJGRng28IzUNFaV003	192.168.17.10	1055	93.184.216.139	80	1	GET	platform.twitter.com	/widgets.js	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	96273	200	OK	-	-	-	(empty)	-	-	-	-	-	FVtHGe1cnw8FxuHzNj	text/plain
1389583674.232531	CQveGG20Ip5pgyUMth	192.168.17.10	1041	72.21.91.19	80	12	GET	www.besthealthmag.ca	/sites/default/files/images/spinachsmoothie.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	4895	200	OK	-	-	-	(empty)	-	-	-	-	-	FmBLuM2FcynyEjkC7j	image/jpeg
1389583674.241248	CMnsrx1Cd3L7zj8rt	192.168.17.10	1040	72.21.91.19	80	15	GET	www.besthealthmag.ca	/themes/besthealth_skin/images/sign-up-butt.gif	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	1629	200	OK	-	-	-	(empty)	-	-	-	-	-	FUin8o41ipqO5G4fVg	image/gif
1389583674.247987	CJzkWO2b7fIczzPqLg	192.168.17.10	1039	72.21.91.19	80	15	GET	www.besthealthmag.ca	/sites/default/files/images/Tofu-Salad.preview.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	18757	200	OK	-	-	-	(empty)	-	-	-	-	-	FVGcv32zJStkauryh	image/jpeg
1389583674.257798	CXvXFO3GEW5Y0Le1Mb	192.168.17.10	1037	72.21.91.19	80	9	GET	www.besthealthmag.ca	/sites/default/files/images/sleeping-woman.preview.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	12768	200	OK	-	-	-	(empty)	-	-	-	-	-	FE3z0838ROLhVWFhff	image/jpeg
1389583674.264393	Cx32oH1Bvjwu2c2kR6	192.168.17.10	1042	72.21.91.19	80	12	GET	www.besthealthmag.ca	/sites/default/files/images/colour_burst.preview.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	16190	200	OK	-	-	-	(empty)	-	-	-	-	-	F72vnt41GTlMchTtf7	image/jpeg
1389583674.274836	CUMxyyJuTMJLx7391	192.168.17.10	1038	72.21.91.19	80	17	GET	www.besthealthmag.ca	/themes/besthealth_skin/images/blue-bullet.gif	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	100	200	OK	-	-	-	(empty)	-	-	-	-	-	FgXvji1EwfX1hUnhu3	image/gif
1389583674.277694	CQveGG20Ip5pgyUMth	192.168.17.10	1041	72.21.91.19	80	13	GET	www.besthealthmag.ca	/themes/besthealth_skin/images/more-bh-h1.gif	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	1560	200	OK	-	-	-	(empty)	-	-	-	-	-	FToj6QmRAnfrYxLAf	image/gif
1389583674.293588	CMnsrx1Cd3L7zj8rt	192.168.17.10	1040	72.21.91.19	80	16	GET	www.besthealthmag.ca	/themes/besthealth_skin/images/signup-newsletter-h1.gif	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	1817	200	OK	-	-	-	(empty)	-	-	-	-	-	F6ACur3ACeJ7g2q12	image/gif
1389583674.308053	CJzkWO2b7fIczzPqLg	192.168.17.10	1039	72.21.91.19	80	16	GET	www.besthealthmag.ca	/themes/besthealth_skin/images/healthy-recipes-h1.gif	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	2229	200	OK	-	-	-	(empty)	-	-	-	-	-	FnuFJ71ocb3NJOtyI9	image/gif
1389583674.319977	CXvXFO3GEW5Y0Le1Mb	192.168.17.10	1037	72.21.91.19	80	10	GET	www.besthealthmag.ca	/themes/besthealth_skin/images/hot-blog-h2.gif	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	2386	200	OK	-	-	-	(empty)	-	-	-	-	-	FMzw5a3Rx45YsUJOie	image/gif
1389583674.323401	Cx32oH1Bvjwu2c2kR6	192.168.17.10	1042	72.21.91.19	80	13	GET	www.besthealthmag.ca	/themes/besthealth_skin/images/editor-picks.gif	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	2121	200	OK	-	-	-	(empty)	-	-	-	-	-	Fc39wf2xrkxAoPoMI	image/gif
1389583674.325607	CUMxyyJuTMJLx7391	192.168.17.10	1038	72.21.91.19	80	18	GET	www.besthealthmag.ca	/themes/besthealth_skin/images/must-read.gif	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	1999	200	OK	-	-	-	(empty)	-	-	-	-	-	F8YsDL2ceKFRQHW2D7	image/gif
1389583674.334287	CQveGG20Ip5pgyUMth	192.168.17.10	1041	72.21.91.19	80	14	GET	www.besthealthmag.ca	/themes/besthealth_skin/images/slide-show-h2.gif	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	2255	200	OK	-	-	-	(empty)	-	-	-	-	-	FyECU04QJJvE7Sn6Fg	image/gif
1389583674.350901	CMnsrx1Cd3L7zj8rt	192.168.17.10	1040	72.21.91.19	80	17	GET	www.besthealthmag.ca	/themes/besthealth_skin/images/image-bg-ss.gif	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	1079	200	OK	-	-	-	(empty)	-	-	-	-	-	FOqUBKqXeR4OPM44i	image/gif
1389583674.382018	CJzkWO2b7fIczzPqLg	192.168.17.10	1039	72.21.91.19	80	17	GET	www.besthealthmag.ca	/themes/besthealth_skin/images/en/ad_warning_bigbox.gif	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	198	200	OK	-	-	-	(empty)	-	-	-	-	-	FeBlAW3fxB0T1C4pW	image/gif
1389583674.380634	C8kmkk3nnTE6o5yDAj	192.168.17.10	1056	74.125.224.188	80	1	GET	ad.doubleclick.net	/N5479/adj/theloop.en.besthealth/hub;tile=2;sz=300x250;ord=6727733075340?	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	1626	200	OK	-	-	-	(empty)	-	-	-	-	-	FY12CQ3yFXmHVHL3v	text/plain
1389583674.296365	CisluG4Gv1T1JDAblk	192.168.17.10	1054	173.252.112.23	80	1	GET	www.facebook.com	/plugins/likebox.php?id=7974553010&width=228&connections=0&stream=true&header=false&height=260	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	20226	200	OK	-	-	-	(empty)	-	-	-	-	-	FSCRgq2oWm811Uv8Sg	text/html
1389583674.497071	Cyze7721c0xMS4RuC3	192.168.17.10	1057	74.125.224.251	80	1	GET	s0.2mdn.net	/879366/flashwrite_1_2.js	http://ad.doubleclick.net/adi/N7916.126715.SYMPATICOMSN/B7983850.2;sz=728x90;ord=983057;click=http://adclick.g.doubleclick.net/aclk%253Fsa%253DL%2526ai%253DBS6mhxFzTUqaZD4eTlAKC14G4Boe-rMIDAAAAEAEgADgAWK_GztNoYMne1IbIo6AZggEXY2EtcHViLTU4Nzk0MjQwMzAxMTM5MTKyARR3d3cuYmVzdGhlYWx0aG1hZy5jYboBCWdmcF9pbWFnZcgBCdoBHGh0dHA6Ly93d3cuYmVzdGhlYWx0aG1hZy5jYS_AAgLgAgDqAh41NDc5L3RoZWxvb3AuZW4uYmVzdGhlYWx0aC9odWL4AoLSHpAD8AGYA6QDqAMB0ASQTuAEAaAGFg%2526num%253D0%2526sig%253DAOD64_3kP3SHa92fRCcjnBZAC9U1iMje8w%2526client%253Dca-pub-5879424030113912%2526adurl%253Dhttp%3A%2F%2Fbell-serve.acuityplatform.com%3A8080%2FAdserver%2Flanding%3Fbc%3D983057%26position%3D3%26bannerid%3D112905%26campaignid%3D20065%26mastercampaignid%3D7021%26sizeid%3D2%26exid%3D7%26adid%3D7%26xuid%3D4a164d5a-f358-453b-9547-af5d652423b9%26agentcode%3D20%26geocode%3D6%26geostrcode%3DUSCA%26siteid%3D20787%26pubid%3D1%26reqid%3Dc7d8ceb4-e544-4f5f-8afa-60046f5e617d%26ip%3D40eb9b51%26ts%3D14389a2602f%26test%3D0%26cnt%3DUS%26rg%3DCA%26cty%3DCampbell%26ag%3D7%26gnd%3D2%26uq%3D0%26sg%3D0%26sgs%3D%5B%5D%26tt%3Dc7d8ceb4-e544-4f5f-8afa-60046f5e617d%26uaos%3D3%26uab%3D4%26ist%3D14389a2602f%26pl%3D20788%26vrt%3D0%26vrl%3D%26bid%3D0.000000%26mhr%3D0.000000&landingUrl=;?	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	801	200	OK	-	-	-	(empty)	-	-	-	-	-	F5302x32zulgPRUIVl	text/plain
1389583674.587323	CLjd7K1tjvZCveDey	192.168.17.10	1049	74.125.224.109	80	3	GET	pagead2.googlesyndication.com	/pagead/js/lidar.js	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	0	304	Not Modified	-	-	-	(empty)	-	-	-	-	-	-	-
1389583674.583664	Cyze7721c0xMS4RuC3	192.168.17.10	1057	74.125.224.251	80	2	GET	s0.2mdn.net	/3755243/RBC_Insurance_JD_Power_728x90_en.swf	http://ad.doubleclick.net/adi/N7916.126715.SYMPATICOMSN/B7983850.2;sz=728x90;ord=983057;click=http://adclick.g.doubleclick.net/aclk%253Fsa%2	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	33710	200	OK	-	-	-	(empty)	-	-	-	-	-	FeGdRHkvpzZRcpGG8	application/x-shockwave-flash
1389583674.60166	CXtU2t3c7MlFRmDSXe	192.168.17.10	1058	38.71.5.31	80	1	GET	cdn.acuityplatform.com	/bell/acuityJTag.js	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	1220	200	OK	-	-	-	(empty)	-	-	-	-	-	Fa637d4enR3V6fJy78	text/html
1389583674.713213	Clvutw4Rg5l4NzSOUb	192.168.17.10	1060	63.141.192.98	80	1	GET	static.ak.fbcdn.net	/rsrc.php/v2/yK/r/uGFy9lAuh_c.png	http://www.facebook.com/plugins/likebox.php?id=7974553010&width=228&connections=0&stream=true&header=false&height=260	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	1867	200	OK	-	-	-	(empty)	-	-	-	-	-	FngC2Z2g2XMaX5T1Za	image/png
1389583674.712962	CKQxwxnhqJH0zHiU5	192.168.17.10	1061	63.141.192.98	80	1	GET	static.ak.fbcdn.net	/rsrc.php/v2/yu/r/swikEBhTvwX.js	http://www.facebook.com/plugins/likebox.php?id=7974553010&width=228&connections=0&stream=true&header=false&height=260	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	188273	200	OK	-	-	-	(empty)	-	-	-	-	-	FD4kxJ1NagBuiFhunl	text/plain
1389583674.747481	CXvXFO3GEW5Y0Le1Mb	192.168.17.10	1037	72.21.91.19	80	11	GET	www.besthealthmag.ca	/themes/besthealth_skin/images/banner-right-light-blue-cut.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	565	200	OK	-	-	-	(empty)	-	-	-	-	-	FZGgz91IvUmbwIfiSj	image/jpeg
1389583674.747847	Cx32oH1Bvjwu2c2kR6	192.168.17.10	1042	72.21.91.19	80	14	GET	www.besthealthmag.ca	/sites/default/files/images/en_116x83_ej_BHrrspWOP_01.gif	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	2482	200	OK	-	-	-	(empty)	-	-	-	-	-	FqmcMi2z7KYF4Prc0h	image/gif
1389583674.748425	CWFHNB1wvlisTNBbg1	192.168.17.10	1063	23.212.52.65	80	1	GET	fpdownload2.macromedia.com	/get/flashplayer/update/current/xml/version_en_win_ax.xml	-	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	1385	200	OK	-	-	-	(empty)	-	-	-	-	-	FOdDRt39tSNfaK8ybk	text/plain
