#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	http
#open	2014-04-03-10-42-58
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	trans_depth	method	host	uri	referrer	user_agent	request_body_len	response_body_len	status_code	status_msg	info_code	info_msg	filename	tags	username	password	proxied	orig_fuids	orig_mime_types	resp_fuids	resp_mime_types
#types	time	string	addr	port	addr	port	count	string	string	string	string	string	count	count	count	string	count	string	string	table[enum]	string	string	table[string]	vector[string]	vector[string]	vector[string]	vector[string]
1340599222.655513	C16PpC2KkqFwz3F8Jf	192.168.54.10	1030	212.112.131.20	80	1	GET	jubiichat.dk	/	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	163	302	Found	-	-	-	(empty)	-	-	-	-	-	FWGJhD4ZCLepSFhiTc	text/html
1340599229.0264	CnP4OtmE4H9igZfJj	192.168.54.10	1060	74.125.127.148	80	2	GET	s0.2mdn.net	/879366/flashwrite_1_2.js	http://dk.worldsbiggestchat.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	304	Not Modified	-	-	-	(empty)	-	-	-	-	-	-	-
1340599228.850844	CYWlML1cSXlpk9z3Fd	192.168.54.10	1062	37.59.91.49	80	1	GET	klmmoney.info	/?551db4dadab44e520b4de1fc6f3753a2=23&08fb71e1b692324b5161927051a516cd=media-goway.info&922af8cce0a532cf1f10bc13ec03994a	http://media-goway.info/banners.cgi?advert_id=1&banner_id=1&chid=341aa8fca26bcff7830499c1c5f8e359	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1027	200	OK	-	-	-	(empty)	-	-	-	-	-	Fhldmf4nQ10mcVXc8g	text/html
1340599229.049639	CwICRW3A298IorYD67	192.168.54.10	1061	74.125.127.148	80	3	GET	s0.2mdn.net	/3641295/visitskane_version-b_930x180.swf	http://dk.worldsbiggestchat.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	48023	200	OK	-	-	-	(empty)	-	-	-	-	-	FuaOD44aVH6zmxbTP5	application/x-shockwave-flash
1340599229.029181	CWtMfJ3QdBj6cvQvt4	192.168.54.10	1056	77.66.25.150	80	4	GET	p.worldsbiggestchat.com	/PhotoChat/DK/l690d5650eb354d92bebce988c8daa332.jpg	http://dk.worldsbiggestchat.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	3557	200	OK	-	-	-	(empty)	-	-	-	-	-	FpqP0m1cMW1ZL33eVf	image/jpeg
1340599229.029959	C1St77kohDfoSGFm5	192.168.54.10	1057	77.66.25.150	80	4	GET	p.worldsbiggestchat.com	/PhotoChat/DK/l3045b78a3dac46d7abdbfc6d3d974f48.jpg	http://dk.worldsbiggestchat.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	3889	200	OK	-	-	-	(empty)	-	-	-	-	-	FZ802m1JA9o7JnOt1c	image/jpeg
1340599228.198954	CrExJdwi5eFzM8CUk	192.168.54.10	1058	141.101.124.171	80	1	GET	g.chatwbc.com	/gfx/i/20120305/csg-4de3fc3590fc6.gif	http://dk.worldsbiggestchat.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	45459	200	OK	-	-	-	(empty)	-	-	-	-	-	FVy0i24SXPgduK91df	image/gif
1340599229.222894	CWtMfJ3QdBj6cvQvt4	192.168.54.10	1056	77.66.25.150	80	5	GET	p.worldsbiggestchat.com	/PhotoChat/DK/l4cb1c092abad4617b7be98b01f6fa3e3.jpg	http://dk.worldsbiggestchat.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	3558	200	OK	-	-	-	(empty)	-	-	-	-	-	FybAODv5N7p23EJv3	image/jpeg
1340599229.229211	C1St77kohDfoSGFm5	192.168.54.10	1057	77.66.25.150	80	5	GET	p.worldsbiggestchat.com	/PhotoChat/DK/ld3fb0c4fb5b847089179a2ae5a4c680b.jpg	http://dk.worldsbiggestchat.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	5814	200	OK	-	-	-	(empty)	-	-	-	-	-	Fbp1ea3rAPvUvOghs9	image/png
1340599229.401174	CMXQ4b2mOO2SXztMNb	192.168.54.10	1064	74.125.127.95	80	1	GET	ajax.googleapis.com	/ajax/libs/jquery/1.6.2/jquery.min.js	http://dk.worldsbiggestchat.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	91556	200	OK	-	-	-	(empty)	-	-	-	-	-	F0suPX1D9KY0mi6uCl	text/html
1340599229.505767	C1S1YG2OTFAkHjFxj9	192.168.54.10	1033	141.101.124.171	80	3	GET	g.chatwbc.com	/jscript/jquery.fancybox-1.3.4.pack.js	http://dk.worldsbiggestchat.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	15036	200	OK	-	-	-	(empty)	-	-	-	-	-	FdEK4S3aok0SeYGP0l	text/plain
1340599229.555734	CrExJdwi5eFzM8CUk	192.168.54.10	1058	141.101.124.171	80	2	GET	g.chatwbc.com	/jscript/chosen.jquery.min.js	http://dk.worldsbiggestchat.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	21938	200	OK	-	-	-	(empty)	-	-	-	-	-	FaLcHV2PPK0RQEKlcb	text/plain
1340599229.566289	C1S1YG2OTFAkHjFxj9	192.168.54.10	1033	141.101.124.171	80	4	GET	g.chatwbc.com	/jscript/jubii.2011081201.min.js	http://dk.worldsbiggestchat.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	9276	200	OK	-	-	-	(empty)	-	-	-	-	-	FvI9zK15PzkvIsUcQ	text/plain
1340599229.713087	Cfcior2IpnG1DDsTxa	192.168.54.10	1031	77.66.25.60	80	2	GET	dk.worldsbiggestchat.com	/adimages/	http://dk.worldsbiggestchat.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	231	200	OK	-	-	-	(empty)	-	-	-	-	-	FhNdKnIOo58dtCX1	text/html
1340599229.874812	C30gsq3IWVAmfzJ3gb	192.168.54.10	1065	77.66.25.60	80	1	GET	dk.worldsbiggestchat.com	/adimages/textlink-ads.jpg	http://dk.worldsbiggestchat.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	5064	200	OK	-	-	-	(empty)	-	-	-	-	-	FykiTa3z34Pg5et6T	image/png
1340599230.285758	C1S1YG2OTFAkHjFxj9	192.168.54.10	1033	141.101.124.171	80	5	GET	g.chatwbc.com	/gfx/fancybox/blank.gif	http://dk.worldsbiggestchat.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	43	200	OK	-	-	-	(empty)	-	-	-	-	-	F4b10S2oDhLfKNvIel	image/gif
1340599230.285397	CrExJdwi5eFzM8CUk	192.168.54.10	1058	141.101.124.171	80	3	GET	g.chatwbc.com	/gfx/fancybox/fancybox.png	http://dk.worldsbiggestchat.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	14569	200	OK	-	-	-	(empty)	-	-	-	-	-	FmTdZQ19npRI5sRrs5	image/png
1340599230.292296	C1S1YG2OTFAkHjFxj9	192.168.54.10	1033	141.101.124.171	80	6	GET	g.chatwbc.com	/gfx/fancybox/blank.gif	http://dk.worldsbiggestchat.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	43	200	OK	-	-	-	(empty)	-	-	-	-	-	FHzQEU1d76pCWXFCk4	image/gif
1340599230.328966	Cfcior2IpnG1DDsTxa	192.168.54.10	1031	77.66.25.60	80	3	GET	dk.worldsbiggestchat.com	/gfx/fancybox/fancy_loading.png	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1952	200	OK	-	-	-	(empty)	-	-	-	-	-	FBEE6Z30lD0ek3WjKc	text/html
1340599230.562129	Cx4Hgf36JsOQIKftL6	192.168.54.10	1066	12.129.210.71	80	1	GET	bs.serving-sys.com	/BurstingPipe/adServer.bs?cn=int&iv=2&int=9710365~~0~~456450~^ebBelowTheFold~0~0~01020^ebAdDuration~3~0~01020^ebDwellTime~1~0~01020&usercookie==&OptOut=0&ebRandom=0.40292914869880253&flv=10.032&wmpv=9&res=2	http://dk.worldsbiggestchat.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	200	OK	-	-	-	(empty)	-	-	-	-	-	-	-
1340599230.578109	C30gsq3IWVAmfzJ3gb	192.168.54.10	1065	77.66.25.60	80	2	GET	dk.worldsbiggestchat.com	/gfx/fancybox/fancy_close.png	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1952	200	OK	-	-	-	(empty)	-	-	-	-	-	FklCSEIksFTVPxxbj	text/html
1340599230.741327	Cfcior2IpnG1DDsTxa	192.168.54.10	1031	77.66.25.60	80	4	GET	dk.worldsbiggestchat.com	/gfx/fancybox/fancy_nav_left.png	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1952	200	OK	-	-	-	(empty)	-	-	-	-	-	Fez77d1p7ykmORGcc5	text/html
1340599230.904166	C30gsq3IWVAmfzJ3gb	192.168.54.10	1065	77.66.25.60	80	3	GET	dk.worldsbiggestchat.com	/gfx/fancybox/fancy_nav_right.png	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1952	200	OK	-	-	-	(empty)	-	-	-	-	-	FCinyg3b8P9v35rWai	text/html
1340599231.309983	CZXJJ33Q9qNfBejxB7	192.168.54.10	1067	37.59.91.49	80	1	GET	klmmoney.info	/?f5530c9da56083409270d4607040cd66	-	Mozilla/4.0 (Windows XP 5.1) Java/1.6.0_10	0	6913	200	OK	-	-	-	(empty)	-	-	-	-	-	Fq2nUR2812Y0EBXSI9	application/jar
1340599231.312105	CaXQxh2ygudndfCHPc	192.168.54.10	1068	37.59.91.49	80	1	GET	klmmoney.info	/?12c3af2bda420d967dad6a93374128d6	-	Mozilla/4.0 (Windows XP 5.1) Java/1.6.0_10	0	9079	200	OK	-	-	-	(empty)	-	-	-	-	-	FonlLs4asANDM9KT9j	application/jar
1340599231.630779	Co1xqX1rlvgrk1Unx1	192.168.54.10	1069	37.59.91.49	80	1	GET	klmmoney.info	/?f5530c9da56083409270d4607040cd66	-	Mozilla/4.0 (Windows XP 5.1) Java/1.6.0_10	0	6913	200	OK	-	-	-	(empty)	-	-	-	-	-	F6XlkCrBRcrs7Q0t5	application/jar
1340599231.633037	CTUtmE7nlgmrJQ6Ti	192.168.54.10	1070	37.59.91.49	80	1	GET	klmmoney.info	/?12c3af2bda420d967dad6a93374128d6	-	Mozilla/4.0 (Windows XP 5.1) Java/1.6.0_10	0	9079	200	OK	-	-	-	(empty)	-	-	-	-	-	FCoYbp2Dsb8wyBN389	application/jar
1340599231.992823	C0bYFm4rYibRNhtZE	192.168.54.10	1071	37.59.91.49	80	1	GET	klmmoney.info	/?f5530c9da56083409270d4607040cd66	-	Mozilla/4.0 (Windows XP 5.1) Java/1.6.0_10	0	6913	200	OK	-	-	-	(empty)	-	-	-	-	-	FAG8pw1pRnWasVdIub	application/jar
1340599231.999384	CzLo7ZRJwXtHGQ7nh	192.168.54.10	1072	37.59.91.49	80	1	GET	klmmoney.info	/?12c3af2bda420d967dad6a93374128d6	-	Mozilla/4.0 (Windows XP 5.1) Java/1.6.0_10	0	9079	200	OK	-	-	-	(empty)	-	-	-	-	-	FUDTlf4DcIw5TNVLP7	application/jar
1340599233.09581	C2Kfcr43dphP7TW9c1	192.168.54.10	1074	37.59.91.49	80	1	GET	klmmoney.info	/com.class	-	Mozilla/4.0 (Windows XP 5.1) Java/1.6.0_10	0	261	404	Not Found	-	-	-	(empty)	-	-	-	-	-	FV7lB436EERIFl8QKc	text/html
1340599233.41099	CVFF8a1XI8VgU2f6pi	192.168.54.10	1075	37.59.91.49	80	1	GET	klmmoney.info	/edu.class	-	Mozilla/4.0 (Windows XP 5.1) Java/1.6.0_10	0	261	404	Not Found	-	-	-	(empty)	-	-	-	-	-	FZayVx2BApwvtx50x1	text/html
1340599232.603484	CIuVQx4PlXKWSAfaug	192.168.54.10	1073	37.59.91.49	80	1	GET	klmmoney.info	/?d0840fb8ded98c03b9f64eeef772b9cc	-	Java/1.6.0_10	0	344824	200	OK	-	-	-	(empty)	-	-	-	-	-	FlvgV92Gs4o8ALgKv	application/x-dosexec
1340599233.715119	CirI7b4f2YkXi36wn2	192.168.54.10	1076	37.59.91.49	80	1	GET	klmmoney.info	/net.class	-	Mozilla/4.0 (Windows XP 5.1) Java/1.6.0_10	0	261	404	Not Found	-	-	-	(empty)	-	-	-	-	-	FwNY6o4yohCvdjBp09	text/html
1340599234.021265	CXKBS73VPkrypVj2k7	192.168.54.10	1078	37.59.91.49	80	1	GET	klmmoney.info	/org.class	-	Mozilla/4.0 (Windows XP 5.1) Java/1.6.0_10	0	261	404	Not Found	-	-	-	(empty)	-	-	-	-	-	F4zx0K3FamzIx8gau9	text/html
1340599233.989881	CxQLtLRjZrDPGFx6d	192.168.54.10	1077	37.59.91.49	80	1	GET	klmmoney.info	/?3def888bba7c2ce1aa8a76d40b2dac1b	-	Java/1.6.0_10	0	120832	200	OK	-	-	-	(empty)	-	-	-	-	-	FfXOdNEh191SBPL5k	application/x-dosexec
1340599234.423822	C4nN8T1378QxLmS8hc	192.168.54.10	1079	37.59.91.49	80	1	GET	klmmoney.info	/?55b62eafc2987982f88cf6d78c02252e	-	Mozilla/4.0 (Windows XP 5.1) Java/1.6.0_10	0	344824	200	OK	-	-	-	(empty)	-	-	-	-	-	Fy5mgn4m80xRJQCiW	application/x-dosexec
1340599234.886445	Cr5J8s3xA5RbP9G3L5	192.168.54.10	1080	37.59.91.49	80	1	GET	klmmoney.info	/?476db98948164e67fe74219dd5829710	-	Java/1.6.0_10	0	344824	200	OK	-	-	-	(empty)	-	-	-	-	-	Fvdt4x0pV9lQhNBIi	application/x-dosexec
1340599235.829088	CUNjRf2B3VgBp6PXnb	192.168.54.10	1083	37.59.91.49	80	1	GET	klmmoney.info	/?b94ec7b2272f0b533949525850c828de	-	Mozilla/4.0 (Windows XP 5.1) Java/1.6.0_10	0	120832	200	OK	-	-	-	(empty)	-	-	-	-	-	FOr9Ii4z2o6xc3uKa8	application/x-dosexec
1340599236.775099	CziVwl3rd9vfi7v3a8	192.168.54.10	1084	37.59.91.49	80	1	GET	klmmoney.info	/?c0f57d893ad3be1017454d3621d6610f	-	Mozilla/4.0 (Windows XP 5.1) Java/1.6.0_10	0	344824	200	OK	-	-	-	(empty)	-	-	-	-	-	FTzaoG3ATl1OktlUbk	application/x-dosexec
1340599250.377414	CeXzh02lEQnz5GBjCc	192.168.54.10	1085	78.140.131.158	80	1	GET	megaupload.com	/file/id=BAA8AAEAStEAAAEFCBcAAAAAAAAAAAAAAAAAAABCDAYUCwAAAE67b5HhEXC9rLhwgiZvmW8AAFVVVVVVVVVVVVVVVVVVVVWtUs0BuvKp8krRAABVd3Vtc219Y29lczMyaGc4Zzg4AkaTNQrd_hNvAAAAAAA0VgAA&rt=AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)	0	523	404	Not Found	-	-	-	(empty)	-	-	-	-	-	FOJs5C4B40S5x3P7gf	text/html
#close	2014-04-03-10-42-59
