#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	http
#open	2014-04-03-10-55-34
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	trans_depth	method	host	uri	referrer	user_agent	request_body_len	response_body_len	status_code	status_msg	info_code	info_msg	filename	tags	username	password	proxied	orig_fuids	orig_mime_types	resp_fuids	resp_mime_types
#types	time	string	addr	port	addr	port	count	string	string	string	string	string	count	count	count	string	count	string	string	table[enum]	string	string	table[string]	vector[string]	vector[string]	vector[string]	vector[string]
1357968042.534335	CmapHT1jfD1ZShCwN6	192.168.28.10	1030	62.149.128.166	80	1	GET	riparazioneiphoneipadfirenze.it	/	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	251	301	Moved Permanently	-	-	-	(empty)	-	-	-	-	-	F7NZZX2TJs0KRqEm9e	text/html
1357968049.646334	CuElYw4npu87G4mGf1	192.168.28.10	1037	74.53.110.114	80	2	GET	bluemountainrx.com	/987.pdf	http://bluemountainrx.com/maes.htm?i=1094819	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	6395	200	OK	-	-	-	(empty)	-	-	-	-	-	F4yI2fkmskt5cYNX3	binary
1357968050.533591	CJzT113QYvtUXmTQ08	192.168.28.10	1046	69.171.224.42	80	1	GET	www.facebook.com	/plugins/like.php?api_key=&locale=it_IT&sdk=joey&channel_url=http://static.ak.facebook.com/connect/xd_arbiter.php?version=18#cb=f1a0db54da459a6&origin=http%3A%2F%2Fwww.riparazioneiphoneipadfirenze.it%2Ff36679cf45030b4&domain=www.riparazioneiphoneipadfirenze.it&relation=parent.parent&href=http://www.neosystemfirenze.it&node_type=1&width=150&layout=button_count&colorscheme=light&show_faces=false&send=true&extended_social_context=false	http://www.riparazioneiphoneipadfirenze.it/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	16623	200	OK	-	-	-	(empty)	-	-	-	-	-	F9sPPBblSMANJZt89	text/html
1357968049.026475	Ck68Yz4l2TBRnRs3l	192.168.28.10	1044	87.229.26.124	80	1	GET	dimenziozenekar.hu	/maes.htm?i=1094819	http://www.riparazioneiphoneipadfirenze.it/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	160	404	Not Found	-	-	-	(empty)	-	-	-	-	-	FQ529XH6ztqIjHECf	text/html
1357968049.139204	CeZ9zH3OUYZpImrOo9	192.168.28.10	1045	87.229.26.124	80	1	GET	dimenziozenekar.hu	/maes.htm?i=1094819	http://www.riparazioneiphoneipadfirenze.it/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	160	404	Not Found	-	-	-	(empty)	-	-	-	-	-	F8Ha55EIFW8W5A11	text/html
1357968052.163806	Cl9HS43XapReQ65Ml	192.168.28.10	1052	96.17.161.106	80	1	GET	b.static.ak.fbcdn.net	/rsrc.php/v2/yx/x/0euv3wyvhWe.gif	http://www.facebook.com/plugins/like.php?api_key=&locale=it_IT&sdk=joey&channel_url=http%3A%2F%2Fstatic.ak.facebook.com%2Fconnect%2Fxd_arbiter.php%3Fversion%3D18%23cb%3Df1a0db54da459a6%26origin%3Dhttp%253A%252F%252Fwww.riparazioneiphoneipadfirenze.it%252Ff36679cf45030b4%26domain%3Dwww.riparazioneiphoneipadfirenze.it%26relation%3Dparent.parent&href=http%3A%2F%2Fwww.neosystemfirenze.it&node_type=1&width=150&layout=button_count&colorscheme=light&show_faces=false&send=true&extended_social_context=false	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	843	200	OK	-	-	-	(empty)	-	-	-	-	-	FfJ7Jh1Zf0JLVmfyil	image/gif
1357968051.75534	CxQsP632XBtD7Og5T6	192.168.28.10	1049	96.17.161.106	80	1	GET	static.ak.fbcdn.net	/rsrc.php/v2/yB/r/-DiT-_JhaE6.js	http://www.facebook.com/plugins/like.php?api_key=&locale=it_IT&sdk=joey&channel_url=http%3A%2F%2Fstatic.ak.facebook.com%2Fconnect%2Fxd_arbiter.php%3Fversion%3D18%23cb%3Df1a0db54da459a6%26origin%3Dhttp%253A%252F%252Fwww.riparazioneiphoneipadfirenze.it%252Ff36679cf45030b4%26domain%3Dwww.riparazioneiphoneipadfirenze.it%26relation%3Dparent.parent&href=http%3A%2F%2Fwww.neosystemfirenze.it&node_type=1&width=150&layout=button_count&colorscheme=light&show_faces=false&send=true&extended_social_context=false	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	118841	200	OK	-	-	-	(empty)	-	-	-	-	-	FuxG2i4kt6Qeiryedi	text/plain
1357968051.440624	CykeYc2BrzIewJef6b	192.168.28.10	1048	74.53.110.114	80	1	GET	bluemountainrx.com	/887.jar	-	Mozilla/4.0 (Windows XP 5.1) Java/1.6.0_10	0	0	404	Not Found	-	-	-	(empty)	-	-	-	-	-	-	-
1357968051.439601	Cht9HI23puNNk76ief	192.168.28.10	1047	74.53.110.114	80	1	GET	bluemountainrx.com	/332.jar	-	Mozilla/4.0 (Windows XP 5.1) Java/1.6.0_10	0	12767	200	OK	-	-	-	(empty)	-	-	-	-	-	FAn3pD1S6qk9eyXd4d	application/jar
1357968052.255097	CykeYc2BrzIewJef6b	192.168.28.10	1048	74.53.110.114	80	2	GET	bluemountainrx.com	/887.jar	-	Mozilla/4.0 (Windows XP 5.1) Java/1.6.0_10	0	0	404	Not Found	-	-	-	(empty)	-	-	-	-	-	-	-
1357968053.079874	CykeYc2BrzIewJef6b	192.168.28.10	1048	74.53.110.114	80	3	GET	bluemountainrx.com	/Runs.class	-	Mozilla/4.0 (Windows XP 5.1) Java/1.6.0_10	0	395	404	Not Found	-	-	-	(empty)	-	-	-	-	-	FCf0go2bp9FFD3L6Tf	text/html
1357968053.11264	CykeYc2BrzIewJef6b	192.168.28.10	1048	74.53.110.114	80	4	GET	bluemountainrx.com	/Runs/class.class	-	Mozilla/4.0 (Windows XP 5.1) Java/1.6.0_10	0	401	404	Not Found	-	-	-	(empty)	-	-	-	-	-	FteOWY2AMCUycoM3v8	text/html
1357968052.428443	Cht9HI23puNNk76ief	192.168.28.10	1047	74.53.110.114	80	2	GET	bluemountainrx.com	/332.jar	-	Mozilla/4.0 (Windows XP 5.1) Java/1.6.0_10	0	12767	200	OK	-	-	-	(empty)	-	-	-	-	-	FuNMJS3Nf6PHPTbAjj	application/jar
1357968053.336838	Cht9HI23puNNk76ief	192.168.28.10	1047	74.53.110.114	80	3	GET	bluemountainrx.com	/332.jar	-	Mozilla/4.0 (Windows XP 5.1) Java/1.6.0_10	0	12767	200	OK	-	-	-	(empty)	-	-	-	-	-	FMaKM22QG9Pdo8oFP2	application/jar
1357968054.680018	Cht9HI23puNNk76ief	192.168.28.10	1047	74.53.110.114	80	4	GET	bluemountainrx.com	/332.jar	-	Mozilla/4.0 (Windows XP 5.1) Java/1.6.0_10	0	12767	200	OK	-	-	-	(empty)	-	-	-	-	-	FGOkYw4ID7tlaW3qzl	application/jar
1357968056.171225	Cht9HI23puNNk76ief	192.168.28.10	1047	74.53.110.114	80	5	GET	bluemountainrx.com	/33.html	-	Mozilla/4.0 (Windows XP 5.1) Java/1.6.0_10	0	57360	200	OK	-	-	-	(empty)	-	-	-	-	-	F2VFWCOlQBuBFar2h	binary
1357968061.833111	C0BiYf4LAyQ246kLyg	192.168.28.10	1054	74.53.110.114	80	1	GET	bluemountainrx.com	/332.jar	-	Mozilla/4.0 (Windows XP 5.1) Java/1.6.0_10	0	12767	200	OK	-	-	-	(empty)	-	-	-	-	-	FMaGup2aM3q31e3QA7	application/jar
1357968067.718474	Cz1tmaDREvoXuiOFk	192.168.28.10	1055	85.17.24.226	80	1	GET	kheradsanat.com	/l.htm	-	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0)	0	181248	200	OK	-	-	-	(empty)	-	-	-	-	-	FJeJmw3D7GHD1Y5eEc	binary
1357968070.580159	Cz1tmaDREvoXuiOFk	192.168.28.10	1055	85.17.24.226	80	2	GET	kheradsanat.com	/l.htm	-	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0)	0	175616	200	OK	-	-	-	(empty)	-	-	-	-	-	FZrLbD3XYEhTBOE8V5	binary
1357968072.164121	CEIv6U36KX3pMTREQ3	192.168.28.10	1057	50.22.196.70	80	1	GET	j.maxmind.com	/app/geoip.js	-	-	0	502	200	OK	-	-	-	(empty)	-	-	-	-	-	FXbJXD4n3t9Okj3czk	text/plain
1357968073.546737	CYeQCT2ySule37AnGf	192.168.28.10	1079	96.17.161.123	80	1	GET	b.static.ak.fbcdn.net	/rsrc.php/v2/yx/x/0euv3wyvhWe.gif	http://www.facebook.com/plugins/like.php?api_key=&locale=it_IT&sdk=joey&channel_url=http%3A%2F%2Fstatic.ak.facebook.com%2Fconnect%2Fxd_arbiter.php%3Fversion%3D18%23cb%3Df1a0db54da459a6%26origin%3Dhttp%253A%252F%252Fwww.riparazioneiphoneipadfirenze.it%252Ff36679cf45030b4%26domain%3Dwww.riparazioneiphoneipadfirenze.it%26relation%3Dparent.parent&href=http%3A%2F%2Fwww.neosystemfirenze.it&node_type=1&width=150&layout=button_count&colorscheme=light&show_faces=false&send=true&extended_social_context=false	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	843	200	OK	-	-	-	(empty)	-	-	-	-	-	Fed2X71uP0M1nEQA2	image/gif
1357968071.436306	Cz1tmaDREvoXuiOFk	192.168.28.10	1055	85.17.24.226	80	3	GET	kheradsanat.com	/l.htm	-	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0)	0	463360	200	OK	-	-	-	(empty)	-	-	-	-	-	FmViHF1p0ggfwQlLNk	binary
1357968073.758195	Cz1tmaDREvoXuiOFk	192.168.28.10	1055	85.17.24.226	80	4	GET	kheradsanat.com	/l.htm	-	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0)	0	124928	200	OK	-	-	-	(empty)	-	-	-	-	-	F4rLTz17Ga3a1B1rq3	binary
1357968074.589808	Cz1tmaDREvoXuiOFk	192.168.28.10	1055	85.17.24.226	80	5	GET	kheradsanat.com	/l.htm	-	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0)	0	123	200	OK	-	-	-	(empty)	-	-	-	-	-	FToDHD3bs34H3DsXk	binary
1357968076.692942	CM1viH2TGEO8aVTOk2	192.168.28.10	1080	66.7.218.158	80	1	POST	agripinapolo.com	/default.php	-	Mozilla/4.0 (compatible; MSIE 5.0; Windows 98)	267	381	406	Not Acceptable	-	-	-	(empty)	-	-	-	FFl0da3n1bvtl6PY14	binary	FGIM0t4ra3pIMuEyGl	text/html
1357968079.910038	CQqHf91RrN761akWU1	192.168.28.10	1081	103.4.225.41	80	1	GET	103.4.225.41	/api/urls/?ts=97814978&affid=70800	-	Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/5.0);(b:2600;c:AMD-32F0;l:09)	0	64	200	OK	-	-	-	(empty)	-	-	-	-	-	FTsLh71NuH91WnnGCg	text/plain
1357968081.038528	CJNHao48mZSKMcoDmh	192.168.28.10	1082	5.104.106.56	80	1	GET	olqjq.fhsbfs.tk	/get_soft_demo.php?ts=97814978&affid=7080	-	Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/5.0);(b:2600;c:AMD-32F0;l:09)	0	225792	200	OK	-	-	-	(empty)	-	-	-	-	-	FH38iJ5EfAo5ANyZi	application/x-dosexec
1357968081.877224	C6mXFWNWiFOsIdtHa	192.168.28.10	1083	66.7.218.158	80	1	POST	agripinapolo.com	/default.php	-	Mozilla/4.0 (compatible; MSIE 5.0; Windows 98)	267	381	406	Not Acceptable	-	-	-	(empty)	-	-	-	FdzkQJ1rhuBMgy7kD7	binary	FltJ5n3YJiHXabgg02	text/html
1357968087.439545	CZFpLV1oG6WppeUCpc	192.168.28.10	1084	66.7.218.158	80	1	POST	agripinapolo.com	/default.php	-	Mozilla/4.0 (compatible; MSIE 5.0; Windows 98)	267	381	406	Not Acceptable	-	-	-	(empty)	-	-	-	F08jT63m2qsRyruPUl	binary	FcfmAd1K76V9V3Z6Ri	text/html
1357968089.022828	CAavAu2UvRY4u2QgVe	192.168.28.10	1087	78.140.131.158	80	1	GET	megaupload.com	/upload/fid=BwCRAAEA5RoBAAEFCAAAAAAAAAAAAAAAAAAAAACQDQELCwAAAL27XEXiEXVcrLhygiZvmW9n7vBQAABVVVVVVVVVVVVVVVVVVVVVpfDNAcSyMezlGgEAVXd1bXNtfWNvZXMzMmhnOGc4OAJGkzUK3f4TbwAAAAAAAQcAAAAHAAAANFYA	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)	0	562	404	Not Found	-	-	-	(empty)	-	-	-	-	-	FO0L4b4Dlwlu0wyAt8	text/html
1357968092.815415	CUDGu73xMhtxmgXtkc	192.168.28.10	1093	66.7.218.158	80	1	POST	agripinapolo.com	/default.php	-	Mozilla/4.0 (compatible; MSIE 5.0; Windows 98)	267	381	406	Not Acceptable	-	-	-	(empty)	-	-	-	FmY5na1tNC9Qkaa6Gb	binary	FonixXvbwn8uZgxxb	text/html
1357968098.160187	CrTBMf2FTYccJo4PTk	192.168.28.10	1094	66.7.218.158	80	1	POST	agripinapolo.com	/default.php	-	Mozilla/4.0 (compatible; MSIE 5.0; Windows 98)	267	381	406	Not Acceptable	-	-	-	(empty)	-	-	-	FSZK8s4kCca0YtXtm2	binary	FaCoUs4k3FNbeYBaQj	text/html
1357968103.470944	CdSHGj48vaYmiAPKy1	192.168.28.10	1095	66.7.218.158	80	1	POST	agripinapolo.com	/default.php	-	Mozilla/4.0 (compatible; MSIE 5.0; Windows 98)	267	381	406	Not Acceptable	-	-	-	(empty)	-	-	-	FyXK8b4kZpLLtDn763	binary	F11sG04cScQ9qjhpEa	text/html
#close	2014-04-03-10-55-35
