#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	http
#open	2014-04-03-10-18-02
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	trans_depth	method	host	uri	referrer	user_agent	request_body_len	response_body_len	status_code	status_msg	info_code	info_msg	filename	tags	username	password	proxied	orig_fuids	orig_mime_types	resp_fuids	resp_mime_types
#types	time	string	addr	port	addr	port	count	string	string	string	string	string	count	count	count	string	count	string	string	table[enum]	string	string	table[string]	vector[string]	vector[string]	vector[string]	vector[string]
1323283736.925598	CuIov8Mta2zRG1tNk	192.168.31.10	1030	95.168.165.224	80	1	GET	bvonmovies.org	/	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	233	301	Moved Permanently	-	-	-	(empty)	-	-	-	-	-	FezZQ33aPcrXs4Rw5e	text/html
1323283792.122658	C010c63dHbaoObIK7c	192.168.31.10	1060	24.143.193.59	80	3	GET	assets0.patch-assets.com	/images/video_thumbnail_overlays/video_thumb.png?1323243175	http://lawrenceville-ga.patch.com/?ncid=keywrduspatc00000053&utm_source=bl&utm_medium=cpc&utm_term=1265042_590123&utm_campaign=lawrenceville-ga	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	689	200	OK	-	-	-	(empty)	-	-	-	-	-	FUOxGcjH8hGn101Kk	image/png
1323283792.123689	Chv54w2TtukyBfkUrj	192.168.31.10	1067	24.143.193.34	80	1	GET	o4.aolcdn.com	/dims-shared/dims3/PATCH/thumbnail/43x55/crop/43x43+0+6/http://hss-prod.hss.aol.com/hss/storage/patch/d4b7adac4f61dd0c8d8abccca3fa092d	http://lawrenceville-ga.patch.com/?ncid=keywrduspatc00000053&utm_source=bl&utm_medium=cpc&utm_term=1265042_590123&utm_campaign=lawrenceville-ga	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1367	200	OK	-	-	-	(empty)	-	-	-	-	-	Ft9Exg1VbuKmyBBXn1	image/jpeg
1323283792.127637	CsZKz11mbk8P7ucBIg	192.168.31.10	1058	24.143.193.59	80	5	GET	assets0.patch-assets.com	/images/adminable/pin.png?1323243175	http://lawrenceville-ga.patch.com/?ncid=keywrduspatc00000053&utm_source=bl&utm_medium=cpc&utm_term=1265042_590123&utm_campaign=lawrenceville-ga	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	581	200	OK	-	-	-	(empty)	-	-	-	-	-	Fvn7GDyfvKwJYo1n4	image/png
1323283792.077762	C9mReC1RCf5rDy79r4	192.168.31.10	1066	24.143.193.9	80	1	GET	o3.aolcdn.com	/dims-shared/dims3/PATCH/resize/400x268/http://hss-prod.hss.aol.com/hss/storage/patch/7ae2af055c00fda897fba66b6a3be6d8	http://lawrenceville-ga.patch.com/?ncid=keywrduspatc00000053&utm_source=bl&utm_medium=cpc&utm_term=1265042_590123&utm_campaign=lawrenceville-ga	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	11844	200	OK	-	-	-	(empty)	-	-	-	-	-	FHqwPy3Urm2u2ZRMtj	image/jpeg
1323283792.129072	C9KWkC3qKWVVoadyoj	192.168.31.10	1070	24.143.193.9	80	1	GET	o.aolcdn.com	/ads/adsWrapper.js	http://lawrenceville-ga.patch.com/?ncid=keywrduspatc00000053&utm_source=bl&utm_medium=cpc&utm_term=1265042_590123&utm_campaign=lawrenceville-ga	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	17111	200	OK	-	-	-	(empty)	-	-	-	-	-	FOfgxs549d6PJH178	text/html
1323283792.123372	CRt42rGQ19eLfXbFa	192.168.31.10	1068	24.143.193.34	80	1	GET	o4.aolcdn.com	/dims-shared/dims3/PATCH/resize/543x45>/http://hss-prod.hss.aol.com/hss/storage/patch/755d05e55df2bdc65ceb15836e8bdeac	http://lawrenceville-ga.patch.com/?ncid=keywrduspatc00000053&utm_source=bl&utm_medium=cpc&utm_term=1265042_590123&utm_campaign=lawrenceville-ga	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	13373	200	OK	-	-	-	(empty)	-	-	-	-	-	FqxQK74B7Tl7pnTxJ3	image/png
1323283792.223508	C010c63dHbaoObIK7c	192.168.31.10	1060	24.143.193.59	80	4	GET	assets0.patch-assets.com	/images/widget_icons/arrow_down.png	http://lawrenceville-ga.patch.com/?ncid=keywrduspatc00000053&utm_source=bl&utm_medium=cpc&utm_term=1265042_590123&utm_campaign=lawrenceville-ga	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	950	200	OK	-	-	-	(empty)	-	-	-	-	-	FAYjzW3t7DXl5ZJwS5	image/png
1323283792.211686	CKlj4S32NmIKQohPF1	192.168.31.10	1054	205.188.87.51	80	2	GET	lawrenceville-ga.patch.com	/images/spinner.gif	http://lawrenceville-ga.patch.com/?ncid=keywrduspatc00000053&utm_source=bl&utm_medium=cpc&utm_term=1265042_590123&utm_campaign=lawrenceville-ga	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2037	200	OK	-	-	-	(empty)	-	-	-	-	-	FlHTgK1QHQmAxvC29k	image/gif
1323283792.237484	CsZKz11mbk8P7ucBIg	192.168.31.10	1058	24.143.193.59	80	6	GET	assets0.patch-assets.com	/images/styleguide/v1/sprites/icon_small-s82ed5c86b8.png	http://lawrenceville-ga.patch.com/?ncid=keywrduspatc00000053&utm_source=bl&utm_medium=cpc&utm_term=1265042_590123&utm_campaign=lawrenceville-ga	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	19439	200	OK	-	-	-	(empty)	-	-	-	-	-	FzFfgQldFCyb7ViR8	image/png
1323283792.326058	CrV8cs4h43fDMV4X6d	192.168.31.10	1065	24.143.193.59	80	3	GET	assets3.patch-assets.com	/javascripts/admin_library.js?1323243392	http://lawrenceville-ga.patch.com/?ncid=keywrduspatc00000053&utm_source=bl&utm_medium=cpc&utm_term=1265042_590123&utm_campaign=lawrenceville-ga	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	18304	200	OK	-	-	-	(empty)	-	-	-	-	-	FgJapj3zZ7okoQcTD6	text/plain
1323283792.324698	CmuXa73Pw4FEHHBTDg	192.168.31.10	1061	24.143.193.59	80	2	GET	assets2.patch-assets.com	/javascripts/ad_loader.js?1323243380	http://lawrenceville-ga.patch.com/?ncid=keywrduspatc00000053&utm_source=bl&utm_medium=cpc&utm_term=1265042_590123&utm_campaign=lawrenceville-ga	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1744	200	OK	-	-	-	(empty)	-	-	-	-	-	Fpv4Pg3daN0qiiKT41	text/plain
1323283792.436738	CKlj4S32NmIKQohPF1	192.168.31.10	1054	205.188.87.51	80	3	GET	lawrenceville-ga.patch.com	/_uac/adpage.html	http://lawrenceville-ga.patch.com/?ncid=keywrduspatc00000053&utm_source=bl&utm_medium=cpc&utm_term=1265042_590123&utm_campaign=lawrenceville-ga	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1742	200	OK	-	-	-	(empty)	-	-	-	-	-	Fu7nqOIB8udMZYBAb	text/html
1323283792.49901	CkCPJc4wG3SkQiYMdc	192.168.31.10	1059	24.143.193.49	80	4	GET	assets1.patch-assets.com	/images/spinner.gif?1323243175	http://lawrenceville-ga.patch.com/?ncid=keywrduspatc00000053&utm_source=bl&utm_medium=cpc&utm_term=1265042_590123&utm_campaign=lawrenceville-ga	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2037	200	OK	-	-	-	(empty)	-	-	-	-	-	Figc4a2lDfZtmAU506	image/gif
1323283792.50375	CLeNLw2vQZGMVFmTQ6	192.168.31.10	1072	24.143.193.34	80	1	GET	o1.aolcdn.com	/dims-shared/dims3/PATCH/thumbnail/44x43/crop/43x43+0+0/http://hss-prod.hss.aol.com/hss/storage/patch/35919604f6e66005cee1fb726805592c	http://lawrenceville-ga.patch.com/?ncid=keywrduspatc00000053&utm_source=bl&utm_medium=cpc&utm_term=1265042_590123&utm_campaign=lawrenceville-ga	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1334	200	OK	-	-	-	(empty)	-	-	-	-	-	FDB2Wl4VFm3l4ze484	image/jpeg
1323283792.507277	CTl6ZU1vMN20ywK2h	192.168.31.10	1073	24.143.193.9	80	1	GET	o5.aolcdn.com	/dims-shared/dims3/PATCH/thumbnail/43x43/crop/43x43+0+0/http://hss-prod.hss.aol.com/hss/storage/patch/f0d0cff06b9b8c8b970254a3cec06b24	http://lawrenceville-ga.patch.com/?ncid=keywrduspatc00000053&utm_source=bl&utm_medium=cpc&utm_term=1265042_590123&utm_campaign=lawrenceville-ga	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1393	200	OK	-	-	-	(empty)	-	-	-	-	-	F1PYfe2zlsH7XNFZnd	image/jpeg
1323283792.127408	CBIDwF17FCeihuPsYe	192.168.31.10	1069	205.188.95.51	80	1	GET	assets1.patch.com	/sprites/503bbc9e962255cf1fb7638a824edc9a.jpg?7246947-ts_small+8635928-ts_small+8387631-ts_small+7314417-thumbnail+7549316-thumbnail+8633827-thumbnail+8634449-thumbnail+8633656-thumbnail+8633335-thumbnail+7246947-thumbnail+6916401-thumbnail+8268566-small+8565182-small+6196694-small+8426255-small+4388538-small+2857178-thumbnail+2614177-thumbnail+2626693-thumbnail+3255695-thumbnail+5361527-premium+8189004-premium+8641845-thumbnail+8632405-thumbnail+8600384-thumbnail+8633815-thumbnail	http://lawrenceville-ga.patch.com/?ncid=keywrduspatc00000053&utm_source=bl&utm_medium=cpc&utm_term=1265042_590123&utm_campaign=lawrenceville-ga	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	103265	200	OK	-	-	-	(empty)	-	-	-	-	-	FcSL2emEWSBg3f4t7	image/jpeg
1323283792.511861	CcAlNf2ZnZqz9cWYr1	192.168.31.10	1057	24.143.193.59	80	3	GET	assets2.patch-assets.com	/images/patch_network_logo.png?1323243175	http://lawrenceville-ga.patch.com/?ncid=keywrduspatc00000053&utm_source=bl&utm_medium=cpc&utm_term=1265042_590123&utm_campaign=lawrenceville-ga	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	4886	200	OK	-	-	-	(empty)	-	-	-	-	-	FGH6AP2U40FJwJ8CCk	image/png
1323283792.325445	CFQKFo4dUMp5xxqjei	192.168.31.10	1064	24.143.193.59	80	3	GET	assets1.patch-assets.com	/javascripts/library.js?1323243385	http://lawrenceville-ga.patch.com/?ncid=keywrduspatc00000053&utm_source=bl&utm_medium=cpc&utm_term=1265042_590123&utm_campaign=lawrenceville-ga	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	492920	200	OK	-	-	-	(empty)	-	-	-	-	-	FooywU2CdxJPNMxqel	text/plain
1323283792.613683	CmuXa73Pw4FEHHBTDg	192.168.31.10	1061	24.143.193.59	80	3	GET	assets2.patch-assets.com	/images/widget_icons/pixel_gray_transparent.png	http://lawrenceville-ga.patch.com/?ncid=keywrduspatc00000053&utm_source=bl&utm_medium=cpc&utm_term=1265042_590123&utm_campaign=lawrenceville-ga	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	992	200	OK	-	-	-	(empty)	-	-	-	-	-	Fp0d3JkTjmC8p5Q14	image/png
1323283792.508014	CVslTD3gN6OddcG7Re	192.168.31.10	1071	78.159.110.36	80	1	GET	www.google.com	/recaptcha/api/js/recaptcha_ajax.js	http://lawrenceville-ga.patch.com/?ncid=keywrduspatc00000053&utm_source=bl&utm_medium=cpc&utm_term=1265042_590123&utm_campaign=lawrenceville-ga	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	4168	404	Not Found	-	-	-	(empty)	-	-	-	-	-	FYeOmQ0RmDd1lfzac	text/html
1323283792.614049	Cf6Z3F2H3aIDqWL1	192.168.31.10	1074	205.188.87.51	80	1	GET	lawrenceville-ga.patch.com	/images/stream_icons.png	http://lawrenceville-ga.patch.com/?ncid=keywrduspatc00000053&utm_source=bl&utm_medium=cpc&utm_term=1265042_590123&utm_campaign=lawrenceville-ga	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	10255	200	OK	-	-	-	(empty)	-	-	-	-	-	F8xE0L3KvpUuJmJsf3	image/png
1323283792.65257	Cf6Z3F2H3aIDqWL1	192.168.31.10	1074	205.188.87.51	80	2	GET	lawrenceville-ga.patch.com	/images/global/arrow_medium_up.png	http://lawrenceville-ga.patch.com/?ncid=keywrduspatc00000053&utm_source=bl&utm_medium=cpc&utm_term=1265042_590123&utm_campaign=lawrenceville-ga	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	255	200	OK	-	-	-	(empty)	-	-	-	-	-	FylpG34QQyMzEIgfua	image/png
1323283792.671643	Cf6Z3F2H3aIDqWL1	192.168.31.10	1074	205.188.87.51	80	3	GET	lawrenceville-ga.patch.com	/images/stream_review.png	http://lawrenceville-ga.patch.com/?ncid=keywrduspatc00000053&utm_source=bl&utm_medium=cpc&utm_term=1265042_590123&utm_campaign=lawrenceville-ga	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	967	200	OK	-	-	-	(empty)	-	-	-	-	-	FaYVrmhiThejvDBvb	image/png
1323283792.709766	Cf6Z3F2H3aIDqWL1	192.168.31.10	1074	205.188.87.51	80	4	GET	lawrenceville-ga.patch.com	/images/global/arrow_medium_down.png	http://lawrenceville-ga.patch.com/?ncid=keywrduspatc00000053&utm_source=bl&utm_medium=cpc&utm_term=1265042_590123&utm_campaign=lawrenceville-ga	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	249	200	OK	-	-	-	(empty)	-	-	-	-	-	FRzANJ3Mp8S7VqKgDi	image/png
1323283792.969347	CTl6ZU1vMN20ywK2h	192.168.31.10	1073	24.143.193.9	80	2	GET	o5.aolcdn.com	/hss/storage/patch/5406ca97463f833e3b531182770dcee9	http://lawrenceville-ga.patch.com/?ncid=keywrduspatc00000053&utm_source=bl&utm_medium=cpc&utm_term=1265042_590123&utm_campaign=lawrenceville-ga	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	60030	200	OK	-	-	-	(empty)	-	-	-	-	-	FdBxJmz6Ls1q0KQhd	image/jpeg
1323283792.969761	Cf6Z3F2H3aIDqWL1	192.168.31.10	1074	205.188.87.51	80	5	GET	lawrenceville-ga.patch.com	/images/green_plus.png	http://lawrenceville-ga.patch.com/?ncid=keywrduspatc00000053&utm_source=bl&utm_medium=cpc&utm_term=1265042_590123&utm_campaign=lawrenceville-ga	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	196	200	OK	-	-	-	(empty)	-	-	-	-	-	FEcdphHOJvfQLdx2g	image/png
1323283793.510742	Cf6Z3F2H3aIDqWL1	192.168.31.10	1074	205.188.87.51	80	6	GET	lawrenceville-ga.patch.com	/images/empty.gif	http://lawrenceville-ga.patch.com/?ncid=keywrduspatc00000053&utm_source=bl&utm_medium=cpc&utm_term=1265042_590123&utm_campaign=lawrenceville-ga	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	43	200	OK	-	-	-	(empty)	-	-	-	-	-	Ftlm0O18w5UL8kGFA8	image/gif
1323283793.529657	Cf6Z3F2H3aIDqWL1	192.168.31.10	1074	205.188.87.51	80	7	GET	lawrenceville-ga.patch.com	/images/empty.gif	http://lawrenceville-ga.patch.com/?ncid=keywrduspatc00000053&utm_source=bl&utm_medium=cpc&utm_term=1265042_590123&utm_campaign=lawrenceville-ga	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	43	200	OK	-	-	-	(empty)	-	-	-	-	-	FFsJFY3i5zBPoPKXHj	image/gif
1323283796.360273	Cf6Z3F2H3aIDqWL1	192.168.31.10	1074	205.188.87.51	80	8	GET	lawrenceville-ga.patch.com	/ads/iframed/ad-hlb_hp/hlb_hp	http://lawrenceville-ga.patch.com/?ncid=keywrduspatc00000053&utm_source=bl&utm_medium=cpc&utm_term=1265042_590123&utm_campaign=lawrenceville-ga	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2717	200	OK	-	-	-	(empty)	-	-	-	-	-	FjVSnK1IXr5cX4ev1h	text/html
1323283796.389048	CKlj4S32NmIKQohPF1	192.168.31.10	1054	205.188.87.51	80	4	GET	lawrenceville-ga.patch.com	/ads/iframed/ad-display_top_home/display_top_home	http://lawrenceville-ga.patch.com/?ncid=keywrduspatc00000053&utm_source=bl&utm_medium=cpc&utm_term=1265042_590123&utm_campaign=lawrenceville-ga	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	3290	200	OK	-	-	-	(empty)	-	-	-	-	-	FFmvbk2SBX0V6OD8Hc	text/html
1323283796.394965	Cf6Z3F2H3aIDqWL1	192.168.31.10	1074	205.188.87.51	80	9	GET	lawrenceville-ga.patch.com	/ads/iframed/ad-display_right_home/display_right_home	http://lawrenceville-ga.patch.com/?ncid=keywrduspatc00000053&utm_source=bl&utm_medium=cpc&utm_term=1265042_590123&utm_campaign=lawrenceville-ga	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	3298	200	OK	-	-	-	(empty)	-	-	-	-	-	FXjVTF43r5iExQyQKl	text/html
1323283796.410409	C9KWkC3qKWVVoadyoj	192.168.31.10	1070	24.143.193.9	80	2	GET	o.aolcdn.com	/os_merge/?file=/aol/beacon.min.js&file=/aol/omniture.min.js	http://lawrenceville-ga.patch.com/?ncid=keywrduspatc00000053&utm_source=bl&utm_medium=cpc&utm_term=1265042_590123&utm_campaign=lawrenceville-ga	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	50959	200	OK	-	-	-	(empty)	-	-	-	-	-	FlpctrfIGaI2dNAra	text/html
1323283796.433879	CxxzPp3w2bjw35Rpva	192.168.31.10	1079	24.143.193.26	80	1	GET	static.chartbeat.com	/js/chartbeat.js	http://lawrenceville-ga.patch.com/?ncid=keywrduspatc00000053&utm_source=bl&utm_medium=cpc&utm_term=1265042_590123&utm_campaign=lawrenceville-ga	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	5563	200	OK	-	-	-	(empty)	-	-	-	-	-	FI7RBM3d70zP8H2Hm5	text/plain
1323283796.432795	C9k1gY1Jd2bUR8hZDd	192.168.31.10	1075	64.236.144.245	80	1	GET	at.atwola.com	/addyn/3.0/5113.1/221794/0/-1/noperf=1;alias=93316902;kvpatchsite=US_GA_LAWRENCEVILLE;kvdma=atlanta;kvpg=lawrenceville-ga.patch;kvugc=0;kvmn=93316902;target=_blank;aduho=-300;grp=298072859	http://lawrenceville-ga.patch.com/_uac/adpage.html	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	302	Moved Temporarily	-	-	-	(empty)	-	-	-	-	-	-	-
1323283796.434098	CVXc9p3NPOvZy3P82i	192.168.31.10	1076	64.236.144.228	80	1	GET	adserver.adtechus.com	/addyn/3.0/5305.1/1648780/0/-1/ADTECH;grp=[group];alias=ox-lawrenceville-ga-hlb-hp;size=728x90;target=_blank;loc=100;misc=1323298076875	http://lawrenceville-ga.patch.com/ads/iframed/ad-hlb_hp/hlb_hp	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	302	Moved Temporarily	-	-	-	(empty)	-	-	-	-	-	-	-
1323283796.443206	C9KWkC3qKWVVoadyoj	192.168.31.10	1070	24.143.193.9	80	3	GET	o.aolcdn.com	/os/aol/aol-ie6-countdown.jpg	http://lawrenceville-ga.patch.com/?ncid=keywrduspatc00000053&utm_source=bl&utm_medium=cpc&utm_term=1265042_590123&utm_campaign=lawrenceville-ga	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	15778	200	OK	-	-	-	(empty)	-	-	-	-	-	FcBmeh3W9xph5Oeqn1	image/jpeg
1323283796.557372	CvRh8I1ufuwspSN8G4	192.168.31.10	1080	64.236.144.228	80	1	GET	adserver.adtechus.com	/addyn/3.0/5305.1/1648780/0/-1/ADTECH;grp=[group];alias=5279;size=300x60;target=_blank;loc=100;misc=1323298076906	http://lawrenceville-ga.patch.com/ads/iframed/ad-display_top_home/display_top_home	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	302	Moved Temporarily	-	-	-	(empty)	-	-	-	-	-	-	-
1323283796.576297	CVtZylNhljoDSUcoa	192.168.31.10	1082	64.236.144.228	80	1	GET	adserver.adtechus.com	/addyn/3.0/5305.1/1648780/0/-1/ADTECH;cfp=1;rndc=132328367;grp=[group];alias=ox-lawrenceville-ga-hlb-hp;size=728x90;target=_blank;loc=100;misc=1323298076875	http://lawrenceville-ga.patch.com/ads/iframed/ad-hlb_hp/hlb_hp	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	325	200	OK	-	-	-	(empty)	-	-	-	-	-	FrUXrB2fuo1pKnurTe	text/plain
1323283796.594112	CJeKRI12PbWL3JY8Ie	192.168.31.10	1083	64.236.144.228	80	1	GET	adserver.adtechus.com	/addyn/3.0/5305.1/1648780/0/-1/ADTECH;cfp=1;rndc=132328367;grp=[group];alias=5279;size=300x60;target=_blank;loc=100;misc=1323298076906	http://lawrenceville-ga.patch.com/ads/iframed/ad-display_top_home/display_top_home	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	225	200	OK	-	-	-	(empty)	-	-	-	-	-	FUVq0q3wTv3GmM0Y8j	text/html
1323283796.559431	C9k1gY1Jd2bUR8hZDd	192.168.31.10	1075	64.236.144.245	80	2	GET	at.atwola.com	/addyn/3.0/5113.1/221794/0/-1/noperf=1;cfp=1;rndc=132328367;alias=93316902;kvpatchsite=US_GA_LAWRENCEVILLE;kvdma=atlanta;kvpg=lawrenceville-ga.patch;kvugc=0;kvmn=93316902;target=_blank;aduho=-300;grp=298072859	http://lawrenceville-ga.patch.com/_uac/adpage.html	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	702	200	OK	-	-	-	(empty)	-	-	-	-	-	FU68qf5iPjuVGQ5Q1	text/plain
1323283796.53209	CLhhOv4QE1UdNKPxwd	192.168.31.10	1078	184.29.191.139	80	1	GET	connect.facebook.net	/en_US/all.js	http://lawrenceville-ga.patch.com/?ncid=keywrduspatc00000053&utm_source=bl&utm_medium=cpc&utm_term=1265042_590123&utm_campaign=lawrenceville-ga	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	149557	200	OK	-	-	-	(empty)	-	-	-	-	-	FHc36A1e2YuVnrTZf8	text/plain
1323283796.655565	CJ23Jw3B3LcUAb3dEj	192.168.31.10	1085	69.31.74.89	80	1	GET	b.scorecardresearch.com	/b?rn=12624404&C1=2&C2=1000009&C4=http://lawrenceville-ga.patch.com/&C5=us.patch&C7=http://lawrenceville-ga.patch.com/&C8=Lawrenceville, GA Patch - News, Sports, Events, Businesses & Deals	http://lawrenceville-ga.patch.com/?ncid=keywrduspatc00000053&utm_source=bl&utm_medium=cpc&utm_term=1265042_590123&utm_campaign=lawrenceville-ga	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	302	Moved Temporarily	-	-	-	(empty)	-	-	-	-	-	-	-
1323283796.661904	CJ23Jw3B3LcUAb3dEj	192.168.31.10	1085	69.31.74.89	80	2	GET	b.scorecardresearch.com	/b2?rn=12624404&C1=2&C2=1000009&C4=http://lawrenceville-ga.patch.com/&C5=us.patch&C7=http://lawrenceville-ga.patch.com/&C8=Lawrenceville, GA Patch - News, Sports, Events, Businesses & Deals	http://lawrenceville-ga.patch.com/?ncid=keywrduspatc00000053&utm_source=bl&utm_medium=cpc&utm_term=1265042_590123&utm_campaign=lawrenceville-ga	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	204	No Content	-	-	-	(empty)	-	-	-	-	-	-	-
1323283796.669842	ClSHgA3ruZmNQuXtre	192.168.31.10	1086	24.143.193.51	80	1	GET	uac.advertising.com	/wrapper/aceUAC.js	http://lawrenceville-ga.patch.com/ads/iframed/ad-hlb_hp/hlb_hp	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	16078	200	OK	-	-	-	(empty)	-	-	-	-	-	FmIS6n4YxeL9ckr1Zh	text/plain
1323283796.673077	CnapwC2gnQnxb6Ipp2	192.168.31.10	1087	24.143.193.43	80	1	GET	aka-cdn-ns.adtechus.com	/images/ATCollapse.gif	http://lawrenceville-ga.patch.com/ads/iframed/ad-display_top_home/display_top_home	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	43	200	OK	-	-	-	(empty)	-	-	-	-	-	Fv4ELg3S9HGQ5KXX0l	image/gif
1323283796.557722	C3V0hu4uZLGC9KnHYh	192.168.31.10	1077	78.159.110.36	80	1	GET	www.google.com	/recaptcha/api/js/recaptcha_ajax.js	http://lawrenceville-ga.patch.com/?ncid=keywrduspatc00000053&utm_source=bl&utm_medium=cpc&utm_term=1265042_590123&utm_campaign=lawrenceville-ga	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	4168	404	Not Found	-	-	-	(empty)	-	-	-	-	-	F0uLMi22htUBpd1WXf	text/html
1323283796.668008	CtBngz2GtI2bc5pxTj	192.168.31.10	1084	66.235.142.57	80	1	GET	o.sa.aol.com	/b/ss/aolsvc,aolpatch/1/H.22.1/s78096206429219?AQB=1&ndh=1&t=7/11/2011 17:47:56 3 300&ns=aolllc&cl=63072000&pageName=pat : Lawrenceville Patch - Main&g=http://lawrenceville-ga.patch.com/?ncid=keywrduspatc00000053&utm_source=bl&utm_medium=cpc&utm_term=1265042_590123&utm_campaign=lawrenceville-ga&r=http://1265042.590123.filter.bluelinkmarketing.com/click.php?x=L5wK3j6JjbPgmxfLUsKy4RjmVppJxbA2EQHnVkF8pgl9XT9J4V3ewT3qEUa5Y9y0%2BWOqG%2FkqbyKKGQXcyuobf%2FwYbqsZ82v2OPxgtAzc7cgortQqyC1Ky3ehJ6CqdKLrVd8LJ018fOoB2oBQzrSN336IpWuXLfL7zOUlUOWHqaMD3vWIrbceQxnBv%&cc=USD&ch=us.patch&server=patchfe-d21.ihost.aol.com&v0=keywrduspatc00000053&events=event10,event12&c1=pat : lawrenceville-ga&v1=138&c2=pat : &v2=Guest&c3=gmt_5&v9=30&c10=external web browser&v10=ContentPage&c12=http://lawrenceville-ga.patch.com/&c13=non-authenticated&c14=590123.filter.bluelinkmarketing.com&c15=unavailable&c16=434&v18=keywrduspatc00000053&v19=keywrduspatc00000053&c24=uaid_na&c49=H.22.1.2-Nov2011|mmx_1&s=800x600&c=24&j=1.5&v=Y&k=Y&bw=592&bh=277&ct=lan&hp=N&AQE=1	http://lawrenceville-ga.patch.com/?ncid=keywrduspatc00000053&utm_source=bl&utm_medium=cpc&utm_term=1265042_590123&utm_campaign=lawrenceville-ga	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	302	Found	-	-	-	(empty)	-	-	-	-	-	-	-
