#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	http
#open	2014-04-03-09-51-04
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	trans_depth	method	host	uri	referrer	user_agent	request_body_len	response_body_len	status_code	status_msg	info_code	info_msg	filename	tags	username	password	proxied	orig_fuids	orig_mime_types	resp_fuids	resp_mime_types
#types	time	string	addr	port	addr	port	count	string	string	string	string	string	count	count	count	string	count	string	string	table[enum]	string	string	table[string]	vector[string]	vector[string]	vector[string]	vector[string]
1345328808.266833	C8EmSO2pzjWPKzSNj	192.168.51.10	1029	62.225.47.14	80	1	GET	aquariuminternational.de	/	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	301	Moved Permanently	-	-	-	(empty)	-	-	-	-	-	-	-
1345328830.890731	Cd02CjqGqWFSaprLb	192.168.51.10	1052	87.98.239.2	80	5	GET	urbanflavours.pl	/3.html	-	Mozilla/4.0 (Windows XP 5.1) Java/1.6.0_10	0	18432	200	OK	-	-	-	(empty)	-	-	-	-	-	FD7InD4KHA7wSWxIGa	application/x-dosexec
1345328834.429697	CexOxe18jNyGFbiwOi	192.168.51.10	1053	188.40.40.189	80	1	GET	www.dalmo1950.it	/932443.html	-	User-Agent: Opera/10.60 Presto/2.2.30	0	172128	200	OK	-	-	-	(empty)	-	-	-	-	-	FVggAy4YxdrQ0vLhwc	binary
1345328835.63166	CexOxe18jNyGFbiwOi	192.168.51.10	1053	188.40.40.189	80	2	GET	www.dalmo1950.it	/932443.html	-	User-Agent: Opera/10.60 Presto/2.2.30	0	179712	200	OK	-	-	-	(empty)	-	-	-	-	-	FdVtAL2a5p1u0QA3c9	binary
1345328836.004118	CexOxe18jNyGFbiwOi	192.168.51.10	1053	188.40.40.189	80	3	GET	www.dalmo1950.it	/932443.html	-	User-Agent: Opera/10.60 Presto/2.2.30	0	390656	200	OK	-	-	-	(empty)	-	-	-	-	-	F1CqMp1AoQ6hVMqfWg	binary
1345328836.843337	CexOxe18jNyGFbiwOi	192.168.51.10	1053	188.40.40.189	80	4	GET	www.dalmo1950.it	/932443.html	-	User-Agent: Opera/10.60 Presto/2.2.30	0	150528	200	OK	-	-	-	(empty)	-	-	-	-	-	Fz7JNl1GlFrdXO6S89	binary
1345328837.209999	CexOxe18jNyGFbiwOi	192.168.51.10	1053	188.40.40.189	80	5	GET	www.dalmo1950.it	/932443.html	-	User-Agent: Opera/10.60 Presto/2.2.30	0	361927	200	OK	-	-	-	(empty)	-	-	-	-	-	FyVlCZ3u5qbR7YYHYa	binary
1345328837.939682	CexOxe18jNyGFbiwOi	192.168.51.10	1053	188.40.40.189	80	6	GET	www.dalmo1950.it	/932443.html	-	User-Agent: Opera/10.60 Presto/2.2.30	0	666	200	OK	-	-	-	(empty)	-	-	-	-	-	FjKu2R1seVc1TmPjj5	binary
1345328845.740138	CXDlir1RvUbGPpHofk	192.168.51.10	1057	208.91.207.10	80	1	GET	promos.fling.com	/geo/txt/city.php	-	-	0	30	200	OK	-	-	-	(empty)	-	-	-	-	-	FiRBot49SO3Jo1H8kk	text/plain
1345328845.953713	CiLwWe1RR43PkkFCQi	192.168.51.10	1058	213.108.252.185	80	1	GET	bigfatcounters.com	/5699017-3C912481A04E584CDF231C519E1DF857/counter.img?theme=1&digits=10&siteId=630	-	Opera/9 (Windows NT 5.1; US; x86)	0	2356	200	OK	-	-	-	(empty)	-	-	-	-	-	Ft8Vu44SSKViY2RKY6	image/jpeg
1345328845.958033	CVk2Cq1LhifrHpJNmb	192.168.51.10	1060	213.108.252.185	80	1	GET	bigfatcounters.com	/5699017-3C912481A04E584CDF231C519E1DF857/counter.img?theme=2&digits=10&siteId=751	-	Opera/9 (Windows NT 5.1; US; x86)	0	2239	200	OK	-	-	-	(empty)	-	-	-	-	-	FboiiU2FkaGQOF4u5e	image/jpeg
1345328846.048785	CTFKkkxBh4lqxzJOb	192.168.51.10	1062	213.108.252.185	80	1	GET	bigfatcounters.com	/5699017-3C912481A04E584CDF231C519E1DF857/counter.img?theme=3&digits=10&siteId=761	-	Opera/9 (Windows NT 5.1; US; x86)	0	2220	200	OK	-	-	-	(empty)	-	-	-	-	-	FCywrj2naxXbN4bU8a	image/jpeg
1345328846.058621	C4gOLq3wokTV7e4uD2	192.168.51.10	1064	213.108.252.185	80	1	GET	bigfatcounters.com	/5699017-3C912481A04E584CDF231C519E1DF857/counter.img?theme=4&digits=10&siteId=631	-	Opera/9 (Windows NT 5.1; US; x86)	0	2125	200	OK	-	-	-	(empty)	-	-	-	-	-	FPSd0uEqRY2NAsSkk	image/jpeg
1345328846.068561	C8W1tb4A8mqRLIFeIa	192.168.51.10	1066	213.108.252.185	80	1	GET	bigfatcounters.com	/5699017-3C912481A04E584CDF231C519E1DF857/counter.img?theme=5&digits=10&siteId=650	-	Opera/9 (Windows NT 5.1; US; x86)	0	1652	200	OK	-	-	-	(empty)	-	-	-	-	-	FZzkk9dsqc4Awxns5	image/jpeg
1345328846.779887	Csaq3b4xWtDIgYucGa	192.168.51.10	1070	213.108.252.185	80	1	GET	bigfatcounters.com	/5699017-3C912481A04E584CDF231C519E1DF857/counter.img?theme=6&digits=10&siteId=651	-	Opera/9 (Windows NT 5.1; US; x86)	0	1723	200	OK	-	-	-	(empty)	-	-	-	-	-	FgDSp03dzFu6p7Vup1	image/jpeg
1345328846.889877	CFyGzh45jGWocp1433	192.168.51.10	1073	213.108.252.185	80	1	GET	bigfatcounters.com	/5699017-3C912481A04E584CDF231C519E1DF857/counter.img?theme=7&digits=10&siteId=660	-	Opera/9 (Windows NT 5.1; US; x86)	0	1497	200	OK	-	-	-	(empty)	-	-	-	-	-	F5uyYU3368W8vJ9XFc	image/jpeg
1345328846.933524	CDbaFk3zvV5jQAYpY3	192.168.51.10	1075	213.108.252.185	80	1	GET	bigfatcounters.com	/5699017-3C912481A04E584CDF231C519E1DF857/counter.img?theme=8&digits=10&siteId=661	-	Opera/9 (Windows NT 5.1; US; x86)	0	1486	200	OK	-	-	-	(empty)	-	-	-	-	-	FA87XJ3ED7uc8Crabk	image/jpeg
1345328846.579781	C1ItSg4lWJ47KDUDx6	192.168.51.10	1068	112.121.178.190	80	1	GET	112.121.178.190	/api/urls/?ts=d3886e76&affid=56300	-	(empty)	0	61	200	OK	-	-	-	(empty)	-	-	-	-	-	F6kJGVBX5EsKYdOBd	text/plain
1345328847.750857	CDy1Pq3W6Tu3dNOC13	192.168.51.10	1078	194.219.29.235	80	1	GET	jimi.kopoese.com	/f/notepad.exe?ts=d3886e76&affid=5630	-	(empty)	0	215040	200	OK	-	-	-	(empty)	-	-	-	-	-	FrnLYM2GkxoD5WYXqc	application/x-dosexec
1345328867.030265	CFlY2Cc2QOEqO82Mb	192.168.51.10	1086	78.140.131.158	80	1	GET	megaupload.com	/file/id=BgBgAAEA0DUBAAEFCBcAAAAAAAAAAAAAAAAAAABrDAgSCwAAAPYdxiHhEYPprLhwgiZvmW-JFTBQAABVVVVVVVVVVVVVVVVVVVVVsX3NAVJRcfHQNQEAVXd1bXNtfWNvZXMzMmhnOGc4OAJGkzUK3f4TbwAAAAAAATRW&rt=AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)	0	523	404	Not Found	-	-	-	(empty)	-	-	-	-	-	Fz5NyqgUklrbuIPYd	text/html
#close	2014-04-03-09-51-05
