#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	http
#open	2014-04-03-10-08-04
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	trans_depth	method	host	uri	referrer	user_agent	request_body_len	response_body_len	status_code	status_msg	info_code	info_msg	filename	tags	username	password	proxied	orig_fuids	orig_mime_types	resp_fuids	resp_mime_types
#types	time	string	addr	port	addr	port	count	string	string	string	string	string	count	count	count	string	count	string	string	table[enum]	string	string	table[string]	vector[string]	vector[string]	vector[string]	vector[string]
1368563142.855994	CHcuOv2gX84gpnpTkb	192.168.69.10	1030	64.147.122.110	80	1	GET	rollingstone.com	/	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	301	Moved Permanently	-	-	-	(empty)	-	-	-	-	-	-	-
1368563144.54639	CMcBLN5EMnzzIlZk3	192.168.69.10	1038	23.62.111.147	80	16	GET	assets.rollingstone.com	/assets/images/list_container/the-50-greatest-hip-hop-songs-of-all-time-20121205/40x40/jayz-eminem-tupac-biggie-x306-1355245461.jpg	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	3042	200	OK	-	-	-	(empty)	-	-	-	-	-	FihlSO1lWYNK4zSDrc	image/jpeg
1368563144.495389	CTjg7v4XN6SaXUbgKl	192.168.69.10	1043	64.34.33.202	80	1	GET	ab163600.adbutler-saxino.com	/adserve/;ID=163600;size=300x250;setID=158080;type=js;kw=;pid=6251727;place=0;rnd=6251727	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	268	200	OK	-	-	-	(empty)	-	-	-	-	-	FHs2A31sPgm3JrObGf	text/html
1368563144.603298	CMcBLN5EMnzzIlZk3	192.168.69.10	1038	23.62.111.147	80	17	GET	assets.rollingstone.com	/assets/images/video/macklemore-and-ryan-lewis-fitz-and-the-tantrums-to-headline-bacardi-rebels-concert-20130513/80x118/20130514-rollingstone-bacardi-rebels-624x420-1368467248-1368474523.jpg	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	9022	200	OK	-	-	-	(empty)	-	-	-	-	-	FUU4gj23r3zQQgN05a	image/jpeg
1368563144.602958	C87045IH1jbk5jM61	192.168.69.10	1037	23.62.111.147	80	16	GET	assets.rollingstone.com	/assets/images/video/the-smashing-pumpkins-tackle-space-oddity-at-sxsw-20130514/246x366/smashingpumpkins-624-1368127856.jpg	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	61483	200	OK	-	-	-	(empty)	-	-	-	-	-	FzbcM13XCuik5firFj	image/jpeg
1368563144.699703	CMcBLN5EMnzzIlZk3	192.168.69.10	1038	23.62.111.147	80	18	GET	assets.rollingstone.com	/assets/images/video/vampire-weekend-roll-out-new-songs-on-fallon-20130514/80x118/vampireweekend-624-1368534298.jpg	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	9377	200	OK	-	-	-	(empty)	-	-	-	-	-	FDrs6E42b8HSlfdWzj	image/jpeg
1368563144.699176	C87045IH1jbk5jM61	192.168.69.10	1037	23.62.111.147	80	17	GET	assets.rollingstone.com	/assets/images/video/artist-to-watch-jonny-fritz-20130513/80x118/fritz-624-1368463928.jpg	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	11604	200	OK	-	-	-	(empty)	-	-	-	-	-	Fxv7kv34cF7fY6AiA2	image/jpeg
1368563144.699481	CP4j204Q06d5IXj7K6	192.168.69.10	1044	50.23.2.66	80	1	GET	50.23.2.66	/dt?id=9184&sid=15719&ord=49102032274&sz=300x250	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	359	200	OK	-	-	-	(empty)	-	-	-	-	-	FeoHah4OJyMsExhici	text/html
1368563144.757305	C87045IH1jbk5jM61	192.168.69.10	1037	23.62.111.147	80	18	GET	assets.rollingstone.com	/assets/images/story/peter-travers-picks-five-summer-movies-to-skip-20130507/96x96/20130502-gatsby-x306-1367525047.jpg	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	9436	200	OK	-	-	-	(empty)	-	-	-	-	-	FdBXbB4lfAEdsCqz21	image/jpeg
1368563144.757041	CMcBLN5EMnzzIlZk3	192.168.69.10	1038	23.62.111.147	80	19	GET	assets.rollingstone.com	/images/fe/share-bar.png	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	15357	200	OK	-	-	-	(empty)	-	-	-	-	-	FXCRWukurkN1VeDl2	image/png
1368563144.856303	C87045IH1jbk5jM61	192.168.69.10	1037	23.62.111.147	80	19	GET	assets.rollingstone.com	/assets/images/homepage/dailymix/bruce-x104-1368129631.jpeg	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	6901	200	OK	-	-	-	(empty)	-	-	-	-	-	FuwwlT36bHxOnddvhe	image/jpeg
1368563144.856728	CMcBLN5EMnzzIlZk3	192.168.69.10	1038	23.62.111.147	80	20	GET	assets.rollingstone.com	/assets/images/homepage/dailymix/astronaut-104x70-1368473883.jpeg	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	9507	200	OK	-	-	-	(empty)	-	-	-	-	-	FbKgpq4fQSc8Zvbdn4	image/jpeg
1368563144.856523	CzOA0W1r1FreQCsfl8	192.168.69.10	1045	50.23.2.66	80	1	GET	50.23.2.66	/client.php?q=B/CHgVflxNAnPTEtCL0/uSk36ON1PyKSwI99UUHQzQ==	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1267	200	OK	-	-	-	(empty)	-	-	-	-	-	F9YdUa4D690jDCsrYb	text/plain
1368563145.056966	CMcBLN5EMnzzIlZk3	192.168.69.10	1038	23.62.111.147	80	21	GET	assets.rollingstone.com	/assets/images/homepage/dailymix/robertplant-x104-1368042931.jpeg	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	8321	200	OK	-	-	-	(empty)	-	-	-	-	-	FaNtoI2KVCkXrLaoBj	image/jpeg
1368563144.856018	CNSLyh14HTGahYRZr6	192.168.69.10	1046	50.23.2.66	80	1	GET	50.23.2.66	/banners/300x250/9184/15719/49102032274.jpg	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	31651	200	OK	-	-	-	(empty)	-	-	-	-	-	FnhKAY1UCpRuIUcNf3	image/jpeg
1368563145.056688	C87045IH1jbk5jM61	192.168.69.10	1037	23.62.111.147	80	20	GET	assets.rollingstone.com	/assets/images/homepage/dailymix/rem-104x70-1368213475.jpeg	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	7428	200	OK	-	-	-	(empty)	-	-	-	-	-	FDgf3G42yUVvMaey17	image/jpeg
1368563145.116588	CMcBLN5EMnzzIlZk3	192.168.69.10	1038	23.62.111.147	80	22	GET	assets.rollingstone.com	/assets/images/homepage/dailymix/acdc-x104-1367951417.jpeg	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	8717	200	OK	-	-	-	(empty)	-	-	-	-	-	F9xFLlS9o0Hyf4Nkh	image/jpeg
1368563145.180688	CMcBLN5EMnzzIlZk3	192.168.69.10	1038	23.62.111.147	80	23	GET	assets.rollingstone.com	/images/fe/daily_mix-item-bg.png	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	966	200	OK	-	-	-	(empty)	-	-	-	-	-	FGzH0D1AuN78izUISj	image/png
1368563145.186174	C87045IH1jbk5jM61	192.168.69.10	1037	23.62.111.147	80	21	GET	assets.rollingstone.com	/images/fe/homepage-latest_news-header.png	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2211	200	OK	-	-	-	(empty)	-	-	-	-	-	FUmRnq2FRTW1xcokY9	image/png
1368563145.186457	CMcBLN5EMnzzIlZk3	192.168.69.10	1038	23.62.111.147	80	24	GET	assets.rollingstone.com	/images/homepage/new-current-issue.gif	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1494	200	OK	-	-	-	(empty)	-	-	-	-	-	FZmBiE4Jdabqh65J32	image/gif
1368563145.196391	CMcBLN5EMnzzIlZk3	192.168.69.10	1038	23.62.111.147	80	25	GET	assets.rollingstone.com	/images/fe/sprite/halfstar-small.gif	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	662	200	OK	-	-	-	(empty)	-	-	-	-	-	FLAQBp1xHVWOUIMOO9	image/gif
1368563145.196104	C87045IH1jbk5jM61	192.168.69.10	1037	23.62.111.147	80	22	GET	assets.rollingstone.com	/images/fe/home-redheaders-reviews.gif	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2260	200	OK	-	-	-	(empty)	-	-	-	-	-	FlHZ5H17UgWMDQqiSl	image/gif
1368563145.257656	CMcBLN5EMnzzIlZk3	192.168.69.10	1038	23.62.111.147	80	26	GET	assets.rollingstone.com	/images/fe/sprite/fullstar-small.gif	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	660	200	OK	-	-	-	(empty)	-	-	-	-	-	FwOeUP2qvO6q7UGDIa	image/gif
1368563145.268455	CWniiZ2lndARGZxOJe	192.168.69.10	1031	23.62.111.137	80	16	GET	www.rollingstone.com	/images/fe/taibbi.jpg	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	6781	200	OK	-	-	-	(empty)	-	-	-	-	-	F04jTcEDMMxrQMgj	image/jpeg
1368563145.29388	C87045IH1jbk5jM61	192.168.69.10	1037	23.62.111.147	80	23	GET	assets.rollingstone.com	/images/fe/hero/hero_prev.png	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	562	200	OK	-	-	-	(empty)	-	-	-	-	-	FXt9324dwKH93CDMEb	image/png
1368563145.294413	CMcBLN5EMnzzIlZk3	192.168.69.10	1038	23.62.111.147	80	27	GET	assets.rollingstone.com	/images/fe/hero/hero_next.png	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	521	200	OK	-	-	-	(empty)	-	-	-	-	-	FBX53e4eqwxuCvEwfk	image/png
1368563145.333658	C87045IH1jbk5jM61	192.168.69.10	1037	23.62.111.147	80	24	GET	assets.rollingstone.com	/images/fe/home-redheaders-photos.gif	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2355	200	OK	-	-	-	(empty)	-	-	-	-	-	FJP41l28OFAjsgaB1f	image/gif
1368563145.338772	CeCIBz2m4kqdpUaY52	192.168.69.10	1032	23.62.111.137	80	10	GET	www.rollingstone.com	/images/fe/bg_most_popular_li.png	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1012	200	OK	-	-	-	(empty)	-	-	-	-	-	FugT08Ma5Hz3KRS0a	image/png
1368563145.343102	CMcBLN5EMnzzIlZk3	192.168.69.10	1038	23.62.111.147	80	28	GET	assets.rollingstone.com	/images/fe/home-redheaders-lists.gif	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2194	200	OK	-	-	-	(empty)	-	-	-	-	-	FbGUYa1DLkXPOdCGzd	image/gif
1368563145.333297	CyshKY1riXrYmQN4D8	192.168.69.10	1047	50.23.2.66	80	1	GET	50.23.2.66	/server.php?fs=1&w=800&h=600&q=B/CHgVflxNAnPTEtCL0/uSk36ON1PyKSwI99UUHQzQ==	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	201	200	OK	-	-	-	(empty)	-	-	-	-	-	F4yMoS1XPl2kh0aNkk	text/plain
1368563145.411915	C87045IH1jbk5jM61	192.168.69.10	1037	23.62.111.147	80	25	GET	assets.rollingstone.com	/images/fe/home-redheaders-videos.gif	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2331	200	OK	-	-	-	(empty)	-	-	-	-	-	FPSUho3DAf7mHUHKre	image/gif
1368563145.412127	CMcBLN5EMnzzIlZk3	192.168.69.10	1038	23.62.111.147	80	29	GET	assets.rollingstone.com	/images/fe/homepage-video-play-button.png	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	4313	200	OK	-	-	-	(empty)	-	-	-	-	-	FiKXBi2AJBXP16cnXi	image/png
1368563145.432127	CMcBLN5EMnzzIlZk3	192.168.69.10	1038	23.62.111.147	80	30	GET	assets.rollingstone.com	/images/fe/home-redheaders-moviestelevision.gif	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	3022	200	OK	-	-	-	(empty)	-	-	-	-	-	Fsdve12ZVkH0QiouIe	image/gif
1368563145.431856	C87045IH1jbk5jM61	192.168.69.10	1037	23.62.111.147	80	26	GET	assets.rollingstone.com	/images/homepage/homepage-videos-play_btn.png	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1868	200	OK	-	-	-	(empty)	-	-	-	-	-	FGpniviTqT4NkHl5k	image/png
1368563145.443489	CMcBLN5EMnzzIlZk3	192.168.69.10	1038	23.62.111.147	80	31	GET	assets.rollingstone.com	/images/fe/daily_mix-header.png	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	4930	200	OK	-	-	-	(empty)	-	-	-	-	-	F8m3vV3ELqMkZ5LqJ1	image/png
1368563145.443786	C87045IH1jbk5jM61	192.168.69.10	1037	23.62.111.147	80	27	GET	assets.rollingstone.com	/assets/images/story/listen-to-daft-punks-new-album-random-access-memories-20130513/40x40/daft-album-306-1368475679.jpg	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2424	200	OK	-	-	-	(empty)	-	-	-	-	-	Fe9YrX1WooVEPNvzA7	image/jpeg
1368563145.449722	CMcBLN5EMnzzIlZk3	192.168.69.10	1038	23.62.111.147	80	32	GET	assets.rollingstone.com	/assets/images/story/10-banned-music-videos-20130509/40x40/20130509-madonna-306x306-1368120432.jpg	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2595	200	OK	-	-	-	(empty)	-	-	-	-	-	FaF6KC3wOczsqCNBHg	image/jpeg
1368563145.451381	C87045IH1jbk5jM61	192.168.69.10	1037	23.62.111.147	80	28	GET	assets.rollingstone.com	/assets/images/story/philip-h-anselmo-and-the-illegals-rage-through-usurpers-bastard-rant-song-premiere-20130513/40x40/20130509-phillip-x306-1368130434.jpg	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2205	200	OK	-	-	-	(empty)	-	-	-	-	-	FWI6In2zH68gNHS8H8	image/jpeg
1368563145.46484	CMcBLN5EMnzzIlZk3	192.168.69.10	1038	23.62.111.147	80	33	GET	assets.rollingstone.com	/assets/images/story/man-of-steel-composer-hans-zimmer-celebrates-mankind-on-dna-20130513/40x40/20130509-super-x306-1368130095.jpg	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2652	200	OK	-	-	-	(empty)	-	-	-	-	-	FxNzorTmWOhoQMArh	image/jpeg
1368563145.473979	CMcBLN5EMnzzIlZk3	192.168.69.10	1038	23.62.111.147	80	34	GET	assets.rollingstone.com	/assets/images/story/everything-is-rigged-the-biggest-financial-scandal-yet-20130425/40x40/20130423-national-affairs-306x306-1366749221.jpg	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2912	200	OK	-	-	-	(empty)	-	-	-	-	-	Fnw37s4C0DD2YaF8Yl	image/jpeg
1368563145.490307	CMcBLN5EMnzzIlZk3	192.168.69.10	1038	23.62.111.147	80	35	GET	assets.rollingstone.com	/assets/images/blog_entry/surprise-winner-in-thomas-friedman-porn-title-contest-20130510/40x40/friedman-306-1368202487.jpg	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	3084	200	OK	-	-	-	(empty)	-	-	-	-	-	FkQEbC4YbEADUJh1jc	image/jpeg
1368563145.494928	CMcBLN5EMnzzIlZk3	192.168.69.10	1038	23.62.111.147	80	36	GET	assets.rollingstone.com	/assets/images/story/everything-youve-been-told-about-radicalization-is-wrong-20130506/40x40/tsarnaev-306-1367869530.jpg	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2835	200	OK	-	-	-	(empty)	-	-	-	-	-	FpPRq42iRQWHRQXkk	image/jpeg
1368563145.498145	CMcBLN5EMnzzIlZk3	192.168.69.10	1038	23.62.111.147	80	37	GET	assets.rollingstone.com	/assets/images/story/joe-biden-the-rolling-stone-interview-20130509/40x40/20130508-joe-biden-306x306-1368041026.jpg	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2731	200	OK	-	-	-	(empty)	-	-	-	-	-	F5eIir23rtSta1gLak	image/jpeg
1368563145.504842	CMcBLN5EMnzzIlZk3	192.168.69.10	1038	23.62.111.147	80	38	GET	assets.rollingstone.com	/assets/images/story/st-louis-is-burning-20130510/40x40/landfill-306-1368133903.jpg	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	3308	200	OK	-	-	-	(empty)	-	-	-	-	-	FFy8ok1Gy1q9YMvU85	image/jpeg
1368563145.508026	CMcBLN5EMnzzIlZk3	192.168.69.10	1038	23.62.111.147	80	39	GET	assets.rollingstone.com	/assets/images/gallery/readers-poll-the-ten-worst-bands-of-the-nineties-20130509/40x40/20130507-creed-x306-1367961338.jpg	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	3117	200	OK	-	-	-	(empty)	-	-	-	-	-	FzZd244m8xQt5TC452	image/jpeg
1368563145.511169	CMcBLN5EMnzzIlZk3	192.168.69.10	1038	23.62.111.147	80	40	GET	assets.rollingstone.com	/assets/images/gallery/the-10-worst-superhero-movies-of-the-past-10-years-20130502/40x40/20130430-superhero-x306-1367340753.jpg	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2942	200	OK	-	-	-	(empty)	-	-	-	-	-	FlUTcR1lGGKK8gDhVa	image/jpeg
1368563145.514287	CMcBLN5EMnzzIlZk3	192.168.69.10	1038	23.62.111.147	80	41	GET	assets.rollingstone.com	/assets/images/gallery/the-30-greatest-rock-roll-movie-moments-20130221/40x40/20130221-rockmovie-moments-306x306-1361482188.jpg	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	3567	200	OK	-	-	-	(empty)	-	-	-	-	-	FIRydC3EEXC93bcnD2	image/jpeg
1368563145.465709	C87045IH1jbk5jM61	192.168.69.10	1037	23.62.111.147	80	29	GET	assets.rollingstone.com	/assets/images/story/slayer-guitarist-jeff-hanneman-died-of-alcohol-related-cirrhosis-20130510/40x40/jeff-306-1368192962.jpg	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	3143	200	OK	-	-	-	(empty)	-	-	-	-	-	FL2Lq3HdqeK5AqpU5	image/jpeg
1368563145.524532	C87045IH1jbk5jM61	192.168.69.10	1037	23.62.111.147	80	30	GET	assets.rollingstone.com	/assets/images/gallery/inside-rolling-stones-50-years-of-satisfaction-20130509/40x40/20130509-stones-artifacts-306x306-1368118273.jpg	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	3550	200	OK	-	-	-	(empty)	-	-	-	-	-	FjkLjN2lovrKV1JsKj	image/jpeg
1368563145.524842	CMcBLN5EMnzzIlZk3	192.168.69.10	1038	23.62.111.147	80	42	GET	assets.rollingstone.com	/assets/images/gallery/rolling-stone-readers-pick-the-top-ten-bassists-of-all-time-20110331/40x40/square.jpg	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2557	200	OK	-	-	-	(empty)	-	-	-	-	-	FHFEwc1dUlrBQl2hS	image/jpeg
1368563145.535383	CMcBLN5EMnzzIlZk3	192.168.69.10	1038	23.62.111.147	80	43	GET	assets.rollingstone.com	/images/fe/home-redheaders-taibbi.gif	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2472	200	OK	-	-	-	(empty)	-	-	-	-	-	FCpWzFyd616vDcnwa	image/gif
1368563145.538974	CMcBLN5EMnzzIlZk3	192.168.69.10	1038	23.62.111.147	80	44	GET	assets.rollingstone.com	/assets/images/video/korn-enters-the-studio-for-new-album-20130502/40x59/korn-624-1367421244.jpg	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	4015	200	OK	-	-	-	(empty)	-	-	-	-	-	FDkYQmpcNpv6Fw1Fh	image/jpeg
1368563145.544025	CMcBLN5EMnzzIlZk3	192.168.69.10	1038	23.62.111.147	80	45	GET	assets.rollingstone.com	/assets/images/video/iron-man-3-feels-tired-20130502/40x59/20130501-iron-man-3-624x420-1367438976.jpg	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	4540	200	OK	-	-	-	(empty)	-	-	-	-	-	FY783l30UDHwByEkz7	image/jpeg
1368563145.550643	CMcBLN5EMnzzIlZk3	192.168.69.10	1038	23.62.111.147	80	46	GET	assets.rollingstone.com	/assets/images/video/robert-plant-presents-the-sensational-space-shifters-tear-through-black-dog-live-20130508/40x59/20130507-robertplant-x624-1367957926.jpg	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	3537	200	OK	-	-	-	(empty)	-	-	-	-	-	FiMcZd2BBMg2MvqKEk	image/jpeg
1368563145.535051	C87045IH1jbk5jM61	192.168.69.10	1037	23.62.111.147	80	31	GET	assets.rollingstone.com	/images/homepage/homepage-daily_newsletter-no-bottom-line.png	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	28987	200	OK	-	-	-	(empty)	-	-	-	-	-	FmqRd3Rt7YS0IXetc	image/png
1368563145.628505	CMcBLN5EMnzzIlZk3	192.168.69.10	1038	23.62.111.147	80	47	GET	assets.rollingstone.com	/assets/images/video/baz-luhrmanns-great-gatsby-is-artificial-and-boring-20130509/40x59/20130501-gatsby1-x624-1368048749.jpg	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	4027	200	OK	-	-	-	(empty)	-	-	-	-	-	FWmc7r4U29m2qtVtId	image/jpeg
1368563145.628764	C87045IH1jbk5jM61	192.168.69.10	1037	23.62.111.147	80	32	GET	assets.rollingstone.com	/assets/images/video/the-rolling-stones-cover-shoot-behind-the-scenes-20130507/40x59/20130507-stones-cover-shoot-624x420-1367937835.jpg	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	3869	200	OK	-	-	-	(empty)	-	-	-	-	-	FzNNbu4iYIJq1uRgn9	image/jpeg
1368563145.679625	CMcBLN5EMnzzIlZk3	192.168.69.10	1038	23.62.111.147	80	48	GET	assets.rollingstone.com	/images/fe/backgrounds/right_rail-most_popular-header-nobrdr.png	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	5229	200	OK	-	-	-	(empty)	-	-	-	-	-	FLcaLM36p6zSsenPxk	image/png
1368563145.680725	C87045IH1jbk5jM61	192.168.69.10	1037	23.62.111.147	80	33	GET	assets.rollingstone.com	/images/homepage/june2012update/new-most-popular.png	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2933	200	OK	-	-	-	(empty)	-	-	-	-	-	FS6ET22v8mGW1tJE8d	image/png
1368563145.552611	CqV2Ue1KAeQsm9eQti	192.168.69.10	1048	212.95.54.229	80	1	GET	adelsclick.com	/in.php?q=B/CHgVflxNAnPTEtCL0/uSk36ON1PyKSwI99UUHQzQ==	http://50.23.2.66/server.php?fs=1&w=800&h=600&q=B/CHgVflxNAnPTEtCL0/uSk36ON1PyKSwI99UUHQzQ==	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	203	200	OK	-	-	-	(empty)	-	-	-	-	-	FIF2JF2k0kARoVF1xh	text/html
1368563146.032969	Cyu2b64LMsb64k0hC9	192.168.69.10	1053	95.154.207.117	80	1	GET	asdj003.adneine.com	/JejSRj0VYYt13Esa0X3AL0caQe0dIxp0fBfM0lpqA12C3D0vSwp0ZV67183uH0dhm2/	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	302	Found	-	-	-	(empty)	-	-	-	-	-	-	-
1368563145.860691	CWniiZ2lndARGZxOJe	192.168.69.10	1031	23.62.111.137	80	17	POST	www.rollingstone.com	/proxy.php?url=http://auth.rollingstone.com/index.php	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	48	90	200	OK	-	-	-	(empty)	-	-	-	FhK0Qw2LSk954aNEu7	text/plain	FLDAaP2JVAO84dLHE2	text/plain
1368563146.334017	Cyu2b64LMsb64k0hC9	192.168.69.10	1053	95.154.207.117	80	2	GET	asdj003.adneine.com	/XRA58c0qGmQ112mK0O58l13xQ00Y1BS0l2x90YJQt01bEA16GZ90eyei00AcV13rqf057qq12AKT0hJDV0kWIs16XDa0Qeq40PWxc0RlN10yot001qFJ17iFk0pyE710q7K0IHOK01Uyl0t8U80ywqp056Cy0MEg20pidR16jk70lEOr11OBo0f4Sm0JEHh0K6540xBqz0vcsv0ZJxh0dpK40WnsA0GOtb113PW/	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	29373	200	OK	-	-	-	(empty)	-	-	-	-	-	FWSXuE1e9KNDbtGl1l	text/html
