#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	http
#open	2014-04-03-11-15-43
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	trans_depth	method	host	uri	referrer	user_agent	request_body_len	response_body_len	status_code	status_msg	info_code	info_msg	filename	tags	username	password	proxied	orig_fuids	orig_mime_types	resp_fuids	resp_mime_types
#types	time	string	addr	port	addr	port	count	string	string	string	string	string	count	count	count	string	count	string	string	table[enum]	string	string	table[string]	vector[string]	vector[string]	vector[string]	vector[string]
1318058203.729332	CWDPtD4BHtMQFh0Rt	192.168.54.10	1030	98.124.199.1	80	1	GET	toponenetwork.com	/	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	144	302	Object moved	-	-	-	(empty)	-	-	-	-	-	FYmxxeSERrC6R0vQa	text/html
1318058205.411462	CH2UVrzvNJV80MJVj	192.168.54.10	1077	72.21.214.144	80	2	GET	distillery.s3.amazonaws.com	/media/2011/10/02/84da71deec714431b6808e0a008b2794_7.jpg	http://joelcomm.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	85506	200	OK	-	-	-	(empty)	-	-	-	-	-	FOIFT03l04sZ36ijB7	image/jpeg
1318058205.480264	CfgCxn2CX0iJa1wZpa	192.168.54.10	1086	208.42.232.158	80	1	GET	joelcomm.com	/cgi-bin/fimg.cgi?entry_id=28323&size=100	http://joelcomm.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	331	302	Found	-	-	-	(empty)	-	-	-	-	-	FhKs3s4EySEWxc1abb	text/html
1318058204.528854	ClqrXr3FMP3SbsctU5	192.168.54.10	1046	208.42.232.136	80	1	GET	ads.infomediainc.com	/www/delivery/afr.php?zoneid=47&cb=76553454354764864756	http://joelcomm.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	3486	200	OK	-	-	-	(empty)	-	-	-	-	-	FWIPOo1Smv0DarCXe7	text/html
1318058205.480555	CDGB6V2BLne1Nor7y9	192.168.54.10	1087	208.42.232.158	80	1	GET	joelcomm.com	/images/bg.gif	http://joelcomm.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	10729	200	OK	-	-	-	(empty)	-	-	-	-	-	FXaANN3bkd5BLjwfLl	image/gif
1318058205.308582	CSe4nj1Xx3hohQWVgg	192.168.54.10	1064	46.17.6.210	80	3	GET	widgetsplus.com	/js/jquery.js	http://widgetsplus.com/google_plus_widget.php?pid=102298718421596692551&host=joelcomm.com&mbgc=f5f5f5&ww=350&mbc=cecece&bbc=3F79D5&bmobc=3b71c6&bbgc=4889F0&bmoc=3F79D5&bfc=FFFFFF&bmofc=ffffff&tlc=cecece&tc=6a6a6a&nc=6a6a6a&bc=6a6a6a&l=y&t=Add_me_on&fs=16&fsb=13&bw=100&b=s&ff=4&lu=6a6a6a&wh=500&pc=4889F0	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	85924	200	OK	-	-	-	(empty)	-	-	-	-	-	F38d9O1aLAbNe1Pri2	text/plain
1318058205.682664	CVFIzw2ktvy1uBehW9	192.168.54.10	1088	208.42.232.136	80	1	GET	ads.infomediainc.com	/www/delivery/lg.php?bannerid=80&campaignid=17&zoneid=45&loc=http://joelcomm.com/&cb=9e966c4f06	http://joelcomm.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	43	200	OK	-	-	-	(empty)	-	-	-	-	-	FAXwP32C14joFkCz78	image/gif
1318058205.595671	CNR21hLZetInYCd9l	192.168.54.10	1078	72.21.214.144	80	2	GET	distillery.s3.amazonaws.com	/media/2011/10/02/40abf52ad8a249478d95ce9681baff1f_7.jpg	http://joelcomm.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	143381	200	OK	-	-	-	(empty)	-	-	-	-	-	F2JWuf16VDQrOBEjfg	image/jpeg
1318058205.846254	ChjD6M242Fg0pmk6R8	192.168.54.10	1085	24.143.201.26	80	3	GET	static.ak.fbcdn.net	/rsrc.php/v1/yV/r/jHUJOP4CWkZ.gif	http://www.facebook.com/plugins/likebox.php?id=9907159309&width=350&connections=10&stream=true&header=true&height=587	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	5945	200	OK	-	-	-	(empty)	-	-	-	-	-	FlPAPd42tdrua3gQWk	image/gif
1318058205.783256	CccNfHBQm7MqXixqi	192.168.54.10	1091	208.42.232.158	80	1	GET	joelcomm.com	/images/hnav.gif	http://joelcomm.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	8412	200	OK	-	-	-	(empty)	-	-	-	-	-	FGkFYqSO0MgZjTxOg	image/gif
1318058205.89061	C3KtR41tLKrDAw4dGg	192.168.54.10	1094	24.143.201.26	80	1	GET	static.ak.fbcdn.net	/rsrc.php/v1/y9/r/jKEcVPZFk-2.gif	http://www.facebook.com/plugins/likebox.php?id=9907159309&width=350&connections=10&stream=true&header=true&height=587	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1900	200	OK	-	-	-	(empty)	-	-	-	-	-	FCdJcpYhQ0h5Uonh5	image/gif
1318058205.896316	CT81wFEod0dVPjodi	192.168.54.10	1095	24.143.193.11	80	1	GET	profile.ak.fbcdn.net	/static-ak/rsrc.php/v1/yo/r/UlIqmHJn-SK.gif	http://www.facebook.com/plugins/likebox.php?id=9907159309&width=350&connections=10&stream=true&header=true&height=587	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	390	200	OK	-	-	-	(empty)	-	-	-	-	-	Fs0XrB4IRjfJnQPUxl	image/gif
1318058205.873885	CiHJ3TWXDbQHYaenh	192.168.54.10	1092	208.42.232.158	80	1	GET	joelcomm.com	/images/pbg.gif	http://joelcomm.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	580	200	OK	-	-	-	(empty)	-	-	-	-	-	FytmKA2EK7lwTRrnue	image/gif
1318058205.897683	CruvRV373J5YhV4fh	192.168.54.10	1096	24.143.193.11	80	1	GET	profile.ak.fbcdn.net	/hprofile-ak-snc4/276828_9907159309_1971405646_q.jpg	http://www.facebook.com/plugins/likebox.php?id=9907159309&width=350&connections=10&stream=true&header=true&height=587	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2425	200	OK	-	-	-	(empty)	-	-	-	-	-	FEkNojceyH7t5rQ01	image/jpeg
1318058205.682918	CH2UVrzvNJV80MJVj	192.168.54.10	1077	72.21.214.144	80	3	GET	distillery.s3.amazonaws.com	/media/2011/10/02/d39549592fb845f1be41e9a2c0334df1_7.jpg	http://joelcomm.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	104008	200	OK	-	-	-	(empty)	-	-	-	-	-	FJLo1K3g6ukZuM7jh	image/jpeg
1318058205.958322	CruvRV373J5YhV4fh	192.168.54.10	1096	24.143.193.11	80	2	GET	profile.ak.fbcdn.net	/hprofile-ak-ash2/274133_100002384296123_2068362201_q.jpg	http://www.facebook.com/plugins/likebox.php?id=9907159309&width=350&connections=10&stream=true&header=true&height=587	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2857	200	OK	-	-	-	(empty)	-	-	-	-	-	FHG2EV3dU8oylhxE15	image/jpeg
1318058205.972497	ChjD6M242Fg0pmk6R8	192.168.54.10	1085	24.143.201.26	80	4	GET	static.ak.fbcdn.net	/rsrc.php/v1/y7/r/ql9vukDCc4R.png	http://www.facebook.com/plugins/likebox.php?id=9907159309&width=350&connections=10&stream=true&header=true&height=587	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1177	200	OK	-	-	-	(empty)	-	-	-	-	-	FIlXS73FgsFMhWn8p4	image/png
1318058205.907829	CT81wFEod0dVPjodi	192.168.54.10	1095	24.143.193.11	80	2	GET	profile.ak.fbcdn.net	/hprofile-ak-snc4/27429_100001118891716_1949_q.jpg	http://www.facebook.com/plugins/likebox.php?id=9907159309&width=350&connections=10&stream=true&header=true&height=587	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2924	200	OK	-	-	-	(empty)	-	-	-	-	-	Fjg6Gq2gwanfPDttWd	image/jpeg
1318058205.973955	CruvRV373J5YhV4fh	192.168.54.10	1096	24.143.193.11	80	3	GET	profile.ak.fbcdn.net	/hprofile-ak-snc4/273491_1604221566_792907582_q.jpg	http://www.facebook.com/plugins/likebox.php?id=9907159309&width=350&connections=10&stream=true&header=true&height=587	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	3109	200	OK	-	-	-	(empty)	-	-	-	-	-	FVFlpw2v7ln5DjbQx9	image/jpeg
1318058205.957464	CyPXhQYdwt8SW5o7j	192.168.54.10	1097	208.42.232.158	80	1	GET	joelcomm.com	/images/rssbg.jpg	http://joelcomm.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	4836	200	OK	-	-	-	(empty)	-	-	-	-	-	Ft9xW54bP40yQAl5Bh	image/jpeg
1318058205.723008	C0wTiJ2Tj7bx9hTWI8	192.168.54.10	1089	72.21.214.144	80	1	GET	socratestheme.s3.amazonaws.com	/banners/socrates125x125.gif	http://joelcomm.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	8210	200	OK	-	-	-	(empty)	-	-	-	-	-	FjM2Kj1cS0pTuWPhHb	image/gif
1318058205.981966	CT81wFEod0dVPjodi	192.168.54.10	1095	24.143.193.11	80	3	GET	profile.ak.fbcdn.net	/hprofile-ak-snc4/276357_590377488_234172316_q.jpg	http://www.facebook.com/plugins/likebox.php?id=9907159309&width=350&connections=10&stream=true&header=true&height=587	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2391	200	OK	-	-	-	(empty)	-	-	-	-	-	FwJoGF4UsU3l8HtPql	image/jpeg
1318058205.904172	CjG7yO1xrIFFArfUi	192.168.54.10	1093	208.42.232.136	80	1	GET	ads.infomediainc.com	/www/delivery/ajs.php?zoneid=45&block=1&cb=9638738547&exclude=,bannerid:80,&loc=http://joelcomm.com/&context=Yjo4MHw=	http://joelcomm.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	3730	200	OK	-	-	-	(empty)	-	-	-	-	-	Fd88py3fOAvDAqxKv6	text/plain
1318058205.962293	CYQD321PqP268EuLQ6	192.168.54.10	1098	208.42.232.158	80	1	GET	joelcomm.com	/images/header.jpg	http://joelcomm.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	53475	200	OK	-	-	-	(empty)	-	-	-	-	-	F6wRBt2fJgTBSfunF9	image/jpeg
1318058205.959276	CH2UVrzvNJV80MJVj	192.168.54.10	1077	72.21.214.144	80	4	GET	distillery.s3.amazonaws.com	/media/2011/10/01/438af64117f14bd59f35bad601fc0025_7.jpg	http://joelcomm.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	113995	200	OK	-	-	-	(empty)	-	-	-	-	-	Fpvzzs34gekhn7inth	image/jpeg
1318058205.891147	CNR21hLZetInYCd9l	192.168.54.10	1078	72.21.214.144	80	3	GET	distillery.s3.amazonaws.com	/media/2011/10/01/d442079854b34210a8023efccf5c92a3_7.jpg	http://joelcomm.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	138993	200	OK	-	-	-	(empty)	-	-	-	-	-	FXUnDz24As1SxsGt33	image/jpeg
1318058206.13008	CruvRV373J5YhV4fh	192.168.54.10	1096	24.143.193.11	80	4	GET	profile.ak.fbcdn.net	/hprofile-ak-snc4/41388_100001451105804_3084_q.jpg	http://www.facebook.com/plugins/likebox.php?id=9907159309&width=350&connections=10&stream=true&header=true&height=587	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1993	200	OK	-	-	-	(empty)	-	-	-	-	-	FMBGsIKSssc6G79f9	image/jpeg
1318058206.335351	Ca9AOW2l976Y4D4917	192.168.54.10	1105	74.125.159.132	80	1	GET	lh6.googleusercontent.com	/-hgGUAgkFcHY/AAAAAAAAAAI/AAAAAAAAAbo/tr0k2HhbbMg/photo.jpg?sz=200	http://widgetsplus.com/google_plus_widget.php?pid=102298718421596692551&host=joelcomm.com&mbgc=f5f5f5&ww=350&mbc=cecece&bbc=3F79D5&bmobc=3b71c6&bbgc=4889F0&bmoc=3F79D5&bfc=FFFFFF&bmofc=ffffff&tlc=cecece&tc=6a6a6a&nc=6a6a6a&bc=6a6a6a&l=y&t=Add_me_on&fs=16&fsb=13&bw=100&b=s&ff=4&lu=6a6a6a&wh=500&pc=4889F0	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	15040	200	OK	-	-	-	(empty)	-	-	-	-	-	FDXg9l28qE34YoKXJ6	image/jpeg
1318058206.272808	CT81wFEod0dVPjodi	192.168.54.10	1095	24.143.193.11	80	4	GET	profile.ak.fbcdn.net	/hprofile-ak-ash2/276248_100002121357469_837648240_q.jpg	http://www.facebook.com/plugins/likebox.php?id=9907159309&width=350&connections=10&stream=true&header=true&height=587	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2297	200	OK	-	-	-	(empty)	-	-	-	-	-	FQU9Bq3IV3HYuI5yaa	image/jpeg
1318058206.338018	CruvRV373J5YhV4fh	192.168.54.10	1096	24.143.193.11	80	5	GET	profile.ak.fbcdn.net	/hprofile-ak-snc4/41537_597387414_8071880_q.jpg	http://www.facebook.com/plugins/likebox.php?id=9907159309&width=350&connections=10&stream=true&header=true&height=587	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1868	200	OK	-	-	-	(empty)	-	-	-	-	-	Fjxhf03xrrNiSrOVa8	image/jpeg
1318058206.336355	CjC7Ht32Vtz10LTra6	192.168.54.10	1104	74.125.229.37	80	1	GET	www.google-analytics.com	/ga.js	http://widgetsplus.com/google_plus_widget.php?pid=102298718421596692551&host=joelcomm.com&mbgc=f5f5f5&ww=350&mbc=cecece&bbc=3F79D5&bmobc=3b71c6&bbgc=4889F0&bmoc=3F79D5&bfc=FFFFFF&bmofc=ffffff&tlc=cecece&tc=6a6a6a&nc=6a6a6a&bc=6a6a6a&l=y&t=Add_me_on&fs=16&fsb=13&bw=100&b=s&ff=4&lu=6a6a6a&wh=500&pc=4889F0	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	31737	200	OK	-	-	-	(empty)	-	-	-	-	-	Fe68L12J5jJ4lx6mI6	text/plain
1318058206.049011	CbzRug1Uc5pzAPJKog	192.168.54.10	1060	69.171.224.12	80	2	GET	www.facebook.com	/ajax/connect/connect_widget.php?__a=1&id=9907159309&uniqid=stream_loading_indicator&force_wall=false	http://www.facebook.com/plugins/likebox.php?id=9907159309&width=350&connections=10&stream=true&header=true&height=587	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	20143	200	OK	-	-	-	(empty)	-	-	-	-	-	FiARby1MogMaBpJEOa	text/plain
1318058206.335137	CMIumv3Bwm4G0MBYW5	192.168.54.10	1100	208.42.232.136	80	1	GET	ads.infomediainc.com	/www/delivery/lg.php?bannerid=69&campaignid=17&zoneid=47&loc=http://joelcomm.com/&cb=10bca288b0	http://ads.infomediainc.com/www/delivery/afr.php?zoneid=47&cb=76553454354764864756	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	43	200	OK	-	-	-	(empty)	-	-	-	-	-	F8xaS33d1XscXK3VMb	image/gif
1318058206.334915	COp0Z53wKtwX7R2iH7	192.168.54.10	1099	208.42.232.158	80	1	GET	joelcomm.com	/cgi-bin/fimg.cgi?entry_id=28322&size=100	http://joelcomm.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	341	302	Found	-	-	-	(empty)	-	-	-	-	-	FAnXAN3mx17zYpoy8k	text/html
1318058206.448518	CT81wFEod0dVPjodi	192.168.54.10	1095	24.143.193.11	80	5	GET	profile.ak.fbcdn.net	/hprofile-ak-snc4/187579_764315371_5011405_q.jpg	http://www.facebook.com/plugins/likebox.php?id=9907159309&width=350&connections=10&stream=true&header=true&height=587	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2174	200	OK	-	-	-	(empty)	-	-	-	-	-	Fyzso73KzeTFCmgRO2	image/jpeg
1318058206.273111	CSe4nj1Xx3hohQWVgg	192.168.54.10	1064	46.17.6.210	80	4	GET	widgetsplus.com	/images/google-logo-plus.png	http://widgetsplus.com/google_plus_widget.php?pid=102298718421596692551&host=joelcomm.com&mbgc=f5f5f5&ww=350&mbc=cecece&bbc=3F79D5&bmobc=3b71c6&bbgc=4889F0&bmoc=3F79D5&bfc=FFFFFF&bmofc=ffffff&tlc=cecece&tc=6a6a6a&nc=6a6a6a&bc=6a6a6a&l=y&t=Add_me_on&fs=16&fsb=13&bw=100&b=s&ff=4&lu=6a6a6a&wh=500&pc=4889F0	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	5319	200	OK	-	-	-	(empty)	-	-	-	-	-	FiBz5V2bgUL9VrKk0a	image/png
1318058206.337753	CNR21hLZetInYCd9l	192.168.54.10	1078	72.21.214.144	80	4	GET	distillery.s3.amazonaws.com	/media/2011/10/01/a411a5f748c845719488ad4aa5215161_7.jpg	http://joelcomm.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	102723	200	OK	-	-	-	(empty)	-	-	-	-	-	FfJ5je3cJaycLqnXAi	image/jpeg
1318058206.392491	Csglem3CXMoqQy7m7b	192.168.54.10	1106	208.42.232.158	80	1	GET	joelcomm.com	/cgi-bin/fimg.cgi?entry_id=28321&size=100	http://joelcomm.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	332	302	Found	-	-	-	(empty)	-	-	-	-	-	F49zz3CtW7LHC3w0j	text/html
1318058206.330273	CH2UVrzvNJV80MJVj	192.168.54.10	1077	72.21.214.144	80	5	GET	distillery.s3.amazonaws.com	/media/2011/10/01/83675eca7f9d4e01b07ddee74e858947_7.jpg	http://joelcomm.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	102401	200	OK	-	-	-	(empty)	-	-	-	-	-	Fs4d781jDb4Ij70rpg	image/jpeg
1318058206.485411	CruvRV373J5YhV4fh	192.168.54.10	1096	24.143.193.11	80	6	GET	profile.ak.fbcdn.net	/hprofile-ak-snc4/203407_100002264068213_8078800_q.jpg	http://www.facebook.com/plugins/likebox.php?id=9907159309&width=350&connections=10&stream=true&header=true&height=587	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2842	200	OK	-	-	-	(empty)	-	-	-	-	-	F3AT6A3ygWTKdEyHb8	image/jpeg
1318058206.561248	CT81wFEod0dVPjodi	192.168.54.10	1095	24.143.193.11	80	6	GET	profile.ak.fbcdn.net	/hprofile-ak-snc4/276828_9907159309_1971405646_q.jpg	http://www.facebook.com/plugins/likebox.php?id=9907159309&width=350&connections=10&stream=true&header=true&height=587	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	304	Not Modified	-	-	-	(empty)	-	-	-	-	-	-	-
1318058206.561489	CruvRV373J5YhV4fh	192.168.54.10	1096	24.143.193.11	80	7	GET	profile.ak.fbcdn.net	/hprofile-ak-snc4/276828_9907159309_1971405646_q.jpg	http://www.facebook.com/plugins/likebox.php?id=9907159309&width=350&connections=10&stream=true&header=true&height=587	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	304	Not Modified	-	-	-	(empty)	-	-	-	-	-	-	-
1318058206.448789	Cpwzz42ARV1INxfuWb	192.168.54.10	1108	184.172.248.64	80	1	GET	www.secretclassroom.com	/banners/sc250x250-2.jpg	http://ads.infomediainc.com/www/delivery/afr.php?zoneid=47&cb=76553454354764864756	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	32146	200	OK	-	-	-	(empty)	-	-	-	-	-	Fh42I53DsO4YBoV9	image/jpeg
1318058206.599181	CUvYVV3WwqrF085vi3	192.168.54.10	1069	24.143.201.81	80	5	GET	b.static.ak.fbcdn.net	/rsrc.php/v1/yb/r/GsNJNwuI-UM.gif	http://www.facebook.com/plugins/likebox.php?id=9907159309&width=350&connections=10&stream=true&header=true&height=587	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	522	200	OK	-	-	-	(empty)	-	-	-	-	-	FgSMYhVom5S3V0cQc	image/gif
1318058206.560923	CoLHD02vDlG3dBEfwd	192.168.54.10	1109	67.192.97.104	80	1	GET	www.blogcatalog.com	/rate-button.js.php?id=4465811	http://joelcomm.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2122	200	OK	-	-	-	(empty)	-	-	-	-	-	FZkKeG4aCNu14y5sP	text/html
1318058206.653128	C5I1yH3hmpIIpVZM74	192.168.54.10	1068	24.143.201.81	80	3	GET	b.static.ak.fbcdn.net	/rsrc.php/v1/yb/r/GsNJNwuI-UM.gif	http://www.facebook.com/plugins/likebox.php?id=9907159309&width=350&connections=10&stream=true&header=true&height=587	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	522	200	OK	-	-	-	(empty)	-	-	-	-	-	FG4lYz2TjqbMg6QFRi	image/gif
1318058206.655047	CT81wFEod0dVPjodi	192.168.54.10	1095	24.143.193.11	80	7	GET	profile.ak.fbcdn.net	/hprofile-ak-snc4/276828_9907159309_1971405646_q.jpg	http://www.facebook.com/plugins/likebox.php?id=9907159309&width=350&connections=10&stream=true&header=true&height=587	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	304	Not Modified	-	-	-	(empty)	-	-	-	-	-	-	-
1318058206.653399	CIpln72L2pdJqPXkOb	192.168.54.10	1112	24.143.197.25	80	1	GET	photos-a.ak.fbcdn.net	/hphotos-ak-ash4/299455_10150349157864310_9907159309_7881952_1353857595_s.jpg	http://www.facebook.com/plugins/likebox.php?id=9907159309&width=350&connections=10&stream=true&header=true&height=587	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	7193	200	OK	-	-	-	(empty)	-	-	-	-	-	Fmx5fX7IhWISlIEs4	image/jpeg
1318058206.65484	CPtVyd298jCrGeivf1	192.168.54.10	1114	24.143.197.65	80	1	GET	photos-d.ak.fbcdn.net	/hphotos-ak-ash4/312705_10150342444454310_9907159309_7846092_1010953684_s.jpg	http://www.facebook.com/plugins/likebox.php?id=9907159309&width=350&connections=10&stream=true&header=true&height=587	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	7599	200	OK	-	-	-	(empty)	-	-	-	-	-	F979dA3WeoOPtmHvjk	image/jpeg
1318058206.684782	CruvRV373J5YhV4fh	192.168.54.10	1096	24.143.193.11	80	8	GET	profile.ak.fbcdn.net	/hprofile-ak-snc4/276828_9907159309_1971405646_q.jpg	http://www.facebook.com/plugins/likebox.php?id=9907159309&width=350&connections=10&stream=true&header=true&height=587	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	304	Not Modified	-	-	-	(empty)	-	-	-	-	-	-	-
1318058206.654458	Ceq9CR145G6BiN7rPc	192.168.54.10	1111	208.42.232.158	80	1	GET	joelcomm.com	/styles/default/ico-arrow.gif	http://joelcomm.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	118	200	OK	-	-	-	(empty)	-	-	-	-	-	FbfMD04IArTdeIFZQl	image/gif
1318058206.653946	Cvlyn22Ecz7cqZkoJd	192.168.54.10	1113	24.143.197.48	80	1	GET	photos-f.ak.fbcdn.net	/hphotos-ak-snc7/299165_10150344792094310_9907159309_7860686_1153885570_s.jpg	http://www.facebook.com/plugins/likebox.php?id=9907159309&width=350&connections=10&stream=true&header=true&height=587	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	7709	200	OK	-	-	-	(empty)	-	-	-	-	-	FIpGHD1a7vbGst3Ml7	image/jpeg
1318058206.69643	CsFpFi4tLquqOjEqg2	192.168.54.10	1119	24.143.197.65	80	1	GET	photos-d.ak.fbcdn.net	/hphotos-ak-ash4/312705_10150342444454310_9907159309_7846092_1010953684_s.jpg	http://www.facebook.com/plugins/likebox.php?id=9907159309&width=350&connections=10&stream=true&header=true&height=587	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	7599	200	OK	-	-	-	(empty)	-	-	-	-	-	FX0eQH1IU3l38Csqa2	image/jpeg
1318058206.69583	CSuvu94uTkobczMeA1	192.168.54.10	1117	24.143.197.25	80	1	GET	photos-a.ak.fbcdn.net	/hphotos-ak-ash4/299455_10150349157864310_9907159309_7881952_1353857595_s.jpg	http://www.facebook.com/plugins/likebox.php?id=9907159309&width=350&connections=10&stream=true&header=true&height=587	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	7193	200	OK	-	-	-	(empty)	-	-	-	-	-	FmHRgO36iJV5BDT1q1	image/jpeg
1318058206.598934	CH2UVrzvNJV80MJVj	192.168.54.10	1077	72.21.214.144	80	6	GET	distillery.s3.amazonaws.com	/media/2011/09/30/452d6684acbb48188761abb61cd6f859_7.jpg	http://joelcomm.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	94477	200	OK	-	-	-	(empty)	-	-	-	-	-	FMKnpNOjy5Wf8O2X8	image/jpeg
1318058206.71631	CUvYVV3WwqrF085vi3	192.168.54.10	1069	24.143.201.81	80	6	GET	b.static.ak.fbcdn.net	/rsrc.php/v1/yL/r/_ATCHv2wnO2.gif	http://www.facebook.com/plugins/likebox.php?id=9907159309&width=350&connections=10&stream=true&header=true&height=587	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	7086	200	OK	-	-	-	(empty)	-	-	-	-	-	FqEYWEJiw1vwyatg4	image/gif
1318058206.654245	CINLmg2NmTUFJtIvfb	192.168.54.10	1110	208.42.232.136	80	1	GET	ads.infomediainc.com	/www/delivery/lg.php?bannerid=87&campaignid=17&zoneid=45&loc=http://joelcomm.com/&cb=9873b46a07	http://joelcomm.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	43	200	OK	-	-	-	(empty)	-	-	-	-	-	FhWlhlwlrhzoMTjH7	image/gif
1318058206.686876	CjPeNf4euT3eVsFB82	192.168.54.10	1115	208.42.232.158	80	1	GET	joelcomm.com	/images/hl-dot-full.gif	http://joelcomm.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	423	200	OK	-	-	-	(empty)	-	-	-	-	-	FIqguQ3iJuUh6EJTYk	image/gif
1318058206.696174	C05uOt4sAQgye1F121	192.168.54.10	1118	24.143.197.48	80	1	GET	photos-f.ak.fbcdn.net	/hphotos-ak-snc7/299165_10150344792094310_9907159309_7860686_1153885570_s.jpg	http://www.facebook.com/plugins/likebox.php?id=9907159309&width=350&connections=10&stream=true&header=true&height=587	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	7709	200	OK	-	-	-	(empty)	-	-	-	-	-	FTbogp3XW1STgy2YH9	image/jpeg
