#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	http
#open	2014-04-03-09-51-06
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	trans_depth	method	host	uri	referrer	user_agent	request_body_len	response_body_len	status_code	status_msg	info_code	info_msg	filename	tags	username	password	proxied	orig_fuids	orig_mime_types	resp_fuids	resp_mime_types
#types	time	string	addr	port	addr	port	count	string	string	string	string	string	count	count	count	string	count	string	string	table[enum]	string	string	table[string]	vector[string]	vector[string]	vector[string]	vector[string]
1338091039.345732	CfgJCP1oj2xUOC5pj1	192.168.120.10	1030	94.126.40.144	80	1	GET	presenterstudio.com	/	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	301	Moved Permanently	-	-	-	(empty)	-	-	-	-	-	-	-
1338091073.596766	Ck2L8x2ZYfYb8HctK1	192.168.120.10	1044	94.126.40.144	80	12	GET	www.presenterstudio.com	/wp-content/themes/presenterstudio/images/youtube.png	http://www.presenterstudio.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1621	200	OK	-	-	-	(empty)	-	-	-	-	-	FKvvWl4SrpkkuF4Zm2	image/png
1338091073.597158	CoD6064Oct1I1NHID5	192.168.120.10	1039	94.126.40.144	80	25	GET	www.presenterstudio.com	/wp-content/themes/presenterstudio/images/book-btn-small.jpg	http://www.presenterstudio.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2006	200	OK	-	-	-	(empty)	-	-	-	-	-	FCbjhm4ZNv3rEMZWUc	image/jpeg
1338091073.784827	Ck2L8x2ZYfYb8HctK1	192.168.120.10	1044	94.126.40.144	80	13	GET	www.presenterstudio.com	/wp-content/themes/presenterstudio/images/short-grad.jpg	http://www.presenterstudio.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	367	200	OK	-	-	-	(empty)	-	-	-	-	-	F62BW12G3f0QoRlGGh	image/jpeg
1338091073.78518	CoD6064Oct1I1NHID5	192.168.120.10	1039	94.126.40.144	80	26	GET	www.presenterstudio.com	/wp-content/themes/presenterstudio/images/trans-bg.png	http://www.presenterstudio.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	118	200	OK	-	-	-	(empty)	-	-	-	-	-	FjyIuR3lt8c8OP39Bl	image/png
1338091074.065982	Ck2L8x2ZYfYb8HctK1	192.168.120.10	1044	94.126.40.144	80	14	GET	www.presenterstudio.com	/wp-content/themes/presenterstudio/images/star-small.png	http://www.presenterstudio.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	649	200	OK	-	-	-	(empty)	-	-	-	-	-	FvToPu1aQd7xT62Bi8	image/png
1338091074.066339	CoD6064Oct1I1NHID5	192.168.120.10	1039	94.126.40.144	80	27	GET	www.presenterstudio.com	/wp-content/themes/presenterstudio/images/link-arrow.png	http://www.presenterstudio.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	649	200	OK	-	-	-	(empty)	-	-	-	-	-	FkY4QH2rjdPvKl0LW8	image/png
1338091074.174624	CoD6064Oct1I1NHID5	192.168.120.10	1039	94.126.40.144	80	28	GET	www.presenterstudio.com	/wp-content/themes/presenterstudio/images/paypal.png	http://www.presenterstudio.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	9750	200	OK	-	-	-	(empty)	-	-	-	-	-	FSWK983ew5YatjTQDa	image/png
1338091074.286785	CoD6064Oct1I1NHID5	192.168.120.10	1039	94.126.40.144	80	29	GET	www.presenterstudio.com	/wp-content/themes/presenterstudio/images/footer-bg.jpg	http://www.presenterstudio.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	341	200	OK	-	-	-	(empty)	-	-	-	-	-	FrS1uPur2hcEpc6G9	image/jpeg
1338091074.391288	CoD6064Oct1I1NHID5	192.168.120.10	1039	94.126.40.144	80	30	GET	www.presenterstudio.com	/wp-content/themes/presenterstudio/images/footer-sparkle.jpg	http://www.presenterstudio.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	46476	200	OK	-	-	-	(empty)	-	-	-	-	-	FsGz9t2Jbukkkuokk5	image/jpeg
1338091074.174275	Ck2L8x2ZYfYb8HctK1	192.168.120.10	1044	94.126.40.144	80	15	GET	www.presenterstudio.com	/wp-content/themes/presenterstudio/images/channel-logos.png	http://www.presenterstudio.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	85661	200	OK	-	-	-	(empty)	-	-	-	-	-	FGoIsLuP5M4wfNtr2	image/png
1338091074.554773	CoD6064Oct1I1NHID5	192.168.120.10	1039	94.126.40.144	80	31	GET	www.presenterstudio.com	/wp-content/themes/presenterstudio/images/fancybox.png	http://www.presenterstudio.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	15287	200	OK	-	-	-	(empty)	-	-	-	-	-	Fgg7pw25VbFsKg8P92	image/png
1338091074.57485	Ck2L8x2ZYfYb8HctK1	192.168.120.10	1044	94.126.40.144	80	16	GET	www.presenterstudio.com	/wp-content/themes/presenterstudio/images/blank.gif	http://www.presenterstudio.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	43	200	OK	-	-	-	(empty)	-	-	-	-	-	FSqzrF4KOgUTLQE1v	image/gif
1338091074.383028	CkHqgZ388S8gwEHNkf	192.168.120.10	1047	37.59.188.165	80	1	GET	boostedtheftprevention.in	/w.php?f=01438&e=2	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	32256	200	OK	-	-	-	(empty)	-	-	-	-	-	FI8vIR2umavoP8g48b	application/x-dosexec
1338091074.943806	C8YBDOSKdNeLaywbi	192.168.120.10	1049	37.59.188.165	80	1	GET	boostedtheftprevention.in	/data/field.swf	http://www.presenterstudio.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1547	200	OK	-	-	-	(empty)	-	-	-	-	-	FMjl8LSustMY3QgD7	application/x-shockwave-flash
1338091074.903763	CYDWzy1Y5G5gxEI1b	192.168.120.10	1048	37.59.188.165	80	1	GET	boostedtheftprevention.in	/data/ap2.php	http://boostedtheftprevention.in/dasdasaseq.php?page=c23a23051e4d2c72	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	33270	200	OK	-	-	-	(empty)	-	-	-	-	-	F1MWiC4FtNREyBrRo2	application/pdf
1338091075.465044	CZZhB3KSmJaGsYAud	192.168.120.10	1052	204.2.243.75	80	1	GET	a0.twimg.com	/profile_images/2167512730/Picture_143_normal.jpg	http://www.presenterstudio.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1899	200	OK	-	-	-	(empty)	-	-	-	-	-	F9pLFR0RJSlz5C48g	image/jpeg
1338091075.464306	CM71sk2VJTOeQkBZkj	192.168.120.10	1051	204.2.243.75	80	1	GET	a0.twimg.com	/profile_images/1204720306/The-Presenter-Studio-final-Logo_normal.jpg	http://www.presenterstudio.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1326	200	OK	-	-	-	(empty)	-	-	-	-	-	FkDW4f4oP5nj8ZieW6	image/jpeg
1338091075.417671	CoD6064Oct1I1NHID5	192.168.120.10	1039	94.126.40.144	80	32	GET	www.presenterstudio.com	/fancybox/fancy_close.png	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	17512	404	Not Found	-	-	-	(empty)	-	-	-	-	-	FTwNzu4bE1LX2sKF84	text/html
1338091078.406844	CdWnst1r6VaBl9ku85	192.168.120.10	1054	87.120.41.199	80	1	GET	brfroadh.org	/srv.php?&id=WDPUXXJV1UPM&mark=letchik	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	20	200	OK	-	-	-	(empty)	-	-	-	-	-	Foa0Uk4rJxSBhrCZY8	text/plain
1338091082.641157	CFMZIL2Y1TXonFv4N	192.168.120.10	1055	87.120.41.199	80	1	GET	brfroadh.org	/srv.php?&id=WDPUXXJV1UPM&mark=letchik&s=	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	20	200	OK	-	-	-	(empty)	-	-	-	-	-	FiGbFL36a9TIdKiIx9	text/plain
1338091083.580881	CJ7yh23FMzk56HrfM7	192.168.120.10	1056	87.120.41.199	80	1	GET	brfroadh.org	/srv.php?&id=WDPUXXJV1UPM&mark=letchik	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	20	200	OK	-	-	-	(empty)	-	-	-	-	-	F0Juln4BsS0cHpKh	text/plain
1338091084.379464	CVQVOv4KB732ihs2Y8	192.168.120.10	1057	87.120.41.199	80	1	GET	brfroadh.org	/srv.php?&id=WDPUXXJV1UPM&mark=letchik&f=n_xp_32	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	109140	200	OK	-	-	-	(empty)	-	-	-	-	-	Fat7wI1JyO5BhUGAD3	text/plain
1338091090.275699	C9v1fB3HnGtMPiXc82	192.168.120.10	1058	173.194.37.68	80	1	GET	www.google-analytics.com	/ga.js	http://www.presenterstudio.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	36639	200	OK	-	-	-	(empty)	-	-	-	-	-	FfMRth2usP2YtdpKdf	text/plain
1338091094.233981	CP17Ei3Ct56Ox9tNC3	192.168.120.10	1059	94.126.40.144	80	1	GET	www.presenterstudio.com	/fancybox/fancy_nav_left.png	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	17512	404	Not Found	-	-	-	(empty)	-	-	-	-	-	FHgwY32f2NnF4mjqyi	text/html
#close	2014-04-03-09-51-06
