#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	http
#open	2014-04-03-10-59-56
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	trans_depth	method	host	uri	referrer	user_agent	request_body_len	response_body_len	status_code	status_msg	info_code	info_msg	filename	tags	username	password	proxied	orig_fuids	orig_mime_types	resp_fuids	resp_mime_types
#types	time	string	addr	port	addr	port	count	string	string	string	string	string	count	count	count	string	count	string	string	table[enum]	string	string	table[string]	vector[string]	vector[string]	vector[string]	vector[string]
1389323737.083093	CnsR1P2fTvmly3Arlb	192.168.4.10	1035	66.39.29.236	80	1	GET	besthealthmag.ca	/	-	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	236	301	Moved Permanently	-	-	-	(empty)	-	-	-	-	-	FUcxVXCuhmCVHDDoe	text/html
1389323738.971395	CXaCSK3NKIKWLiUge	192.168.4.10	1039	72.21.91.19	80	10	GET	www.besthealthmag.ca	/themes/besthealth_skin/images/nav_left.gif	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	723	200	OK	-	-	-	(empty)	-	-	-	-	-	Fvy3TS3vuZ40OiioOd	image/gif
1389323738.974718	CMnT9B2G91n6q547Ie	192.168.4.10	1038	72.21.91.19	80	10	GET	www.besthealthmag.ca	/sites/all/modules/nice_menus/store-text.gif	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	896	200	OK	-	-	-	(empty)	-	-	-	-	-	FnwvBVkjiTeYpXhXe	image/gif
1389323739.015429	CQs45FfQLSeNROod	192.168.4.10	1040	72.21.91.19	80	10	GET	www.besthealthmag.ca	/themes/besthealth_skin/jquery-ui.min.js	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	195347	200	OK	-	-	-	(empty)	-	-	-	-	-	FX9WhS258TdTXin11g	text/plain
1389323738.931753	Cfy7cdPVIqe5oK6R1	192.168.4.10	1051	74.125.224.218	80	1	GET	pubads.g.doubleclick.net	/gampad/ads?gdfp_req=1&correlator=1965501604154932&output=json_html&callback=window.parent.googletag.impl.pubads.setAdContentsBySlotForAsync&impl=fifs&json_a=1&iu_parts=6178,RDA:BestHealth,homepage&enc_prev_ius=/0/1/2,/0/1/2,/0/1/2,/0/1/2,/0/1/2,/0/1/2,/0/1/2,/0/1/2,/0/1/2,/0/1/2&prev_iu_szs=2x2,233x104,2x2,2x2,300x140,2x2,1x1,1x1,300x140,2x2&ists=12&prev_scp=pos=top_right|pos=top_middle|pos=nav_text|pos=top_right_rota|pos=atf|pos=footer_text|pos=cm|pos=int|pos=estore|pos=incat&cust_params=keyword=%2Bkeyword1%2B%2C%2Bkeyword2%2B%2C%2Bkeyword3%2B&cookie_enabled=1&lmt=1389322037&dt=1389337999578&ea=0&biw=796&bih=427&oid=3&oe=utf-8&gut=v2&ifi=1&u_tz=-300&u_java=true&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&flash=10.0.32.18&url=http://www.besthealthmag.ca/&adks=1808474688,2472268662,1808474694,1808474693,3710246817,1808474715,1645851938,1655345571,3710246820,1808474712&vrg=32&vrp=32&ga_vid=54319560.1389338000&ga_sid=1389338000&ga_hid=917065934	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	12492	200	OK	-	-	-	(empty)	-	-	-	-	-	FiPBV04VTp7e9qLv2g	text/plain
1389323739.774698	CJMyZl2KoFdlCsdJW3	192.168.4.10	1041	72.21.91.19	80	10	GET	www.besthealthmag.ca	/sites/default/files/images/eco_beauty.thumbnail.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	3595	200	OK	-	-	-	(empty)	-	-	-	-	-	FDpNc927ltoFNrpXXa	image/jpeg
1389323739.77515	Czv4zY2Axpd5Ufkwm1	192.168.4.10	1037	72.21.91.19	80	13	GET	www.besthealthmag.ca	/sites/default/files/images/kick.thumbnail.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	2487	200	OK	-	-	-	(empty)	-	-	-	-	-	Flchdc1vXcLaeL5C71	image/jpeg
1389323739.775716	CE8F373oxUAcAvBN2	192.168.4.10	1036	72.21.91.19	80	6	GET	www.besthealthmag.ca	/sites/default/files/images/music_1.thumbnail.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	3549	200	OK	-	-	-	(empty)	-	-	-	-	-	FZFnqF3EG94N2o3Zpe	image/jpeg
1389323739.776791	CXaCSK3NKIKWLiUge	192.168.4.10	1039	72.21.91.19	80	11	GET	www.besthealthmag.ca	/sites/default/files/images/eco_beauty.preview.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	10761	200	OK	-	-	-	(empty)	-	-	-	-	-	FjBx8X2YMfHeaLRe0k	image/jpeg
1389323739.661846	CqWxnws7YvXcskHZ4	192.168.4.10	1046	74.125.239.28	80	2	GET	ad.doubleclick.net	/adi/N7916.126715.SYMPATICOMSN/B7983850.2;sz=728x90;ord=651376;click=http://adclick.g.doubleclick.net/aclk%3Fsa%3DL%26ai%3DBVbdfZGXPUuS-LozOkwS8t4HAAoe-rMIDAAAAEAEgADgAWK_GztNoYMne1IbIo6AZggEXY2EtcHViLTU4Nzk0MjQwMzAxMTM5MTKyARR3d3cuYmVzdGhlYWx0aG1hZy5jYboBCWdmcF9pbWFnZcgBCdoBHGh0dHA6Ly93d3cuYmVzdGhlYWx0aG1hZy5jYS_AAgLgAgDqAh41NDc5L3RoZWxvb3AuZW4uYmVzdGhlYWx0aC9odWL4AoLSHpAD8AGYA6QDqAMB0ASQTuAEAaAGFg%26num%3D0%26sig%3DAOD64_1WNFZ0BLwTzvif9cvcqA-xRev9Gw%26client%3Dca-pub-5879424030113912%26adurl%3Dhttp://bell-serve.acuityplatform.com:8080/Adserver/landing?bc=651376&position=3&bannerid=112905&campaignid=20065&mastercampaignid=7021&sizeid=2&exid=7&adid=7&xuid=b801896f-0aa3-4615-a064-e689e161e749&agentcode=20&geocode=6&geostrcode=USCA&siteid=20787&pubid=1&reqid=6f6757eb-1572-4ac1-8087-d33351a7b613&ip=40eb9b50&ts=1437a241544&test=0&cnt=US&rg=CA&cty=Campbell&ag=7&gnd=2&uq=0&sg=0&sgs=[]&tt=6f6757eb-1572-4ac1-8087-d33351a7b613&uaos=3&uab=4&ist=1437a241544&pl=20788&vrt=0&vrl=&bid=0.000000&mhr=0.000000&landingUrl=;?	http://bell-ex.acuityplatform.com/AdEx/Banner?lg=EN&sz=728x90&st=THELOOP:EN:BESTHEALTH&sc=HUB&cb=367578785&cu=http://adclick.g.doubleclick.net/aclk%253Fsa%253DL%2526ai%253DBVbdfZGXPUuS-LozOkwS8t4HAAoe-rMIDAAAAEAEgADgAWK_GztNoYMne1IbIo6AZggEXY2EtcHViLTU4Nzk0MjQwMzAxMTM5MTKyARR3d3cuYmVzdGhlYWx0aG1hZy5jYboBCWdmcF9pbWFnZcgBCdoBHGh0dHA6Ly93d3cuYmVzdGhlYWx0aG1hZy5jYS_AAgLgAgDqAh41NDc5L3RoZWxvb3AuZW4uYmVzdGhlYWx0aC9odWL4AoLSHpAD8AGYA6QDqAMB0ASQTuAEAaAGFg%2526num%253D0%2526sig%253DAOD64_1WNFZ0BLwTzvif9cvcqA-xRev9Gw%2526client%253Dca-pub-5879424030113912%2526adurl%253D&lc=http%3A//www.besthealthmag.ca/&rf=&ty=if	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	10167	200	OK	-	-	-	(empty)	-	-	-	-	-	Fgv4P1c6tLtmNfpij	text/html
1389323739.749547	CEKwSF14h46Z1l9c	192.168.4.10	1048	74.125.239.26	80	2	GET	pagead2.googlesyndication.com	/pagead/imgad?id=CICAgMCuhNHFqAEQARgBMgiscM9WcOKu-g	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	30131	200	OK	-	-	-	(empty)	-	-	-	-	-	FXTk1D3zRVnARY0kL3	image/jpeg
1389323739.803032	CMnT9B2G91n6q547Ie	192.168.4.10	1038	72.21.91.19	80	11	GET	www.besthealthmag.ca	/sites/default/files/images/kick.preview.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	6727	200	OK	-	-	-	(empty)	-	-	-	-	-	F2V7Ks4NwC7C2QQsf3	image/jpeg
1389323739.808345	CQs45FfQLSeNROod	192.168.4.10	1040	72.21.91.19	80	11	GET	www.besthealthmag.ca	/sites/default/files/images/yoga_challenge.preview.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	13054	200	OK	-	-	-	(empty)	-	-	-	-	-	FZDoLA3vIRSopAWiNd	image/jpeg
1389323739.808707	Czv4zY2Axpd5Ufkwm1	192.168.4.10	1037	72.21.91.19	80	14	GET	www.besthealthmag.ca	/sites/default/files/images/music_1.preview.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	9718	200	OK	-	-	-	(empty)	-	-	-	-	-	FRRueR3ZaJP1EOoV7l	image/jpeg
1389323739.795722	CcU95M2hRvxl7nXWcf	192.168.4.10	1052	74.125.239.26	80	1	GET	pagead2.googlesyndication.com	/pagead/osd.js	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	40360	200	OK	-	-	-	(empty)	-	-	-	-	-	FNSPPt4d7fPr1cKXR2	text/plain
1389323739.86593	CJMyZl2KoFdlCsdJW3	192.168.4.10	1041	72.21.91.19	80	11	GET	www.besthealthmag.ca	/sites/default/files/imagecache/w60_h42/images/sitting_0.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	1584	200	OK	-	-	-	(empty)	-	-	-	-	-	FFp5sZ2ftzq3boLtL7	image/jpeg
1389323739.869672	CE8F373oxUAcAvBN2	192.168.4.10	1036	72.21.91.19	80	7	GET	www.besthealthmag.ca	/sites/default/files/images/base_layers.teaser.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	6569	200	OK	-	-	-	(empty)	-	-	-	-	-	FXkXRt30zZP9ScvOng	image/jpeg
1389323739.870142	CXaCSK3NKIKWLiUge	192.168.4.10	1039	72.21.91.19	80	12	GET	www.besthealthmag.ca	/sites/default/files/images/Indoyogaboard.teaser.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	5095	200	OK	-	-	-	(empty)	-	-	-	-	-	FU0xDd3m8ypmUu4UJf	image/jpeg
1389323739.878966	CQs45FfQLSeNROod	192.168.4.10	1040	72.21.91.19	80	12	GET	www.besthealthmag.ca	/themes/besthealth_skin/images/tab-bg.gif	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	175	200	OK	-	-	-	(empty)	-	-	-	-	-	F0dDqe2QJ2T3f1raqd	image/gif
1389323739.878584	CMnT9B2G91n6q547Ie	192.168.4.10	1038	72.21.91.19	80	12	GET	www.besthealthmag.ca	/themes/besthealth_skin/images/selected-item.png	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	679	200	OK	-	-	-	(empty)	-	-	-	-	-	FE5dXf1ikBpERfIRhb	image/png
1389323739.879267	Czv4zY2Axpd5Ufkwm1	192.168.4.10	1037	72.21.91.19	80	15	GET	www.besthealthmag.ca	/sites/default/files/images/apps.teaser.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	5766	200	OK	-	-	-	(empty)	-	-	-	-	-	Fqc08oqO71gjbt715	image/jpeg
1389323739.918619	CXaCSK3NKIKWLiUge	192.168.4.10	1039	72.21.91.19	80	13	GET	www.besthealthmag.ca	/sites/default/files/images/Tofu-Salad.preview.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	18757	200	OK	-	-	-	(empty)	-	-	-	-	-	F3vdx13zsa61Dro5je	image/jpeg
1389323739.924482	CJMyZl2KoFdlCsdJW3	192.168.4.10	1041	72.21.91.19	80	12	GET	www.besthealthmag.ca	/sites/default/files/images/fitness_3.teaser.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	5349	200	OK	-	-	-	(empty)	-	-	-	-	-	F9IBVz15u7DDn09T58	image/jpeg
1389323739.926841	CQs45FfQLSeNROod	192.168.4.10	1040	72.21.91.19	80	13	GET	www.besthealthmag.ca	/sites/default/files/images/Joelle-Choueiry.preview.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	15444	200	OK	-	-	-	(empty)	-	-	-	-	-	FDawAr2CQibGlLfYZ2	image/jpeg
1389323739.926172	CE8F373oxUAcAvBN2	192.168.4.10	1036	72.21.91.19	80	8	GET	www.besthealthmag.ca	/sites/default/files/images/sleeping-woman.preview.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	12768	200	OK	-	-	-	(empty)	-	-	-	-	-	F5ksgu1KWv6XapK6Nf	image/jpeg
1389323739.886885	CUd17wGtA3bqRbr35	192.168.4.10	1054	93.184.216.139	80	1	GET	platform.twitter.com	/widgets.js	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	96273	200	OK	-	-	-	(empty)	-	-	-	-	-	FA1IZd4Ua0a8g0tCU4	text/plain
1389323739.941744	CMnT9B2G91n6q547Ie	192.168.4.10	1038	72.21.91.19	80	13	GET	www.besthealthmag.ca	/sites/default/files/images/tea_11.teaser.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	4054	200	OK	-	-	-	(empty)	-	-	-	-	-	Fky6WJ38asnfUHVZf4	image/jpeg
1389323739.942159	Czv4zY2Axpd5Ufkwm1	192.168.4.10	1037	72.21.91.19	80	16	GET	www.besthealthmag.ca	/sites/default/files/images/joy.teaser.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	5555	200	OK	-	-	-	(empty)	-	-	-	-	-	FcEPLw33basn01qjVd	image/jpeg
1389323739.882882	CzpM8WMhH7B3LtRAd	192.168.4.10	1053	31.13.70.49	80	1	GET	www.facebook.com	/plugins/likebox.php?id=7974553010&width=228&connections=0&stream=true&header=false&height=260	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	20226	200	OK	-	-	-	(empty)	-	-	-	-	-	FUG7saM0QAwaiIABg	text/html
1389323740.132978	CXaCSK3NKIKWLiUge	192.168.4.10	1039	72.21.91.19	80	14	GET	www.besthealthmag.ca	/themes/besthealth_skin/images/editor-picks.gif	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	2121	200	OK	-	-	-	(empty)	-	-	-	-	-	F3lZ4Q29fiVGnPASt2	image/gif
1389323740.139296	CJMyZl2KoFdlCsdJW3	192.168.4.10	1041	72.21.91.19	80	13	GET	www.besthealthmag.ca	/themes/besthealth_skin/images/blue-bullet.gif	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	100	200	OK	-	-	-	(empty)	-	-	-	-	-	FRIgNm4B8MnG3NyIBf	image/gif
1389323740.139944	CQs45FfQLSeNROod	192.168.4.10	1040	72.21.91.19	80	14	GET	www.besthealthmag.ca	/sites/default/files/images/iStock_000007655346XSmall.teaser.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	5371	200	OK	-	-	-	(empty)	-	-	-	-	-	FqzdYj4htaZbo8SlEb	image/jpeg
1389323740.140257	Czv4zY2Axpd5Ufkwm1	192.168.4.10	1037	72.21.91.19	80	17	GET	www.besthealthmag.ca	/themes/besthealth_skin/images/more-bh-h1.gif	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	1560	200	OK	-	-	-	(empty)	-	-	-	-	-	F3awkkWXqf5eBEf7	image/gif
1389323740.139705	CE8F373oxUAcAvBN2	192.168.4.10	1036	72.21.91.19	80	9	GET	www.besthealthmag.ca	/sites/default/files/images/carrotsoup_18.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	45492	200	OK	-	-	-	(empty)	-	-	-	-	-	FuyDtB1MlzEtnRX4eb	image/jpeg
1389323740.169537	CMnT9B2G91n6q547Ie	192.168.4.10	1038	72.21.91.19	80	14	GET	www.besthealthmag.ca	/themes/besthealth_skin/images/sign-up-butt.gif	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	1629	200	OK	-	-	-	(empty)	-	-	-	-	-	FevZ5bgoha9dplYBc	image/gif
1389323740.168469	CXaCSK3NKIKWLiUge	192.168.4.10	1039	72.21.91.19	80	15	GET	www.besthealthmag.ca	/sites/default/files/images/spinachsmoothie.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	4895	200	OK	-	-	-	(empty)	-	-	-	-	-	FxjRlL2uJNWc9RBIIc	image/jpeg
1389323740.170322	CE8F373oxUAcAvBN2	192.168.4.10	1036	72.21.91.19	80	10	GET	www.besthealthmag.ca	/themes/besthealth_skin/images/healthy-recipes-h1.gif	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	2229	200	OK	-	-	-	(empty)	-	-	-	-	-	FMu0NB2aXUb4FzEzvd	image/gif
1389323740.170813	Czv4zY2Axpd5Ufkwm1	192.168.4.10	1037	72.21.91.19	80	18	GET	www.besthealthmag.ca	/themes/besthealth_skin/images/signup-newsletter-h1.gif	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	1817	200	OK	-	-	-	(empty)	-	-	-	-	-	FUBbe41378KF2uosh6	image/gif
1389323740.170045	CJMyZl2KoFdlCsdJW3	192.168.4.10	1041	72.21.91.19	80	14	GET	www.besthealthmag.ca	/sites/default/files/images/colour_burst.preview.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	16190	200	OK	-	-	-	(empty)	-	-	-	-	-	FtKIoJ1l52uxgn3c19	image/jpeg
1389323740.170568	CQs45FfQLSeNROod	192.168.4.10	1040	72.21.91.19	80	15	GET	www.besthealthmag.ca	/themes/besthealth_skin/images/hot-blog-h2.gif	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	2386	200	OK	-	-	-	(empty)	-	-	-	-	-	Flcoa6DfLUAbmuAT5	image/gif
1389323740.235872	CMnT9B2G91n6q547Ie	192.168.4.10	1038	72.21.91.19	80	15	GET	www.besthealthmag.ca	/themes/besthealth_skin/images/slide-show-h2.gif	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	2255	200	OK	-	-	-	(empty)	-	-	-	-	-	FPi3lc3tRBAAB8syE	image/gif
1389323740.236111	CXaCSK3NKIKWLiUge	192.168.4.10	1039	72.21.91.19	80	16	GET	www.besthealthmag.ca	/themes/besthealth_skin/images/image-bg-ss.gif	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	1079	200	OK	-	-	-	(empty)	-	-	-	-	-	F81A3D3N0m4zSegMi4	image/gif
1389323740.240848	CJMyZl2KoFdlCsdJW3	192.168.4.10	1041	72.21.91.19	80	15	GET	www.besthealthmag.ca	/themes/besthealth_skin/images/must-read.gif	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	1999	200	OK	-	-	-	(empty)	-	-	-	-	-	FfAhah49USeJAlY1wf	image/gif
1389323740.241824	CQs45FfQLSeNROod	192.168.4.10	1040	72.21.91.19	80	16	GET	www.besthealthmag.ca	/themes/besthealth_skin/images/en/ad_warning_bigbox.gif	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	198	200	OK	-	-	-	(empty)	-	-	-	-	-	FQPMUmGhl7LpLs9pd	image/gif
1389323740.299013	CjpQujUTLonboC4ag	192.168.4.10	1057	74.125.224.91	80	1	GET	s0.2mdn.net	/879366/flashwrite_1_2.js	http://ad.doubleclick.net/adi/N7916.126715.SYMPATICOMSN/B7983850.2;sz=728x90;ord=651376;click=http://adclick.g.doubleclick.net/aclk%253Fsa%253DL%2526ai%253DBVbdfZGXPUuS-LozOkwS8t4HAAoe-rMIDAAAAEAEgADgAWK_GztNoYMne1IbIo6AZggEXY2EtcHViLTU4Nzk0MjQwMzAxMTM5MTKyARR3d3cuYmVzdGhlYWx0aG1hZy5jYboBCWdmcF9pbWFnZcgBCdoBHGh0dHA6Ly93d3cuYmVzdGhlYWx0aG1hZy5jYS_AAgLgAgDqAh41NDc5L3RoZWxvb3AuZW4uYmVzdGhlYWx0aC9odWL4AoLSHpAD8AGYA6QDqAMB0ASQTuAEAaAGFg%2526num%253D0%2526sig%253DAOD64_1WNFZ0BLwTzvif9cvcqA-xRev9Gw%2526client%253Dca-pub-5879424030113912%2526adurl%253Dhttp%3A%2F%2Fbell-serve.acuityplatform.com%3A8080%2FAdserver%2Flanding%3Fbc%3D651376%26position%3D3%26bannerid%3D112905%26campaignid%3D20065%26mastercampaignid%3D7021%26sizeid%3D2%26exid%3D7%26adid%3D7%26xuid%3Db801896f-0aa3-4615-a064-e689e161e749%26agentcode%3D20%26geocode%3D6%26geostrcode%3DUSCA%26siteid%3D20787%26pubid%3D1%26reqid%3D6f6757eb-1572-4ac1-8087-d33351a7b613%26ip%3D40eb9b50%26ts%3D1437a241544%26test%3D0%26cnt%3DUS%26rg%3DCA%26cty%3DCampbell%26ag%3D7%26gnd%3D2%26uq%3D0%26sg%3D0%26sgs%3D%5B%5D%26tt%3D6f6757eb-1572-4ac1-8087-d33351a7b613%26uaos%3D3%26uab%3D4%26ist%3D1437a241544%26pl%3D20788%26vrt%3D0%26vrl%3D%26bid%3D0.000000%26mhr%3D0.000000&landingUrl=;?	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	801	200	OK	-	-	-	(empty)	-	-	-	-	-	F0KoHd1fU7WwcZRSqj	text/plain
1389323740.254613	ChHwZn37lsDDMC8zL4	192.168.4.10	1055	74.125.239.28	80	1	GET	ad.doubleclick.net	/N5479/adj/theloop.en.besthealth/hub;tile=2;sz=300x250;ord=3610452019185?	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	1627	200	OK	-	-	-	(empty)	-	-	-	-	-	FJMzL33f0aVQBsiotj	text/plain
1389323740.313759	CMeAV7Vavv3DYJ1M2	192.168.4.10	1060	63.141.192.98	80	1	GET	static.ak.fbcdn.net	/rsrc.php/v2/yK/r/uGFy9lAuh_c.png	http://www.facebook.com/plugins/likebox.php?id=7974553010&width=228&connections=0&stream=true&header=false&height=260	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	1867	200	OK	-	-	-	(empty)	-	-	-	-	-	FwCo1Q1oNzktYqzE77	image/png
1389323740.314491	CDKMTP2BpSZxNNnwpb	192.168.4.10	1059	64.145.89.64	80	1	GET	profile.ak.fbcdn.net	/hprofile-ak-prn2/592215_7974553010_190076926_q.jpg	http://www.facebook.com/plugins/likebox.php?id=7974553010&width=228&connections=0&stream=true&header=false&height=260	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	3395	200	OK	-	-	-	(empty)	-	-	-	-	-	Fb11Uc1uq46c1rkZji	image/jpeg
1389323740.310199	CkTZK818203798GY82	192.168.4.10	1058	63.141.192.98	80	1	GET	static.ak.fbcdn.net	/rsrc.php/v2/yu/r/swikEBhTvwX.js	http://www.facebook.com/plugins/likebox.php?id=7974553010&width=228&connections=0&stream=true&header=false&height=260	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	188273	200	OK	-	-	-	(empty)	-	-	-	-	-	FKyqzc4Z6nDqYwmbOb	text/plain
1389323740.392667	CEKwSF14h46Z1l9c	192.168.4.10	1048	74.125.239.26	80	3	GET	pagead2.googlesyndication.com	/pagead/js/lidar.js	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	0	304	Not Modified	-	-	-	(empty)	-	-	-	-	-	-	-
1389323740.407751	CJmdeY2o8kDEL14Mi1	192.168.4.10	1061	38.71.5.31	80	1	GET	cdn.acuityplatform.com	/bell/acuityJTag.js	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	1220	200	OK	-	-	-	(empty)	-	-	-	-	-	FBZKJw27EifxJM5sXl	text/html
1389323740.46244	CjpQujUTLonboC4ag	192.168.4.10	1057	74.125.224.91	80	2	GET	s0.2mdn.net	/3755243/RBC_Insurance_JD_Power_728x90_en.swf	http://ad.doubleclick.net/adi/N7916.126715.SYMPATICOMSN/B7983850.2;sz=728x90;ord=651376;click=http://adclick.g.doubleclick.net/aclk%253Fsa%2	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	33710	200	OK	-	-	-	(empty)	-	-	-	-	-	F0TvvvXaeNVaW2Jr6	application/x-shockwave-flash
